SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
15,1133,-1.6121556584433023,-1.6231586006088976,-1.615456541092981,1.6121556584433023,1.6231586006088976,1.615456541092981,0.010456541092981109
17,NA,NA,-1.6516878674545374,NA,NA,1.6516878674545374,NA,NA
20,337,-1.666271837650895,-1.6716392115779788,-1.66788204982902,1.666271837650895,1.6716392115779788,1.66788204982902,0.06288204982902013
21,55,-2.2633195656217966,-1.7022324141979,-2.010830347481043,2.2633195656217966,1.7022324141979,2.010830347481043,0.40583034748104296
41,NA,NA,-1.6252445988763276,NA,NA,1.6252445988763276,NA,NA
52,NA,NA,-1.6688334685515251,NA,NA,1.6688334685515251,NA,NA
55,NA,NA,-1.6813799347764713,NA,NA,1.6813799347764713,NA,NA
62,39,-2.0675683578324335,-1.6766243486262375,-1.8290925122166541,2.0675683578324335,1.6766243486262375,1.8290925122166541,0.22409251221665416
64,158,-1.5134071778613378,-1.6420102570341626,-1.5519881016131851,1.5134071778613378,1.6420102570341626,1.5519881016131851,-0.05301189838681486
65,NA,NA,-1.652032494496005,NA,NA,1.652032494496005,NA,NA
81,461,-1.4521492118726884,-1.641373102202407,-1.508916378971604,1.4521492118726884,1.641373102202407,1.508916378971604,-0.09608362102839596
98,NA,NA,-1.620003271514444,NA,NA,1.620003271514444,NA,NA
101,65,-2.083246822066069,-1.644529418325868,-1.9296957307569986,2.083246822066069,1.644529418325868,1.9296957307569986,0.32469573075699865
103,NA,NA,-1.6455107044862376,NA,NA,1.6455107044862376,NA,NA
104,NA,NA,-1.6482083704335362,NA,NA,1.6482083704335362,NA,NA
108,341,-2.1007278909747473,-1.7239271072946125,-1.9876876558707068,2.1007278909747473,1.7239271072946125,1.9876876558707068,0.38268765587070686
109,NA,NA,-1.68473593259434,NA,NA,1.68473593259434,NA,NA
113,NA,NA,-1.6489553014237857,NA,NA,1.6489553014237857,NA,NA
116,444,-1.9491254681655499,-1.7116088231696176,-1.87787047466677,1.9491254681655499,1.7116088231696176,1.87787047466677,0.27287047466677006
117,100,-1.9857363326615536,-1.7073401104013501,-1.9022174659834925,1.9857363326615536,1.7073401104013501,1.9022174659834925,0.2972174659834925
