variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.1317705,-0.17296069999999997,-0.08698245500000004,1.0065698414170356,528.9918970610354
b_CR_t1_std,0.491161,0.48489709999999997,0.49741230000000003,0.9993111370866183,6235.179552212762
b_DBH_std,0.09718260000000001,0.072955305,0.12375105,1.0074068132079081,1082.2914664300838
b_IDBH_stdE2,-0.007086955000000001,-0.012275,-0.0020225805,1.000470570835702,5763.610534318548
b_BA_std,-0.101538,-0.11310265,-0.0903184,1.0001646180665396,4535.723911325274
b_BAL_std,-0.001564985,-0.01386389,0.011074009999999994,1.000021112191093,4640.478453598358
b_SI_std,-0.012715649999999998,-0.019254155,-0.006553904,1.0013670512691764,5960.417925649552
b_relDBH_std,-0.02538435,-0.03621757,-0.014565970000000004,1.0008179513231674,5520.606314561093
sd_SPCD_grouped__Intercept,0.141523,0.10721455,0.1870044,1.0018382403055615,977.9416786635187
sd_SPCD_grouped__DBH_std,0.060713,0.040633445000000004,0.08936867499999998,1.0016859383281094,1512.746003039812
cor_SPCD_grouped__Intercept__DBH_std,-0.7837155,-0.93822625,-0.37124500000000005,1.0026676109688852,1433.143376055539
phi,11.3762,11.228684999999999,11.522405000000001,1.0023497058853166,6101.3257217444225
Intercept,-0.13765,-0.17940275,-0.09359746000000004,1.007040754234201,518.5798980299672
"r_SPCD_grouped[OTHER,Intercept]",-0.09669855,-0.18858535,-0.007394863000000144,1.0005620404723858,2105.0195547000576
"r_SPCD_grouped[15,Intercept]",0.0939962,0.048338625,0.13755149999999997,1.0055583456514885,607.2139588262722
"r_SPCD_grouped[20,Intercept]",0.061151750000000005,0.0040990045,0.11653049999999997,1.0026383801649397,818.7870570035632
"r_SPCD_grouped[21,Intercept]",-0.03094575,-0.098170185,0.033387639999999975,1.001462090930045,1221.1940689613948
"r_SPCD_grouped[22,Intercept]",0.0746442,-0.11421429999999999,0.2850546499999998,1.0004791796276342,5426.536117214342
"r_SPCD_grouped[41,Intercept]",-0.03390365,-0.1561813,0.08424378499999993,1.0017805725761815,2697.3615560645503
"r_SPCD_grouped[55,Intercept]",-0.13574999999999998,-0.2844587,0.0052851629999999886,1.000695355238557,3526.7878683813924
"r_SPCD_grouped[62,Intercept]",0.4188775,0.24560135,0.6178267,1.0003311379487159,2481.055879712605
"r_SPCD_grouped[64,Intercept]",0.1479685,0.043100545000000004,0.2615818999999998,1.001736550152033,3348.1751684771248
"r_SPCD_grouped[81,Intercept]",-0.00717839,-0.05732515,0.04077429499999996,1.0074776866837332,650.1057592347443
"r_SPCD_grouped[92,Intercept]",0.15939599999999998,-0.0016675869999999995,0.3297766499999999,1.0004665560525126,4716.827474077236
"r_SPCD_grouped[103,Intercept]",-0.23854,-0.34822495000000003,-0.13833235000000005,1.002549326993736,2452.393765375383
"r_SPCD_grouped[108,Intercept]",0.11421,0.049618155,0.1795362,1.0031564791860135,1030.799206849294
"r_SPCD_grouped[116,Intercept]",0.04572125,-0.009811737,0.10105954999999997,1.0044495852034299,815.0917358875882
"r_SPCD_grouped[117,Intercept]",0.05776485,-7.978736499999949e-4,0.11214509999999998,1.0032143408626075,787.9385082871004
"r_SPCD_grouped[119,Intercept]",0.08718115000000001,0.006166917000000001,0.16840085,1.0014631282399047,1600.2037024708702
"r_SPCD_grouped[122,Intercept]",-0.015333949999999999,-0.06412548,0.029701899999999982,1.0062824439023077,634.9507433149521
"r_SPCD_grouped[127,Intercept]",-0.09509455,-0.16210905,-0.030193410000000004,1.004608078952425,1158.0513787620937
"r_SPCD_grouped[202,Intercept]",-4.907605e-4,-0.045946400000000005,0.04331225499999999,1.0055219223941252,568.4317531904297
"r_SPCD_grouped[231,Intercept]",0.2323895,0.10407415,0.37331194999999995,1.0020651458366432,2914.503787508732
"r_SPCD_grouped[264,Intercept]",0.16786,0.089284695,0.24899174999999985,1.000572294782233,1893.278945197832
"r_SPCD_grouped[312,Intercept]",-6.668805e-6,-0.06683938499999999,0.06707568,1.0026523439332065,1229.4002434666154
"r_SPCD_grouped[333,Intercept]",-0.08646614999999999,-0.1643628,-0.007046067500000024,1.0030407974903286,1323.2090648770557
"r_SPCD_grouped[351,Intercept]",-0.09653120000000001,-0.2330599,0.03815257499999999,0.9999665217962709,4145.210228082692
"r_SPCD_grouped[352,Intercept]",-0.17993900000000002,-0.28545200000000004,-0.08311652000000004,1.0008575686594248,2731.659822158168
"r_SPCD_grouped[361,Intercept]",-0.159539,-0.220912,-0.09931768500000006,1.0033866725654927,980.2332470743462
"r_SPCD_grouped[431,Intercept]",0.0771907,-0.024755629999999997,0.17988394999999996,1.0005125938211652,2789.1167527677353
"r_SPCD_grouped[492,Intercept]",-0.0918602,-0.2024362,0.013549349999999873,1.0016850002702875,2763.620363718682
"r_SPCD_grouped[631,Intercept]",-0.1160815,-0.19482675,-0.027929640000000016,1.0017206334566555,1325.406609058009
"r_SPCD_grouped[748,Intercept]",-0.0408402,-0.21598420000000002,0.11977919999999989,1.003078800567538,5192.326970263435
"r_SPCD_grouped[801,Intercept]",-0.1456325,-0.21068005,-0.08227734000000002,1.0051503373140873,904.9835998439332
"r_SPCD_grouped[805,Intercept]",0.009517274999999999,-0.038552579999999996,0.054860944999999946,1.006452121611706,603.643247520276
"r_SPCD_grouped[807,Intercept]",0.0491612,4.314053500000015e-4,0.10041189999999992,1.0025038841006313,707.0836641940018
"r_SPCD_grouped[815,Intercept]",0.01563875,-0.040886990000000005,0.07588485499999999,1.003766743820933,885.4174028681847
"r_SPCD_grouped[818,Intercept]",-0.07380310000000001,-0.1237104,-0.024217110000000014,1.0049700471285206,674.743618557135
"r_SPCD_grouped[821,Intercept]",-0.034942100000000004,-0.1394689,0.06788911,1.0024080745709192,2551.4714587293433
"r_SPCD_grouped[839,Intercept]",-0.16408499999999998,-0.22179229999999997,-0.10708580000000001,1.0053900408961034,877.2508850294555
"r_SPCD_grouped[981,Intercept]",0.017121499999999998,-0.0501187,0.08720810499999995,1.001343726515393,1411.2611867125372
"r_SPCD_grouped[OTHER,DBH_std]",0.0392797,-0.01861614,0.10318414999999997,1.0006089376544742,3808.351667066364
"r_SPCD_grouped[15,DBH_std]",-0.006666025000000001,-0.033139095,0.0193199,1.005962657977731,1187.1749857297757
"r_SPCD_grouped[20,DBH_std]",-0.07796259999999999,-0.115786,-0.04192828500000006,1.0022825019154777,1586.4416888532699
"r_SPCD_grouped[21,DBH_std]",0.01462125,-0.027374655,0.05705635,1.0020304186738438,2880.9932639544418
"r_SPCD_grouped[22,DBH_std]",-0.025760199999999997,-0.13377515,0.06824853999999997,1.0003616290002968,4973.046877235752
"r_SPCD_grouped[41,DBH_std]",0.0104032,-0.061226380000000004,0.07948516,1.000688768421771,4989.083366141589
"r_SPCD_grouped[55,DBH_std]",0.051885749999999994,-0.018649615,0.12923834999999997,1.0004429006913078,4844.154260938572
"r_SPCD_grouped[62,DBH_std]",-0.13454349999999998,-0.256353,-0.02700664000000004,1.0002443592405545,3099.540661628992
"r_SPCD_grouped[64,DBH_std]",-0.03668115,-0.10313779999999999,0.036188239999999976,1.0001736083123351,3934.7646884204496
"r_SPCD_grouped[81,DBH_std]",0.0177733,-0.011871805,0.04612365499999997,1.0021208945319449,1590.891278623856
"r_SPCD_grouped[92,DBH_std]",-0.05790645,-0.1515779,0.022774249999999926,1.0003920010647134,4874.687846820671
"r_SPCD_grouped[103,DBH_std]",0.0640068,-0.017595339999999998,0.1432302,0.9998704740522151,3468.6728103544524
"r_SPCD_grouped[108,DBH_std]",-0.05056475,-0.10488355,-0.0011718160000000384,1.0006277982836584,2971.4774032805353
"r_SPCD_grouped[116,DBH_std]",-0.03086635,-0.070899175,0.006657800499999999,1.0024119180198485,2158.0747229386975
"r_SPCD_grouped[117,DBH_std]",-0.051132949999999996,-0.08460761000000001,-0.019940569999999998,1.0026332987640723,1366.486937835631
"r_SPCD_grouped[119,DBH_std]",-0.05052075,-0.1056882,-0.0031687670000000354,1.0015958012616395,3548.2339283695273
"r_SPCD_grouped[122,DBH_std]",0.018394300000000002,-0.010160484999999999,0.045127355,1.00346963443959,1376.3244585667894
"r_SPCD_grouped[127,DBH_std]",7.75065e-4,-0.05090238999999999,0.04662948999999996,1.0018175060975614,2697.0255687434937
"r_SPCD_grouped[202,DBH_std]",0.00933615,-0.01574146,0.03189400999999999,1.0065967504113957,957.9929436572447
"r_SPCD_grouped[231,DBH_std]",-0.07353599999999999,-0.1554478,0.009835102499999995,0.9998995403605084,3709.58158016205
"r_SPCD_grouped[264,DBH_std]",-0.05073745,-0.10527804999999998,9.184176499999762e-4,1.002680877362192,3438.5090374223773
"r_SPCD_grouped[312,DBH_std]",-0.00168129,-0.054750695,0.05038246499999999,1.0020355297908219,3142.3396698519423
"r_SPCD_grouped[333,DBH_std]",0.0442389,-0.009911192499999999,0.10863059999999998,1.0015569825018604,3396.399625244786
"r_SPCD_grouped[351,DBH_std]",0.0332153,-0.042627754999999996,0.11851255,1.0008402670375407,4628.034835321627
"r_SPCD_grouped[352,DBH_std]",0.06465779999999999,-0.008660556999999998,0.13928144999999992,1.000005465823104,4541.246382347752
"r_SPCD_grouped[361,DBH_std]",0.038433800000000004,-0.01834716,0.089677665,1.0009380845847584,2932.5317915670726
"r_SPCD_grouped[431,DBH_std]",-0.03375355,-0.1012261,0.03028785499999995,1.0001924940499063,4440.381155973402
"r_SPCD_grouped[492,DBH_std]",0.03307395,-0.02922417,0.09708647499999998,1.0014196725966948,3407.634365298058
"r_SPCD_grouped[631,DBH_std]",0.09654679999999999,0.03703434,0.18132544999999986,1.001092291997532,1677.0537151847564
"r_SPCD_grouped[748,DBH_std]",0.0201497,-0.066691165,0.11291104999999999,1.0031579328284477,4870.728077571858
"r_SPCD_grouped[801,DBH_std]",0.07221895,0.021138180000000003,0.13057024999999997,1.0005344721316713,3150.7909349675774
"r_SPCD_grouped[805,DBH_std]",-0.0217046,-0.057169595,0.01134230499999999,1.003888868397304,1766.688874581861
"r_SPCD_grouped[807,DBH_std]",-0.033633949999999996,-0.07474605,0.0039968569999999535,1.003829040421979,2263.4655237693314
"r_SPCD_grouped[815,DBH_std]",0.033310000000000006,-0.013121955000000001,0.09149031499999993,1.0010931932986828,2050.177467083273
"r_SPCD_grouped[818,DBH_std]",0.008136665000000001,-0.03166195499999999,0.044662625000000004,1.000808197425048,1924.5999858044054
"r_SPCD_grouped[821,DBH_std]",0.0205488,-0.039402219999999995,0.08424994499999988,1.000197390322659,4322.094817893184
"r_SPCD_grouped[839,DBH_std]",0.05364425,-2.6280054999999996e-4,0.103902,1.000880710623604,2836.5471667747897
"r_SPCD_grouped[981,DBH_std]",-0.00282163,-0.057545475,0.05578612999999994,1.000746408155553,3205.607366728525
lprior,-21.3989,-21.462415,-21.3533,1.003241837782959,979.3636801193368
lp__,17497.7,17481.795,17512.5,1.0029947244244612,750.7201119313847
