n,rmse_cal,bias_cal,r2_cal,rmse_base,bias_base,r2_base,variant
30000,7.514531982790038,0.006237039144140265,0.8250672819454903,8.187898169967871,-0.5250449407260863,0.7923116981129086,ACD
30000,11.361632795491035,-0.014954646284101526,0.7949889023328458,11.850755701055764,-1.2990159052634986,0.7769573255746092,AK
30000,14.874290046263681,0.1286151472200628,0.8480448089907041,16.088238610370983,-1.2539322140566302,0.8222293556344372,BC
30000,11.635372639900913,0.10566341892903003,0.8706351391183332,12.802508945366801,-1.0538919913253568,0.8433804729437503,BM
30000,11.75103641111419,0.0721436159997587,0.898420618208533,12.85420816721024,-1.4109931728726113,0.878453102161809,CA
30000,11.61420963723165,0.05132486444840314,0.7936657076266279,13.03774118568259,-1.115073196348156,0.739985958132859,CI
30000,7.3879953169439245,-0.09459800317641323,0.8627740538630294,7.7546848682535385,-1.0814905424324714,0.8488140899371134,CR
30000,9.099205103764369,-0.10431760131222981,0.8023385736219264,9.513673832328179,-0.719555848919232,0.7839215121605024,CS
30000,13.358932850198,0.12894304833144038,0.842302792010106,15.402797261216007,-0.842234074934196,0.790357336513733,EC
30000,9.627658281525873,-0.08109786480015545,0.7495786549830092,10.197089868031183,-1.0839157292141153,0.7190801014787482,EM
30000,11.534306859076189,0.10710530271068386,0.82376024766452,12.9832724531704,-0.8010691534795523,0.7766997480522465,IE
30000,11.049143321494487,-0.055693799603527876,0.7743603820168262,11.887991547550783,-1.1342747537922218,0.7387988305045997,KT
30000,8.40830478140663,0.05918672658099675,0.8059464004337471,9.25840082947923,-0.5716224408598131,0.7647244647302401,LS
30000,15.47046990519619,0.07507971490071846,0.8899817541105752,16.39072460000152,-1.2760311594711755,0.876503681201136,NC
30000,9.176060941046597,-0.04742598390775997,0.8049411942180461,9.66392887331921,-0.705194224098077,0.7836482400648126,NE
30000,13.546471066876876,-0.07827872154490642,0.8793420250025614,14.850915768074529,-1.6386989087811439,0.8549859257441532,OC
30000,8.618561686067341,-0.02720123253345115,0.7991519321230348,9.358569746558114,-0.5974464609321595,0.7631807331780934,ON
30000,15.19679214405434,0.10182420955419119,0.879432077972975,16.634025716761325,-1.1165191610449487,0.8555482969817614,OP
30000,16.576336154798213,0.054240475533742324,0.8616078730899827,18.242767163175667,-1.3548278487089387,0.8323839030298931,PN
30000,9.975598098039875,-0.2285653150663304,0.8056182308430567,10.656294530772442,-0.8753861891337362,0.7781854277217785,SN
30000,10.595188481086598,0.21529864082618808,0.8696863980938716,11.361998644136465,-1.1376887248907137,0.8501413412225377,SO
2005,3.6062140505626905,0.025653379312734318,0.8022981049797717,3.9757301597306274,-0.5040660546819976,0.7597067172503179,TT
30000,6.138113303041238,0.09308352419638764,0.8627634595059844,6.635682444919814,-0.9593786254294904,0.8396122670008178,UT
30000,15.764591571249724,0.21550882149528267,0.8922108309159905,18.819008720870357,-0.506460708493101,0.846395774087377,WC
30000,13.505968558100506,-0.042740024466497814,0.8791850723688122,14.829064936448722,-1.8933888295574695,0.8543546366563648,WS
