species,n,rmse,bias,mae,r2,model,variant
AS,129,2.398159685106151,2.1134174387746163,2.188532042704669,-3.5606967096109425,default,IE
DF,12075,41.83534879066655,-30.773351389594556,31.9331250450622,-1213.396860856076,default,IE
LP,7577,9.157737574277178,9.004766614112532,9.004766614112532,-94.87167993100682,default,IE
MH,1413,2.092285366768143,1.9458246124947414,1.956114257479647,-2.829353351207484,default,IE
PB,235,1.784670725761056,1.492419932602623,1.5677684578054756,-2.325615573927127,default,IE
PP,1620,6.592371715363338,6.523602096264393,6.523602096264393,-32.53614441076799,default,IE
PY,81,53.410343859207444,46.05257550502583,46.05257550502583,-2772.136037196914,default,IE
RC,3054,111.16253725332442,-90.98726768231363,91.75449472791794,-6163.734919935028,default,IE
WB,226,25.01864025514087,-18.12151945148936,19.066135233167138,-490.7519214688771,default,IE
WH,1428,6.113962135530503,6.044819165078598,6.044819165078598,-21.463041682632582,default,IE
WP,334,34.74968574532388,-26.03604687446218,27.265722935969528,-804.9630118654076,default,IE
NA,21828,42.78314689756122,-32.86455378416613,33.74332675603886,-1086.459027442517,default,IE
AS,129,0.8156144655389647,0.5490484782355443,0.714692505485717,0.47247282605436736,calibrated,IE
DF,12075,0.7411172673425862,0.22681209524849608,0.6024496891838736,0.6188923103054276,calibrated,IE
LP,7577,0.7814951393123267,0.3440966750484816,0.6414170755729296,0.3018214346521396,calibrated,IE
MH,1413,0.6222308006881597,0.08349708372004715,0.48466319363452304,0.6613222879031572,calibrated,IE
PB,0,NA,NA,NA,NA,calibrated,IE
PP,1620,0.7279199739157468,-0.00304663197424199,0.5546462106796258,0.5911189066274201,calibrated,IE
PY,81,0.9406639683197785,-0.585524593276741,0.7460267067385506,0.1398197943809586,calibrated,IE
RC,3054,0.7860745082424255,0.19151314393058744,0.6189067125681513,0.6917344944362467,calibrated,IE
WB,226,0.8162689208444316,0.2840846460911681,0.6547046598547189,0.47653797229264094,calibrated,IE
WH,1428,0.6593307959045648,0.05800869553231088,0.5137248194109327,0.7387659425956042,calibrated,IE
WP,334,0.9197117747690784,-0.3900922355376117,0.6790759739181716,0.43543124203674344,calibrated,IE
NA,21828,0.8584256954115191,-0.395476894630066,0.6560688293874954,0.5622029112620367,calibrated,IE
