species,n,rmse,bias,mae,r2,model,variant
AB,330,2.1983930347944516,-1.54509063409755,1.6506461461847401,-0.7551392132559651,default,CS
AE,2180,1.037798395569161,0.41390705547024825,0.8226352715257524,0.3582683097821815,default,CS
AH,81,1.891930649949049,1.0322956595491022,1.4230995739723193,-3.695395986310393,default,CS
BA,17,4.828363705113698,3.885147255486247,3.885147255486247,-23.96825034525733,default,CS
BC,1153,1.444412191117828,0.49826392253113616,0.9751977375609353,-0.5339333432196773,default,CS
BE,576,1.2207295434075704,0.3274786667368914,0.9187214619677435,-0.12597006067387517,default,CS
BG,597,3.3511335528875676,-2.6850749895856176,2.7022075002966837,-6.785944147298698,default,CS
BH,874,0.8870896412225882,-0.1494749350832989,0.7106870326263449,0.4515124235012361,default,CS
BI,1084,1.0136203218674376,-0.6677728564079167,0.8282830787667069,0.34551382987309787,default,CS
BJ,324,1.068975854302339,-0.09461055534880357,0.6992068657853391,-0.3320439939477855,default,CS
BK,328,1.617316822184778,0.7801265320478786,1.0356624138175485,-1.8754004210673787,default,CS
BL,149,1.1991426571290609,0.5993443386195751,0.9830395354538557,-0.3526173275586111,default,CS
BN,10,1.2281147199876195,1.1427127682981923,1.1427127682981923,-0.4906488783693961,default,CS
BO,3761,1.3037299815849255,-0.8954823156128101,1.0273418054852217,-0.42314766826334016,default,CS
BP,1,NA,NA,NA,NA,default,CS
BR,398,1.1808768123768731,-0.7345875885017139,0.9507647446253608,-0.015106308348505015,default,CS
BT,31,1.3730024697850798,0.684947440239093,1.1397016845206007,-0.4416076614365434,default,CS
BW,359,0.9336992463036707,-0.012112203110794674,0.6824147498909755,0.39498400507455544,default,CS
BY,1,NA,NA,NA,NA,default,CS
CB,27,1.1670084571507597,0.8692408546060297,0.9267350599477119,-0.1827488550102443,default,CS
CK,678,1.0809057004384734,-0.6011862644073774,0.8745166293431278,0.102157971296429,default,CS
CO,109,2.7281355391580107,-2.3086855730152154,2.3305523094293097,-10.137823517730103,default,CS
CT,5,0.6496805459275456,0.25311206569505573,0.5796795995940922,0.8465739413801496,default,CS
DW,487,1.9385089742727333,1.0773587615242088,1.4980460363030297,-4.814326654519513,default,CS
EC,240,1.91060156242819,-1.4187532840538644,1.5074416379911562,-1.8656127165206833,default,CS
GA,773,1.3659398025693739,-0.783315030627571,1.0560657296401492,-0.3029992598039375,default,CS
HH,352,1.5702182618097704,0.5995211080993137,1.1663247106910741,-0.9840982488377579,default,CS
HK,1421,1.1178322524216224,0.5076445152618851,0.8863820892437689,0.3219099563928617,default,CS
HL,737,0.949794555957501,0.15831222165131445,0.7054082547198562,0.15625466380192454,default,CS
HT,63,1.4569360820177368,0.20820106776459418,1.1062881447973147,-0.6468000284390019,default,CS
KC,25,0.700536862373098,0.14381228080255426,0.5512151779669717,0.01573089189025667,default,CS
LP,26,1.9831481722904032,1.9019469359264405,1.9019469359264405,-8.63457114972749,default,CS
MB,2,NA,NA,NA,NA,default,CS
MH,971,0.9448546823177952,-0.04464010229463563,0.7358589812985967,0.3589510487573021,default,CS
NK,2,NA,NA,NA,NA,default,CS
OB,129,2.9649328087817284,1.5252072741433431,1.8169581590010115,-5.92430943028155,default,CS
OO,627,0.903016616758146,-0.1155515573352639,0.7207913462978978,0.3360594199662694,default,CS
OV,16,1.0316302998908977,-0.7014737853051798,0.799593277946423,0.27072824875522683,default,CS
PA,8,4.6679180849857556,3.688524934345726,3.688524934345726,-16.03240116051597,default,CS
PE,47,0.9952417882710665,-0.2557450056952234,0.7524881620053028,0.11716413432377115,default,CS
PH,907,0.8816831477062854,-0.43372273514396076,0.705040484363967,0.41955689750945,default,CS
PN,332,1.1990619997529153,0.6769770946332362,0.8893889340998071,-0.13048610681760464,default,CS
PO,3103,0.8237500671951515,-0.3712332518346177,0.6444053986130636,0.2801617438855719,default,CS
PS,225,2.963353109592293,1.2288011448674072,1.7687709695079616,-5.8763533971908,default,CS
QA,21,1.4205160510405683,1.0507504932920606,1.224843034542509,-0.7553440011178552,default,CS
QI,541,1.4569219825339514,0.5179378730334521,0.8830931557947133,-0.6558618985207143,default,CS
QS,248,1.2929837908399455,0.4093945020061706,0.8097257894243375,-0.813104971640674,default,CS
RB,99,0.7920230744351615,0.014729402608459105,0.6195699301977233,0.2684526106898688,default,CS
RD,189,1.9300644527054633,0.9895538004473842,1.4317166729665503,-2.390287592264642,default,CS
RE,1,NA,NA,NA,NA,default,CS
RL,749,1.062118995765982,0.36975773932700134,0.8249696151641982,0.30115829810190453,default,CS
RM,788,1.4845063828669838,0.7903603499905969,1.1044231563105453,0.0361352932354978,default,CS
RO,1220,2.028459909921863,-1.5884238619510866,1.6380864671053832,-2.182008671564164,default,CS
SG,24,1.093909485676946,0.2704019402573969,0.8185609114087107,0.21953882805894476,default,CS
SH,1628,0.8978285374739079,-0.11631196626105378,0.6811696373569929,0.328292412001688,default,CS
SI,31,0.9138422645060814,0.03413345487211924,0.7248324666600475,0.2322990176199643,default,CS
SK,118,1.970283723867027,-1.5436512891763587,1.6436107287499873,-2.1571920118152774,default,CS
SL,53,1.1127526271629973,0.008945512192782664,0.8821239715441784,0.1085861241888526,default,CS
SM,2078,1.4728745606528384,0.6823253463511705,1.0141847177378744,-0.03732345835734452,default,CS
SN,1,NA,NA,NA,NA,default,CS
SO,753,1.745220369398676,-1.4054544802017954,1.4672941769390413,-1.2873929382682316,default,CS
SP,1587,4.023208839663946,-3.6170802562916835,3.619310226953782,-18.03177210625867,default,CS
SS,880,1.8557611766023971,0.7357829835680546,1.160412274870861,-1.5312874098124758,default,CS
SU,270,1.227892256285994,0.19891175004925654,0.8545933412973717,0.15778115694899553,default,CS
SV,839,1.2163830429009124,0.5949740764849905,0.9977354061123808,0.15556102629733892,default,CS
SW,109,0.9520815878407977,-0.345953322920008,0.7251873569296039,0.27582620662428203,default,CS
SY,390,1.155526649323108,0.17708710459118798,0.8547226938337336,0.03805519776071287,default,CS
UA,45,4.363376889219729,3.7046828453450225,3.7046828453450225,-10.476414252158424,default,CS
VP,55,1.3026097048170255,0.9765030766979746,1.0767586462114243,-0.9491042536959027,default,CS
WA,1039,1.40394627190059,-0.8972382025636181,1.0925807887470718,-0.37874724031457174,default,CS
WE,336,1.1164495452263992,0.20551528448232917,0.8680943972761145,0.17011633235850143,default,CS
WL,5,0.8582546749497587,0.6734628694557148,0.7676546782812912,-5.0669151556365115,default,CS
WN,1433,1.1762743275098972,0.5056542091174627,0.8971508397910106,-0.09133516232251271,default,CS
WO,6026,1.0885492963958128,-0.6850716510336831,0.8520619257997212,-0.082725155003092965,default,CS
WP,153,1.321654379910728,-0.3986922720726216,1.05382959730714,-0.6737530941191037,default,CS
WT,27,2.9752151759816323,-2.3718040422483524,2.413173042462223,-6.459978019362115,default,CS
YP,678,1.124681957578148,0.5660021871859228,0.884743947310544,0.06080025965372349,default,CS
NA,4020,1.3445374599161228,0.6555750764789829,0.9457129058339984,-0.491915007092526,default,CS
AB,330,0.8590205021588233,-0.19788867885830405,0.6827573577922319,0.7320165653862412,calibrated,CS
AE,2180,0.9690475462846808,0.4960712842765852,0.7997296718573627,0.4404773538841784,calibrated,CS
AH,81,0.7542615987264784,0.024990855189365828,0.6107728551460501,0.25371314340677276,calibrated,CS
BA,17,0.8554288540836908,0.18341668917950726,0.6517027568123878,0.21628899158211456,calibrated,CS
BC,1153,1.0494821109141073,0.6541119085305385,0.8854410013256722,0.19020651663833799,calibrated,CS
BE,576,0.8950664924266543,0.01986338258315614,0.7234832981112002,0.3946611729974525,calibrated,CS
BG,597,0.7904654679177802,-0.2824756838735475,0.6190196942675189,0.5667948448573839,calibrated,CS
BH,874,0.7800799379993479,0.15430855247204447,0.6382725853044507,0.5758592528690765,calibrated,CS
BI,1084,0.9862857058086983,-0.7245725651919929,0.8099313331510516,0.3803373302629349,calibrated,CS
BJ,324,0.7807824774297587,-0.4475592170426138,0.6187174355929737,0.28937105358636084,calibrated,CS
BK,328,0.8009116598836239,0.31011355005007435,0.661172919640162,0.294856743497777,calibrated,CS
BL,149,1.0201494722702482,0.45615068314439655,0.8566667738658653,0.02104921214337696,calibrated,CS
BN,10,0.9051878984743407,0.801874229634477,0.801874229634477,0.19020523949436918,calibrated,CS
BO,3761,0.653955125401565,0.13706895014944218,0.5218055375913597,0.6419278405479087,calibrated,CS
BP,1,NA,NA,NA,NA,calibrated,CS
BR,398,0.7694818912089396,0.06109650550208112,0.5955636301905255,0.5689782912452847,calibrated,CS
BT,31,0.9227178857770586,0.10926862174327844,0.7919749893152923,0.3489080546467649,calibrated,CS
BW,359,0.8402855669349673,0.35417361908971895,0.7043538490080417,0.5099880765273441,calibrated,CS
BY,1,NA,NA,NA,NA,calibrated,CS
