species,n,rmse,bias,mae,r2,model,variant
AS,11,2.5988467543946396,2.5360430620874475,2.5360430620874475,-19.943296268784284,default,CA
BL,2361,1.8571212190667077,1.6073931012137403,1.6471632472586648,-2.9863066082495333,default,CA
BM,350,1.7592191894161378,1.2764388172259955,1.4544731583881494,-1.1117254751127716,default,CA
BO,2135,2.0863124473770305,1.7848300210932615,1.8308154027298116,-2.7295595140162767,default,CA
BU,204,1.461476028898468,0.9430114864839607,1.1882070069400787,-0.7133331032209895,default,CA
CL,267,1.883904459627039,1.385370515222944,1.5814698072890316,-1.177567189553363,default,CA
CN,4,NA,NA,NA,NA,default,CA
CP,9,1.6390562290163726,-1.430024060144615,1.430024060144615,-4.139162550944614,default,CA
CW,11,4.790596840872433,4.737296209092727,4.737296209092727,-44.19079870394253,default,CA
CY,3651,1.8678547504070104,1.5126027902403327,1.602953923116077,-1.9051879499952507,default,CA
DF,6705,3.741651708437462,-3.6351343208291316,3.635166906188897,-6.850378196667871,default,CA
DG,60,1.0671202392023968,-0.379568990165151,0.8785292220762286,-0.14484420531466302,default,CA
FL,17,2.15018080346425,1.7124375631822517,1.9980972797439047,-1.7343160446873398,default,CA
GC,73,2.083016566782293,1.843440768587885,1.8804224184599874,-3.6125556772462453,default,CA
GP,441,3.5100564837585817,3.3127965207655907,3.314830783033827,-8.154260110168032,default,CA
IO,1253,2.052861368631909,1.6779297935284403,1.8092711371354009,-2.0127721533758676,default,CA
JP,631,2.682873081541036,2.47004250400653,2.4878231684137355,-5.563163214734227,default,CA
KP,134,5.552384823264978,-5.472900951172146,5.472900951172146,-33.56482236238011,default,CA
LO,378,2.624342441432227,2.367902594162863,2.3772781795890556,-4.379719160971584,default,CA
LP,326,2.414420861300995,2.2238814536819023,2.2385991904610245,-5.5960218776134365,default,CA
MA,505,2.346955377380619,2.0446342353105704,2.082474903960596,-3.148770354804375,default,CA
MH,170,4.923559387117235,-4.814825093281669,4.814825093281669,-11.857818583793813,default,CA
PP,2817,3.1405962951520308,2.861703908264831,2.9126533659001637,-4.8920965686722635,default,CA
PY,28,1.4292741262647912,0.9587015234690901,1.1338467305377369,-0.8179190107326564,default,CA
RA,32,2.791395331674993,2.5548703160681505,2.5586074247364543,-5.161906179372112,default,CA
SP,1069,3.4142623358435675,3.1728763810773715,3.2093434272727923,-6.33136713673031,default,CA
SY,3,NA,NA,NA,NA,default,CA
TO,233,2.076947586200633,1.6044071676998888,1.8190007070192906,-1.4797302604112286,default,CA
VO,93,3.307606025492723,2.960681572925834,2.9623052627091195,-4.030877271676539,default,CA
WO,851,1.4909784159637098,1.1605136691318423,1.2741928328684997,-1.5370395707385076,default,CA
WP,203,2.732568862181342,2.4932112453539146,2.548833564839713,-4.96958096562481,default,CA
NA,8286,3.6575874825237458,-3.5549079386580598,3.5549204956315803,-6.426325626598353,default,CA
