species,n,rmse,bias,mae,r2,model,variant
AB,3061,1.909615723013123,1.6122863577029387,1.6875282237383533,-0.7343149075695696,default,NE
AE,230,1.823396484825174,1.493489797890579,1.5900653998666432,-0.9914069564156831,default,NE
AH,98,2.3423895681440037,2.197426443704127,2.197426443704127,-3.0502294991201726,default,NE
AI,37,4.0147487748909105,3.902702327702546,3.902702327702546,-13.179320280243376,default,NE
AP,100,1.1052525736015741,0.6055419754289596,0.8828893250829251,-0.2529022335606852,default,NE
BA,172,1.5728762314217046,1.365390345054749,1.3807055786761426,-1.118421653927005,default,NE
BC,1295,2.079757616489951,1.8536538828640885,1.8772691919397466,-2.3638131422852564,default,NE
BE,55,3.6101138526519763,3.5206855529322554,3.5206855529322554,-13.609766601966198,default,NE
BG,426,1.3133564344684232,1.0025361329680584,1.1082286394279743,-0.40083552777319587,default,NE
BK,173,1.8569842182160645,1.6222448608536733,1.6510903451097043,-2.116289126579144,default,NE
BL,19,1.9548695383278847,1.8102262454087,1.8102262454087,-2.2986630445367777,default,NE
BM,8,2.091377089100473,1.8883623030019752,1.9515757973876549,-2.1421747492345995,default,NE
BN,6,2.53853360097627,2.3103571271434094,2.3103571271434094,-8.078083775221291,default,NE
BO,410,2.185049462602409,1.9707090781632752,2.0074246533270275,-2.090834335197467,default,NE
BP,71,1.7409845125774168,1.5180698969321451,1.5546983700476624,-1.1952096612452237,default,NE
BR,8,2.3659856835229975,1.9034991011697413,2.0049449355217126,-0.8954409981805342,default,NE
BT,353,2.1037983136790332,1.9365294263822694,1.9553592965279722,-2.543395513221021,default,NE
BW,279,1.9224833323146602,1.6656399155828698,1.7209650257344995,-1.6240655282260907,default,NE
CK,3,NA,NA,NA,NA,default,NE
CO,1022,2.052956084523009,1.9112032540484085,1.9144262242799965,-3.6539031664882735,default,NE
CT,57,1.8573478536076953,1.564744337972084,1.6470595924178908,-1.636607731944407,default,NE
DW,20,1.9436971855449374,1.8691791138200418,1.8691791138200418,-21.64735907284113,default,NE
EC,18,2.318989155193491,2.0592701663271007,2.0844522560511973,-1.5841240774060363,default,NE
EH,2861,1.6233377534762223,1.3828775228545824,1.4343240430459365,-0.8906158391663557,default,NE
GA,154,1.7870956395464241,1.5646100012728987,1.5966424129506935,-1.1912677384367147,default,NE
GB,175,1.5293100974878882,1.3202850862569278,1.3568686924956537,-1.1099311726543428,default,NE
HH,282,2.5490007427380372,2.4401526089612666,2.4401526089612666,-4.673557249992559,default,NE
HK,13,2.1908954404244287,1.9971337718127586,2.085752283587913,-4.366910867370539,default,NE
HT,82,2.4650369812951443,2.2864319363923435,2.2864319363923435,-3.210094428996217,default,NE
HY,81,0.7132241906482768,0.19656327070576948,0.5758005427691981,0.5992271070750611,default,NE
JP,6,1.620060912351659,1.5099880733026634,1.5099880733026634,-13.877753068287435,default,NE
LP,234,2.4510467494822574,2.3316517580238334,2.3316517580238334,-5.988428090289971,default,NE
MH,129,1.8306789538405759,1.6370524252929979,1.64181011454085,-2.183511808924045,default,NE
MV,10,1.1809830503635916,0.7993878745315975,0.8239737195955636,-0.11279890813450866,default,NE
OO,7,1.8187177435373256,1.6773289127156716,1.6773289127156716,-1.3091965648991888,default,NE
PB,1437,1.5808984400593866,1.390092897515178,1.4022074298692517,-1.535380493434113,default,NE
PD,1,NA,NA,NA,NA,default,NE
PH,238,1.8505262497501764,1.638447550555748,1.6534057133548399,-2.1864085789812564,default,NE
PN,14,2.457592953863685,2.2065749699676274,2.2065749699676274,-2.5479152527307107,default,NE
PO,8,1.5479876637058598,1.234972354721707,1.2877440613927431,-1.4024723899096916,default,NE
PP,407,2.149656230916315,2.0140810789864094,2.017549984869739,-3.7069924975176134,default,NE
PR,125,3.353878481001118,3.221799567144171,3.221799567144171,-5.820928449824623,default,NE
PS,8,1.2928158433345798,0.9941035722445015,1.020683277447403,-1.260840925558845,default,NE
PW,4,NA,NA,NA,NA,default,NE
QA,639,1.9599831895436282,1.765122888203849,1.7912620969915631,-1.497298756898287,default,NE
QI,10,2.041307707181339,1.8987118402933032,1.8987118402933032,-1.9911917161800412,default,NE
RB,3,NA,NA,NA,NA,default,NE
RL,42,1.8817439875241924,1.5446670352998115,1.6595574305828016,-1.4579217192173588,default,NE
RM,7718,2.1437160045594865,1.9665520744276783,1.9703107343081712,-2.3753704332327836,default,NE
RN,145,1.6550040107712758,1.4820738913164857,1.4998817958345025,-3.0486376465636713,default,NE
RO,1721,2.340706355334155,2.1791073554843594,2.194477375852893,-3.159533245988378,default,NE
SB,1278,2.1471431695772263,1.9798411370656277,1.9858709998468813,-2.6766466338836277,default,NE
SC,61,2.2791566445180216,2.1206594019264,2.133329651162704,-4.141595592296847,default,NE
SD,68,1.2429695532884228,0.9874827950099981,1.0653542267987293,-0.4759133240857827,default,NE
SE,178,2.608504087944405,2.5090319515933315,2.5090319515933315,-4.7788599120947,default,NE
SH,198,1.967544015070473,1.781498775810851,1.7991656440465786,-2.9838482737217364,default,NE
SK,24,1.9349495129204393,1.7382040493731241,1.7544369975512455,-1.0806583064655313,default,NE
SM,3610,2.00540142397891,1.7812709511170128,1.81013104302573,-1.5237022479591396,default,NE
SN,6,1.7931252157411748,1.672136846954963,1.672136846954963,-5.439921384273025,default,NE
SO,325,2.2127414946779904,2.079380106819348,2.086455775212526,-4.229039648255954,default,NE
SP,12,1.7339981131565605,1.5152743667683717,1.5888071456965351,-4.0995631702661885,default,NE
SS,224,1.6961334621872788,1.5149872477747555,1.5236086747917714,-2.287188806984241,default,NE
ST,460,2.943842600400313,2.8219453179368412,2.8219453179368412,-5.708333565429895,default,NE
SU,133,1.7783103347628628,1.4838687736738203,1.575838787680133,-0.8451682139092784,default,NE
SV,58,2.6618790693031213,2.513181374143466,2.513181374143466,-3.0406265475385696,default,NE
SW,26,2.2786232247599543,2.1695976286211764,2.1695976286211764,-4.623160859148531,default,NE
SY,46,2.555499575800264,2.4353035841977957,2.4353035841977957,-6.847566093259906,default,NE
TM,4,NA,NA,NA,NA,default,NE
VP,122,2.141980198882775,1.9530635650283397,1.9687607761985724,-3.2131434779425225,default,NE
WA,1329,2.026773813822321,1.8262494645215068,1.8482740606645862,-1.8984218338953882,default,NE
WC,1643,1.8099821058148289,1.6791800077697812,1.68477433968665,-2.433701921404593,default,NE
WK,6,1.5640865354490965,1.2878684062610657,1.368959817227997,-1.2506365304986984,default,NE
WL,20,2.376484424627563,2.208940585206759,2.208940585206759,-4.518166720766841,default,NE
WN,91,2.1399979812951577,1.930461851659655,1.9485236438004627,-2.597716662402603,default,NE
WO,824,2.068600930751216,1.8984320892872668,1.9038488996134286,-2.614752533786378,default,NE
WP,1916,1.9776568285773595,1.7552657434074082,1.7826771850953926,-1.7662288103504635,default,NE
