species,n,rmse,bias,mae,r2,model,variant
YB,1918,2.2558416607328957,2.107889092738969,2.1100751951839265,-3.3319595166899356,default,NE
YP,533,2.2080241451498366,1.9929339728775246,2.0312396881865764,-2.499268827718813,default,NE
YY,37,1.3140019770395903,0.9687299417094508,1.1559982645537998,-0.29595942963504784,default,NE
NA,10375,1.9580478729436472,1.7558334033542096,1.7727893870090718,-1.0771642472235987,default,NE
AB,3061,0.7714740359592452,-0.03482774785557344,0.6278040006088694,0.7169399217765999,calibrated,NE
AE,230,0.9282868999472744,0.33942158776168047,0.7761908829671773,0.48386627578097685,calibrated,NE
AH,98,0.7494207066151459,-0.25726599037181447,0.6248559402824677,0.5854157884073685,calibrated,NE
AI,37,1.0027627125972416,0.5161361144454396,0.7081884998084073,0.11542427536633482,calibrated,NE
AP,100,1.2033949777248396,-0.8603364099529437,0.9837323402322159,-0.48528742136959724,calibrated,NE
BA,172,0.7362873236873081,0.005699030078962708,0.6041619326109454,0.5357862984609036,calibrated,NE
BC,1295,0.903931731314524,0.3810309758220871,0.7398002867683379,0.36455541950324577,calibrated,NE
BE,55,0.7411334839341591,0.08563524534277049,0.5923159843103544,0.3842642771431367,calibrated,NE
BG,426,0.7142031824420382,-0.2733478831437457,0.5603692264752852,0.5857471571136865,calibrated,NE
BK,173,0.8771118547650937,0.02041217321468672,0.7247803630580069,0.304765555899122,calibrated,NE
BL,19,0.7550452856523148,-0.051672957992267766,0.6009371693755449,0.5079056292931303,calibrated,NE
BM,8,0.7037092544392461,-0.12445341801772827,0.4914252750034478,0.6442440543297319,calibrated,NE
BN,6,1.042558842140942,0.16705122997567723,0.9070854087240149,-0.5311914861233216,calibrated,NE
BO,410,0.8101547765800086,0.32322415826578854,0.6685298196094893,0.5750976070859067,calibrated,NE
BP,71,1.053693867650498,0.7663492750065676,0.8754594544118326,0.1958906816126721,calibrated,NE
BR,8,1.2287565193891787,0.331598209407569,1.107720400510492,0.48876837045980304,calibrated,NE
BT,353,0.8674294132501518,0.5093596983329332,0.7287144501638696,0.3976072805913704,calibrated,NE
BW,279,0.8160377304575798,0.0912640323006259,0.6748803339007503,0.5272081426713198,calibrated,NE
CK,3,NA,NA,NA,NA,calibrated,NE
CO,1022,0.6783787669479535,-0.20991942849793233,0.5292169383161285,0.49183761305068474,calibrated,NE
CT,57,0.8684493293825812,0.3195587312391752,0.73828657229178,0.4235681182501374,calibrated,NE
DW,20,1.0772553796956823,-0.8559900001339871,0.9465905222274767,-5.95661065190756,calibrated,NE
EC,18,1.0277158138249594,0.5909101714773464,0.9309509002851533,0.49246966423400196,calibrated,NE
EH,2861,0.7693223053850866,-0.4233177316613892,0.5934491061987782,0.5753783215619048,calibrated,NE
GA,154,0.7636078336443619,0.055692956212223664,0.6243195920619912,0.5999257455882216,calibrated,NE
GB,175,0.8847644445340694,0.5114530504330743,0.7307020442582239,0.2937922167608539,calibrated,NE
HH,282,0.8318612175764066,-0.42883724210282237,0.6825501851905903,0.3957491467574461,calibrated,NE
HK,13,0.7728979781326936,0.16675291490957023,0.5648323117548547,0.33207850209315337,calibrated,NE
HT,82,1.1935753054413214,-0.9047806855173397,1.048024891712636,0.012937600840496777,calibrated,NE
HY,81,0.7819158004510053,-0.43246579005636476,0.6307245395095239,0.5183115996534191,calibrated,NE
JP,6,0.6568058667609089,-0.37024224010248163,0.46798104509168126,-1.4453932291929195,calibrated,NE
LP,234,1.1309697260872427,0.8936754826748161,1.020694230712237,-0.48791551009700673,calibrated,NE
MH,129,0.6565754674424674,0.12473941812867502,0.5283664050835658,0.590502371749092,calibrated,NE
MV,10,0.470900934598146,-0.05623450403970978,0.3732213029316637,0.8230753005864606,calibrated,NE
OO,7,0.7964954894947802,-0.10426333817893123,0.6049741302725984,0.5571089167988593,calibrated,NE
PB,1437,0.9653440471029366,-0.5992091967117994,0.7856601813006713,0.0546351547059063,calibrated,NE
PD,1,NA,NA,NA,NA,calibrated,NE
PH,238,0.7524904103063556,-0.23793051112924296,0.598686543746725,0.4731185577989224,calibrated,NE
PN,14,0.862665460598202,0.38617605174278996,0.7735619609280927,0.5628422809052913,calibrated,NE
PO,8,1.1990170916859404,-1.010380918626613,1.1332793579719245,-0.4413656315771177,calibrated,NE
PP,407,0.7636387881743504,0.41283687986907214,0.6437449558029471,0.4060068483684177,calibrated,NE
PR,0,NA,NA,NA,NA,calibrated,NE
PS,8,1.1204280550779755,-0.7709827454581599,0.9503528435143354,-0.6981053272546147,calibrated,NE
PW,4,NA,NA,NA,NA,calibrated,NE
QA,639,0.8549820200535311,0.4756116632021937,0.7272769188541418,0.5247963458701994,calibrated,NE
QI,10,0.7081422761543342,0.21087069410362425,0.5754850358644422,0.6400283125015689,calibrated,NE
RB,3,NA,NA,NA,NA,calibrated,NE
RL,42,0.9013576246689782,-0.2547177145226805,0.7189488168952815,0.4360491615051789,calibrated,NE
RM,7718,0.7638473994304134,-0.03259430284566392,0.6199444553089228,0.5714513316224605,calibrated,NE
RN,145,0.7703204581834634,0.3504493480581802,0.6354451593904302,0.12289078866903702,calibrated,NE
RO,1721,0.7949815375345624,0.4077126938323458,0.6528410652776457,0.5201949475464085,calibrated,NE
SB,1278,0.7348976763082574,-0.022254272562682375,0.5864542586364614,0.5692913119612187,calibrated,NE
SC,61,0.8098140650883376,-0.04479993183399069,0.6589808093371875,0.3508871663177602,calibrated,NE
SD,68,0.719716165101111,0.07335759765457159,0.5781741039398648,0.5051627478995653,calibrated,NE
SE,178,0.8870821421756552,-0.5898249236395887,0.7294270067109093,0.3316764012951756,calibrated,NE
SH,198,0.6965161063952876,0.024759679877392037,0.5608728117624211,0.5007521492714939,calibrated,NE
SK,24,0.649688909351013,0.08517321181993426,0.5153371932560238,0.7654300392337494,calibrated,NE
SM,3610,0.7743666736411039,-0.16763933900731606,0.6138096602722634,0.6237047080895195,calibrated,NE
SN,6,0.6212313390740901,0.32885440583950515,0.535897934626158,0.2270239414283971,calibrated,NE
SO,325,0.723427044777386,-0.355748421220333,0.5571581301084207,0.44107947845276363,calibrated,NE
SP,12,0.7841252783672313,-0.2766568338161014,0.5863453168746942,-0.04281349866083706,calibrated,NE
SS,224,0.6383175198476545,0.07804483116384353,0.48859729131497176,0.5344373470438197,calibrated,NE
ST,460,0.7471603228528267,-0.05655535659325127,0.6118214393758146,0.5678713308078553,calibrated,NE
SU,133,0.7779170941490836,0.24485344659114608,0.6651507648215713,0.646908315761916,calibrated,NE
SV,58,1.071645920895502,0.6759157668003776,0.8766821323761604,0.3451004370121097,calibrated,NE
SW,26,1.0924564049447816,0.8720549184233448,1.0052514662446483,-0.29253912687025396,calibrated,NE
SY,46,1.0440633064694262,0.817252490626147,0.9273649909252061,-0.30989661918581213,calibrated,NE
TM,4,NA,NA,NA,NA,calibrated,NE
VP,122,0.746927842239716,-0.11498350978327505,0.5868109734927356,0.48769022500156267,calibrated,NE
WA,1329,0.7801506786934462,-0.16498928060889292,0.6151284317706717,0.5705545508615502,calibrated,NE
WC,1643,0.8304571558689949,-0.515334711108041,0.667252970531034,0.2771494891832932,calibrated,NE
WK,6,0.5306459554242136,-0.1451668119688642,0.4771529552118958,0.7409440773800213,calibrated,NE
WL,20,0.9184332354516138,0.6680189840079543,0.7611130324888906,0.1758238257647622,calibrated,NE
WN,91,0.9062454438272814,0.31098641976839575,0.7412542594108505,0.3548036489563834,calibrated,NE
WO,824,0.6785176856918724,-0.14142065801973389,0.5425938729930118,0.6110914567301642,calibrated,NE
WP,1916,0.7913051526174217,0.27861195253262666,0.6506588810446534,0.5571320813029963,calibrated,NE
YB,1918,0.7659821063618388,0.014191809364602289,0.619543003264949,0.5005357452158955,calibrated,NE
YP,533,0.9239735460211209,0.4680464268465164,0.772369883413252,0.3872423440286282,calibrated,NE
YY,37,0.8992860897848023,-0.40630983159193595,0.6966472229584275,0.3929910140629709,calibrated,NE
NA,10375,0.6780175039376007,-0.004410123874036463,0.5457311583615431,0.7509388213582926,calibrated,NE
