year,tpa,ba,qmd,sdi,top_ht,n_trees,scenario,variant
33,1,2.8133671991667475,22.71169332183197,3.730615342358734,8.997909115299908,1,Calibrated (period-level bug),CA
34,1,2.9640159713076133,23.3118411501311,3.8900967526914902,9.118935677769523,1,Calibrated (period-level bug),CA
35,1,3.1174786945210107,23.9077140299449,4.050919137840254,9.239037409137943,1,Calibrated (period-level bug),CA
0,200,60.14999723724917,7.425729302276445,124.04128957650833,5.237633851850626,200,Calibrated (annualized),CI
1,192,58.68756132381795,7.48615341120967,120.63865279540518,5.2486864594695675,192,Calibrated (annualized),CI
2,187,59.803556895660996,7.657359017497839,121.83958664473154,5.259818005942977,187,Calibrated (annualized),CI
3,185,61.7773502616224,7.824652865584207,124.79097590100456,5.27096697784373,185,Calibrated (annualized),CI
4,183,62.8699064381091,7.936557508715875,126.28760253256458,5.282111831088332,183,Calibrated (annualized),CI
5,180,64.34965907791887,8.09604993207094,128.24810473857795,5.293271975898803,180,Calibrated (annualized),CI
6,178,65.45693611990184,8.211152930067092,129.72947133759757,5.3044370077982554,178,Calibrated (annualized),CI
7,177,67.574255097746,8.366432386941597,132.9384029095696,5.3156144497686,177,Calibrated (annualized),CI
8,175,69.8065995060286,8.551957272490302,136.1454751913311,5.326779198763372,175,Calibrated (annualized),CI
9,171,71.4504895253356,8.752676042125286,138.08044621225085,5.3379272714598045,171,Calibrated (annualized),CI
10,166,71.07251318940266,8.859987266591139,136.69046153078125,5.349071299597837,166,Calibrated (annualized),CI
