species,n,rmse,bias,mae,r2,model,variant
AB,216,2.6322830125084233,1.3122205766757984,1.64396274615092,-2.6833148478330924,default,LS
AE,791,1.7990024784331857,1.0857147261156403,1.3036986650773004,-1.1757237298810859,default,LS
AH,59,2.449696019150183,1.8979305351459035,2.0266089303329307,-8.895947170663362,default,LS
AP,33,1.4054213710372863,0.3681780538352539,0.9775858024566504,-0.3297705646960245,default,LS
BA,2251,1.5969784682528423,0.4394543852221533,0.9927669541870903,-1.19350269242161,default,LS
BC,706,1.174034038378203,0.5816343280577375,0.9720779275386926,0.10424583366655404,default,LS
BE,378,1.6312131495191533,0.6632893616076405,1.1018301250782545,-0.8900555371497403,default,LS
BG,5,4.454336704804963,-3.258334458403259,3.258334458403259,-17.69772992851631,default,LS
BH,140,4.466779073760215,-3.8860782132199456,3.8895758564634844,-11.779779222317815,default,LS
BK,50,1.3008931622220057,0.820035496477417,1.0640380192740877,-0.6304250220572274,default,LS
BL,32,1.0840208703516632,0.16397402428121838,0.6909346238420143,-0.0059584798905942815,default,LS
BM,3,NA,NA,NA,NA,default,LS
BN,21,1.4051707830992477,0.22980957563039137,0.9748262137911794,-0.3017845339788936,default,LS
BO,377,0.995317402871837,-0.5143116208191403,0.7705337272192685,0.38297240449548164,default,LS
BP,617,1.0550640611005477,-0.28376814558824487,0.8074383945771478,0.07505703297904509,default,LS
BR,772,0.8265427060472399,0.02829816158339789,0.6088476621237282,0.540057784784503,default,LS
BT,1188,1.068856997080907,0.2049422226368274,0.7461922183105718,0.10776006732574539,default,LS
BW,1291,1.2661209562189668,0.5431203314859607,0.9444339534929675,-0.20012811592733182,default,LS
CC,50,2.486714587779275,2.122146381702852,2.164559736055346,-7.080507430516228,default,LS
CK,1,NA,NA,NA,NA,default,LS
DM,5,1.0858493842769978,0.11642568472239637,1.0061543444895102,0.021823199686251904,default,LS
DW,1,NA,NA,NA,NA,default,LS
EC,60,1.7187434226315361,-1.3397922956574657,1.4191872481125398,-0.8794770395465334,default,LS
EH,585,1.0391001565845885,0.27790617516207294,0.6835556547465615,0.011295725822457081,default,LS
GA,866,1.583273686791685,0.6076091406302692,1.011042764069868,-0.8243707054959069,default,LS
HH,451,3.5611887047783566,2.6040936508035606,2.7191129495729047,-11.53227087556239,default,LS
HK,68,1.1834111438616377,0.6713696846336046,0.9512954264343684,0.4151712969402366,default,LS
HT,42,1.574844838240656,0.7239551682542819,1.2525693169738417,-0.2801578047643094,default,LS
JP,1028,1.7720618776004216,-1.35479876245868,1.4671184203560617,-3.1904469975291443,default,LS
MA,8,1.923652220567804,1.2402612112225229,1.519592183128921,-2.973057042171946,default,LS
MM,79,4.265857348026544,3.9506392719009074,3.965801137692679,-31.694251437204912,default,LS
NP,546,0.8551849712179257,-0.2884995637901781,0.6617314844922703,0.42282975673584566,default,LS
PB,1977,1.024037924377299,-0.09059496943042414,0.7598919981685224,-0.050225144763965,default,LS
PH,7,4.881510840259833,-4.829448499861763,4.829448499861763,-14.4589572419139,default,LS
PR,40,1.7207311088055408,1.0699794035762542,1.440048465114641,-0.6711586160058225,default,LS
QA,6443,1.044327307443965,0.1288894388513235,0.7396167817607682,0.28913647213095994,default,LS
RE,8,2.3543053548759003,1.3637495895966363,1.5686745944957532,-1.3492185992906665,default,LS
RL,83,1.948099265458627,0.9527405483659979,1.3062282595740722,-1.3239595695213056,default,LS
RM,4715,1.055936538269264,0.5589675505246386,0.8794707674846376,0.17151219085278024,default,LS
RN,2630,0.6757398880128974,-0.04688430309337731,0.5257469543902971,0.25811258404224713,default,LS
RO,1281,0.9681145773367935,-0.562394905494387,0.7406431594424328,0.313799111339491,default,LS
SC,85,1.6719050183377595,-1.067205830590786,1.3298651642158386,-1.9458820498096254,default,LS
SH,153,5.298695141225403,-4.587522064851501,4.590840748560507,-24.430710510305122,default,LS
SM,4201,1.4877332318835685,0.3898868815523011,0.9057658616145104,-0.4183449809667139,default,LS
SS,48,1.678459964033735,0.5552711985107672,0.983736731352716,-1.3762631652957724,default,LS
ST,3,NA,NA,NA,NA,default,LS
SV,201,1.103946051655027,0.45921177511795885,0.8700354875791775,0.1251254538141976,default,LS
SW,36,1.0841961906711277,0.6218477953625314,0.8789187702694727,0.3379442847497569,default,LS
SY,1,NA,NA,NA,NA,default,LS
WA,350,1.9320626419548914,1.0842260415320113,1.3047323049378565,-1.1641700436063713,default,LS
WC,3974,0.8499306111167232,-0.3039247111690808,0.6551327987323233,0.18811363287142724,default,LS
WI,8,2.3619940085832396,0.8303503942607666,1.736394341415009,-2.8731286373233016,default,LS
WN,78,1.6486005877497723,1.0350997342145367,1.1774455154085992,-1.39371298790046,default,LS
WO,480,0.7799605856761236,0.1130699828548361,0.5939660286963232,0.47085934847100963,default,LS
WP,1116,2.1447278650133037,1.2289371825801976,1.4322122986075494,-1.7397368755529792,default,LS
YB,532,0.855326682399569,0.08672779396490415,0.6821787642593058,0.40707837219284404,default,LS
NA,8830,1.6012086527443161,-1.0717555853941163,1.3259047158762838,-0.8498031841241047,default,LS
AB,216,0.8690503910099858,0.4591548503436686,0.7331397724089987,0.5985202914422564,calibrated,LS
AE,791,1.0292245110196117,0.6192384987846888,0.8715521793107104,0.28786805820340244,calibrated,LS
AH,59,0.8760721789077958,-0.6409043612887408,0.7433142234000533,-0.26564746298153485,calibrated,LS
AP,33,1.0065751466619535,-0.6854744905477769,0.8225315708709667,0.31788748934830247,calibrated,LS
BA,2251,0.6892566753604328,-0.020281027762336513,0.554899988213138,0.5913965659840111,calibrated,LS
BC,706,0.9044065394923443,-0.2986526204258308,0.7323850929559262,0.4684368726940733,calibrated,LS
BE,378,0.9662316862511018,-0.4159077029465923,0.7667321921671602,0.33684402164840443,calibrated,LS
BG,5,0.42337193554471475,0.3075085009797892,0.3075085009797892,0.8310855007735927,calibrated,LS
BH,140,0.8957142906770027,0.5711198482297899,0.7615889532305385,0.48610615991970474,calibrated,LS
BK,50,0.9948222222074018,0.5835564731660544,0.8413341269881034,0.046526722620611305,calibrated,LS
BL,32,1.0225718249334625,0.506711882077989,0.8354652234368162,0.1048570132122899,calibrated,LS
BM,3,NA,NA,NA,NA,calibrated,LS
BN,21,0.916885869418026,-0.18361857324691688,0.7559477084199988,0.4457426710677679,calibrated,LS
BO,377,0.8348519510799336,0.3321321080962355,0.6856445936203655,0.5658894652815529,calibrated,LS
BP,617,0.736924080050437,0.21795672826664372,0.6078309092759117,0.5487649870308421,calibrated,LS
BR,772,1.049391713588168,-0.784533676715681,0.8569275984948251,0.2586079271647306,calibrated,LS
BT,1188,0.7254861975066237,-0.2105833392336646,0.558685344780362,0.5889442233176659,calibrated,LS
BW,1291,0.8122050676539804,0.08497944472682285,0.6764634284748569,0.5061345941388787,calibrated,LS
CC,50,0.8178436366901427,-0.5383283635830272,0.686372270009097,0.1259680513629191,calibrated,LS
CK,1,NA,NA,NA,NA,calibrated,LS
DM,5,0.6281908077855956,-0.38923771674796315,0.5539877847743815,0.6726130727574828,calibrated,LS
DW,1,NA,NA,NA,NA,calibrated,LS
EC,60,1.1926350360194975,0.921782139008545,1.0213809184272042,0.09503860463845659,calibrated,LS
EH,585,0.7831136893585103,-0.4527554456073458,0.6139221316987183,0.43843346065660027,calibrated,LS
GA,866,0.7245642573558202,0.08355980812377548,0.5812416155511813,0.6179194634672065,calibrated,LS
HH,451,0.9127386166318116,-0.5827438780145727,0.7548982455963918,0.17674827504425905,calibrated,LS
HK,68,0.9267077211313987,0.3652870253663879,0.7743734465572861,0.6413730413402763,calibrated,LS
HT,42,1.069189177035295,-0.5942789772272047,0.8520150487849155,0.4099387791147945,calibrated,LS
JP,1028,0.6932064108187895,0.13773497940239837,0.5663051466565873,0.35874948428026165,calibrated,LS
MA,8,0.6198465891708055,-0.24736020293967992,0.4899024195471117,0.5874846481552521,calibrated,LS
MM,79,0.6695021461969956,0.1259379518555424,0.535039888719788,0.19469074800391284,calibrated,LS
NP,546,0.7302083890965024,0.036427341488741764,0.582933335621012,0.579198336109644,calibrated,LS
PB,1977,0.8104386379303095,-0.35829158751566437,0.650564082974659,0.3422049414256234,calibrated,LS
PH,7,1.082607874913644,-0.571963226100387,1.0257479949688915,0.23964913651888275,calibrated,LS
PR,40,1.0740054934910135,-0.6718079437639095,0.9046013616448713,0.34896452001703804,calibrated,LS
QA,6443,0.7472016024360574,0.2629301384687052,0.6244971662365362,0.6360945554816345,calibrated,LS
RE,8,1.2871609067059877,0.7282431716470804,1.0494282645682549,0.297795623672909,calibrated,LS
RL,83,1.0540047779274153,0.6425987619643315,0.8987886944648955,0.3197139548997069,calibrated,LS
RM,4715,0.7329146069446316,0.042910044889523845,0.5882067351946099,0.6008673633685154,calibrated,LS
RN,2630,0.6166160639097241,0.06721424839392819,0.48779007572211053,0.38225596163135556,calibrated,LS
RO,1281,1.0915021448822093,0.8331098821850902,0.9474973517109276,0.12773801785851246,calibrated,LS
SC,85,0.9388668189255058,0.43837466852335344,0.7976147433746384,0.07103332922065664,calibrated,LS
SH,153,0.69108812257031,-0.25870745004896206,0.5188731562066825,0.5673990332249339,calibrated,LS
SM,4201,0.745590846407322,-0.10304860837001657,0.6046709663302339,0.6437680377137913,calibrated,LS
SS,48,0.7965773737650975,0.20650161085155033,0.6033556927531328,0.46478472988521846,calibrated,LS
ST,3,NA,NA,NA,NA,calibrated,LS
SV,201,1.0084605459909666,0.5225674905164304,0.844138070849799,0.2699242821698139,calibrated,LS
SW,36,0.7891355700656421,0.25964753540042296,0.6802651691400683,0.6492626438551626,calibrated,LS
SY,1,NA,NA,NA,NA,calibrated,LS
WA,350,0.7650950554513627,0.09340789650092961,0.6124326914096572,0.6606250636231716,calibrated,LS
WC,3974,0.9067024551430148,-0.6105231524622139,0.7303698129086124,0.07602995810950741,calibrated,LS
WI,8,0.7733905231391884,-0.08870149768485397,0.5249596728895314,0.5847572771129659,calibrated,LS
WN,78,1.2818272482131425,1.0791072352262239,1.126831021257521,-0.44710543320300933,calibrated,LS
WO,480,0.6924313168342828,-0.08108109597002128,0.5515590152754871,0.5829585541729894,calibrated,LS
WP,1116,0.7598975941683266,0.16557985975887554,0.6197849682159736,0.6560663999569321,calibrated,LS
YB,532,0.7607264592784404,-0.1170766404113321,0.6159987405004065,0.5309811520454515,calibrated,LS
NA,8830,0.6959087020419705,-0.08747775326125917,0.5593198993575901,0.6505909089384823,calibrated,LS
