species,n,rmse,bias,mae,r2,model,variant
AS,671,1.6822256760984649,1.1995866021240431,1.456661189714519,-1.0346061288196258,default,EM
CW,84,8.927579079675501,8.833099092518019,8.833099092518019,-46.49720359782777,default,EM
DF,12341,1.1113146690481628,-0.6886111208654195,0.8969275060343705,-0.023660272623978518,default,EM
GA,177,9.038548509278602,9.001787507012187,9.001787507012187,-122.18715358921268,default,EM
LM,779,24.32680378990474,18.235622139090797,18.245023430622723,-602.5499411076114,default,EM
LP,14090,0.8300317171950183,0.08465245801352476,0.6738624147359754,0.16698182132086004,default,EM
NC,28,9.873229043521208,9.849587947799105,9.849587947799105,-208.06526238216318,default,EM
PB,14,2.0154554773904576,1.8178807571889,1.8178807571889,-4.363374559401367,default,EM
PP,4215,3.2266776815703255,3.0173617089989264,3.0210188012580637,-8.503036756135675,default,EM
PW,81,10.126883830106411,10.09348428411477,10.09348428411477,-150.8525310186413,default,EM
WB,2520,0.8661037054539649,-0.375162271873891,0.698245440312552,0.2790699642577875,default,EM
NA,12491,0.8647769256771327,0.08954738402480528,0.6967051073379291,0.4605223678759438,default,EM
AS,671,0.7696823144264547,0.1199818428361539,0.6092568991982238,0.5740733164505264,calibrated,EM
CW,84,0.906539682909753,-0.1796579285734598,0.6894931276034321,0.5102501981496741,calibrated,EM
DF,12341,0.7838881148182848,-0.2972518254515313,0.6238366548191749,0.49068095661650524,calibrated,EM
GA,177,0.848776173808195,0.5649701269876566,0.7275334920840207,-0.08631154155663112,calibrated,EM
LM,779,0.9294858487263211,-0.6152250018998272,0.744790641773897,0.11889295958696922,calibrated,EM
LP,14090,0.7683870743229418,0.4040208636570172,0.6456337551623939,0.2861200175621099,calibrated,EM
NC,28,0.7322552914973549,0.17929384933618023,0.560399403435674,-0.1499752436136097,calibrated,EM
PB,14,0.9930525237000771,-0.6178448984180162,0.7158229337109866,-0.3020754452285692,calibrated,EM
PP,4215,0.787681477270015,-0.00898565229809842,0.6190771488202946,0.43369225054355254,calibrated,EM
PW,81,0.7713845273984081,0.32322034944640377,0.5496373157877698,0.11892632429152372,calibrated,EM
WB,2520,0.7847218147184299,-0.3425525107019104,0.6283642202780787,0.40818662212117285,calibrated,EM
NA,12491,0.7271185185445608,0.0032423154938161017,0.567142668874698,0.6186044095362745,calibrated,EM
