year,ba_q025,ba_q25,ba_q50,ba_q75,ba_q975,tpa_q50,qmd_q50,variant,region
20,53.93125592623152,55.87056829819818,57.29179638087165,59.097406377244404,62.05228609921792,156,8.1794931002842155,CA,Pacific SW
21,53.26822925580373,55.22168574781394,56.710283699470146,58.53004250157137,61.44492585472923,153,8.206403286222319,CA,Pacific SW
22,53.33055722807655,55.61917911421648,57.176133399337694,59.18451530620917,62.12375611305398,152,8.263550465365348,CA,Pacific SW
23,53.42433587646181,55.766775429838205,57.39508756629637,59.420069393700544,62.2924486160948,149,8.359598718724403,CA,Pacific SW
24,53.076914297248436,55.72334582153507,57.334464583292004,59.54928910605172,62.89296240898528,147,8.426357970547002,CA,Pacific SW
25,53.52998645502943,56.28329483566672,57.998300971460665,60.2705294640942,63.577918859725266,147,8.470066481103114,CA,Pacific SW
26,53.61723912576611,56.47007046217267,58.22647021141506,60.577249254217726,64.2636836697744,145,8.544255961390547,CA,Pacific SW
27,50.31049416724902,53.137801603708134,54.92041068178728,57.287903052900496,61.545940536303036,142,8.385602141138826,CA,Pacific SW
28,50.485328648678625,53.479086848336486,55.30717608298085,57.84585275952419,62.2237980953701,141,8.43696844338546,CA,Pacific SW
29,50.679867094971556,53.73481437715129,55.62938287448694,58.305092485007115,62.50915519303009,139,8.500130611594122,CA,Pacific SW
30,51.11697008238286,54.24213346228131,56.179135824460204,59.05119377163422,63.19156437120203,139,8.547548402930843,CA,Pacific SW
31,51.06177672997266,54.25081084887013,56.297999835085506,59.252674361225516,63.57458563487126,137,8.614883817481829,CA,Pacific SW
32,50.77940053734967,53.98052589988303,56.14211137631014,59.07588276630578,63.47267870308154,134,8.69965232131835,CA,Pacific SW
33,51.21144108612228,54.506499515731846,56.734316583006475,59.68190413749443,64.15495587438527,134,8.747404557551562,CA,Pacific SW
34,51.45793213402876,54.99289722828756,57.25917407719149,60.34410570053375,64.75954864272502,134,8.806819315863045,CA,Pacific SW
35,51.44919846651638,54.97485694657654,57.4152943122452,60.57635416439607,65.41981963265458,133,8.843286793258354,CA,Pacific SW
36,51.83854395553563,55.265296528102986,57.814782048581776,61.04055529815768,66.10964405289718,132,8.90508159626116,CA,Pacific SW
37,51.998926458977095,55.45426943148516,58.09181382214577,61.33746735374585,66.4362887492376,131,8.95920135657332,CA,Pacific SW
38,52.182321569122976,55.96428375741834,58.67613358568294,62.01565106839158,66.99905655578624,131,9.020938927319314,CA,Pacific SW
39,51.82671205604374,55.6735404269869,58.43657127082268,61.83024321722,66.90891844228025,130,9.04169688352969,CA,Pacific SW
40,51.80677915047175,55.87451793678029,58.69310653173967,62.13543481954353,67.42018650966035,129,9.098043401282075,CA,Pacific SW
41,51.73044519637028,55.801573738636804,58.69782115791695,62.19658533019646,67.6239468628803,128,9.133063406246277,CA,Pacific SW
42,52.22003818213392,56.30288340769709,59.29993093648181,62.93507964353462,68.39839765596254,128,9.178969295226945,CA,Pacific SW
43,51.7472257238954,55.79426659242779,58.83747431963435,62.466694490374664,68.01805762848257,125,9.246383681214517,CA,Pacific SW
44,52.171927834027265,56.2737099155851,59.43600779406538,63.199769625210905,68.78396659039961,125,9.293319318157364,CA,Pacific SW
45,50.456783637641365,56.11599931668931,59.03906410060064,62.927085535143306,68.99400504663285,123,9.351948741562204,CA,Pacific SW
46,50.28078903127371,56.120248484737346,58.99602531491613,62.973703512007894,69.27482622329642,121,9.448235650484147,CA,Pacific SW
47,49.28421937486604,55.859881949131534,58.86482363889102,63.16542431836784,69.61652828897151,119,9.516475366236724,CA,Pacific SW
48,49.74176347809837,56.40446543505701,59.43731747332431,63.900047081526964,70.49271096827785,119,9.565830606360784,CA,Pacific SW
49,48.40649877469316,55.56020093505739,58.66035811660444,63.097653959692266,69.81537850394336,118,9.542899476809414,CA,Pacific SW
50,48.2052752879803,55.381070655597696,58.43437052369641,62.958599851616974,69.7327034801139,116,9.606535713600467,CA,Pacific SW
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,CI,Intermountain
1,60.032842463240875,60.87908589040702,61.724390406616514,62.744302885210935,67.6731163944303,199,7.5455753643414685,CI,Intermountain
2,59.58130363527009,61.62604964355871,63.350001642748126,65.46285556984148,76.1608121914905,198,7.667951014071722,CI,Intermountain
3,59.44845283791457,62.29817962574512,65.03239025118577,68.0530002953982,84.06047465007924,194,7.8413064833212305,CI,Intermountain
4,59.44855428250295,63.315125166198605,66.68683722159918,70.93852856788276,92.63061616056218,191,8.00280116486683,CI,Intermountain
5,57.6954159205558,62.67040109822402,66.9153027928852,72.33071663579142,99.01197507305643,187,8.104035052661345,CI,Intermountain
6,55.1380989296931,60.84846943435422,65.78163599952624,72.43521074672474,103.04401426069371,184,8.121514344817754,CI,Intermountain
7,54.204271086484994,60.840996157929936,66.54755118238106,74.20423956095053,109.85517724285114,181,8.231442017775821,CI,Intermountain
8,53.48634494188311,61.12940580764997,67.43628560758208,76.27714724380154,116.95356715148615,177,8.389379119869748,CI,Intermountain
9,53.08573862290017,61.863902692826,68.88227156033747,79.12666948645632,126.12863499774568,176,8.521237612203048,CI,Intermountain
10,53.66046567902938,63.06918509316497,70.99210509886595,82.72065518304035,136.450182110305,175,8.687419038261568,CI,Intermountain
11,53.48742431593792,63.49674689520428,72.05940498177476,84.95260864658582,144.7559550477374,172,8.846300365157397,CI,Intermountain
12,52.132447875349115,62.47248735172615,71.7906346455664,85.5042268383722,150.06115387497135,167,8.952949803583492,CI,Intermountain
13,47.43780055883814,58.445377013611086,68.189129842961,84.05767541294844,151.36176365498966,163,8.849164415169508,CI,Intermountain
14,47.87198490520997,59.77648957808485,70.43597229830745,87.35843406131494,161.43907807184226,162,9.0123899345079,CI,Intermountain
15,48.63161225486287,61.24684513821115,72.97765234711426,91.1525478868147,172.72286553718865,162,9.178258502433831,CI,Intermountain
16,46.782137333509986,60.25125711546582,72.61497737071848,91.27764412573691,175.96885637023425,158,9.266312892569605,CI,Intermountain
17,47.25654479050756,61.561919477226425,74.75487027298988,94.78074938425546,185.69112096636994,156,9.442461392101968,CI,Intermountain
18,46.717606899246256,61.6235249161443,75.38867241713375,97.17401822187144,193.42968284154944,155,9.525354812936037,CI,Intermountain
19,43.82885787284751,59.124562867069194,73.75724659726617,95.72035194824674,191.7019882377896,150,9.576495112199733,CI,Intermountain
20,43.093674837040126,58.62417398031518,74.14231258644818,97.47816562532523,195.71706468660346,147,9.719893037964912,CI,Intermountain
21,42.486754027210225,58.88448172195666,74.98804792345047,99.34606356506742,200.8211094244605,145,9.850217583202294,CI,Intermountain
22,42.45517025139608,59.466343176603,76.0697064932236,102.1290669031649,207.83416874196206,144,9.996327632153694,CI,Intermountain
23,41.26277618250021,58.96256062546696,76.83322118750841,104.32163051167208,211.0150622828782,141,10.183913085739096,CI,Intermountain
24,41.37923703770674,59.7042426498851,78.25073616641124,106.63607414654295,218.04635626063626,139,10.349941950291385,CI,Intermountain
25,42.08961518094793,61.31581373052496,80.6407941450553,110.45218855067976,228.2289030569778,139,10.51789771855211,CI,Intermountain
26,42.573816229513305,62.28179606661481,82.9662661693837,113.75272194665678,236.81617898003006,138,10.692563788975137,CI,Intermountain
27,40.13285658783037,59.632051916755444,80.3884831586064,111.34970073378788,236.00158467392185,135,10.651243290853511,CI,Intermountain
28,40.50932789375306,60.94736816297995,82.29472238623772,114.86777771505123,244.30938272539083,134,10.82215585652624,CI,Intermountain
29,40.12711660600541,61.06179022136954,83.03241814980112,116.77904322824938,247.53822186033236,132,10.977277095213026,CI,Intermountain
30,39.56343056338562,61.13837395337635,84.14219404858837,119.60396957332365,251.4450476458627,131,11.072136437920527,CI,Intermountain
31,39.123644779330775,61.18013595816036,84.60065471614858,120.8179187348597,254.49993518666,128,11.246997496694256,CI,Intermountain
32,39.27424140520378,61.6006149517286,86.02314280830971,123.13300217893497,260.08108374972954,126,11.428296818941803,CI,Intermountain
33,39.05300541391601,61.98380982688205,87.07321263314383,126.15044907194232,265.51533458194484,125,11.552219410318788,CI,Intermountain
34,38.24842860949352,61.49390548329167,87.04189087226689,127.07452701046633,267.9626554874855,124,11.64841024972651,CI,Intermountain
35,38.456506262130965,62.403794398771325,88.77904208277708,130.1246730646831,274.21037211665055,123,11.821550707871754,CI,Intermountain
36,37.97052784929885,62.55382566065077,89.22289774600259,131.89442821762793,277.1417276682328,121,11.954327911163855,CI,Intermountain
37,38.309942646506,63.71198500062637,91.17872143396481,135.227946098197,283.8117794941441,120,12.138904852845876,CI,Intermountain
38,37.830657860485694,63.62504267996396,92.10293887649482,136.26111301649118,285.4631154374428,119,12.254164713448802,CI,Intermountain
39,37.873359757636614,64.33884736457458,93.51758311676433,138.77997470635725,288.6411937143789,118,12.402183202694385,CI,Intermountain
40,35.501674535702925,62.10236209089995,91.37870956959503,137.19601336279348,284.6918907990912,113,12.516988769435162,CI,Intermountain
41,33.37072347657539,59.283568612518835,88.21958548310752,133.38925793090266,277.1524327034947,109,12.528836438281942,CI,Intermountain
42,33.25839048409425,59.61443437815901,89.54704285551003,135.07019617138621,278.85030797038206,108,12.680992771893983,CI,Intermountain
43,32.99555642339876,59.75412932849806,90.19891277101513,136.5662102360226,280.3217147025832,106,12.852518760198503,CI,Intermountain
44,32.36258230406918,60.183377423588276,90.84802379195352,138.66650039285034,283.07676194722796,105,12.943059303684706,CI,Intermountain
45,29.173474528698147,56.06703148746282,85.5980204079587,131.9189590321647,270.33473073669614,100,12.903965725547966,CI,Intermountain
46,29.392092337069585,56.88985003924104,87.03053547433711,134.71022331172267,275.43880844910643,99,13.10357296081795,CI,Intermountain
47,29.16657559175373,56.91466087638502,87.49730537782335,136.11333483107603,278.11123811173053,97,13.246469776377609,CI,Intermountain
48,29.091711881528724,57.193319274590266,88.34494398666425,138.05038016950527,281.65544466585254,96,13.393731590131068,CI,Intermountain
49,27.195979911579276,54.88176176697786,85.86915429356509,134.68583781402157,277.37066642533955,93,13.406437446347812,CI,Intermountain
50,26.719869086348886,54.463612530102175,85.66270302172634,134.95287308183202,278.3547794564444,91,13.557928478918885,CI,Intermountain
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,CR,Southern Rockies
1,59.68334261813947,60.223385616219666,60.7054378853495,61.41877693956331,63.73418196185513,199,7.476623157778874,CR,Southern Rockies
2,59.683578779107194,60.75924323310694,61.641583844110656,63.06997840283663,67.9057302849587,198,7.555106737016683,CR,Southern Rockies
3,59.559334958216006,61.23082031187526,62.58543302196735,64.71945146403621,72.10466670219512,196,7.65147033376804,CR,Southern Rockies
4,59.15611448258483,61.352050096511626,63.144664207599604,65.80758985338541,75.9492219787539,193,7.746301593886738,CR,Southern Rockies
5,58.52342441881999,61.292045317596006,63.48328921965228,67.10680569095965,79.72728730870695,191,7.814536573090871,CR,Southern Rockies
6,57.00839070860994,59.65435737089982,62.8611334795941,66.80641483325658,81.4466756019244,188,7.81294681725919,CR,Southern Rockies
7,57.21587546286708,60.36582631659887,64.04794718725702,68.64541229807429,86.1448546713787,187,7.893321275122943,CR,Southern Rockies
8,56.432433024987546,60.04905878501917,64.23599963347701,69.40577516462142,89.35273409731892,182,7.9980637882373875,CR,Southern Rockies
9,56.807246229337906,60.85537740184097,65.62939701012596,71.58286994837309,94.51929349015279,182,8.08350645286314,CR,Southern Rockies
10,57.137634082277565,61.667533208858714,66.9486386077084,73.47930558869595,99.80424614821607,182,8.171955990894961,CR,Southern Rockies
11,57.462250889527304,62.4476263997922,68.10326306397775,75.46232271228655,104.8991641931854,181,8.264533403184494,CR,Southern Rockies
12,56.69572628061867,62.021419619494495,68.49476690779115,76.1279178067152,107.95418414599202,178,8.34197304389436,CR,Southern Rockies
13,56.47864378569263,62.56217078984885,69.57218548154759,77.68363412456391,113.21598399432216,177,8.434452921114033,CR,Southern Rockies
14,56.93541339885484,63.44488922542568,70.86503080240132,79.92184789685197,118.7906037869772,177,8.514543188569895,CR,Southern Rockies
15,57.39389566148201,64.40625222588216,72.23520726464109,82.01877137929071,124.45696185492766,177,8.594631468928362,CR,Southern Rockies
16,56.92750527090547,64.29637905768669,72.60468317253037,82.7864219459743,127.74504373420106,174,8.699099330766384,CR,Southern Rockies
17,57.08020194904566,64.77742664586098,73.62119269210382,84.49413353695505,132.4883703975432,172,8.799828999198233,CR,Southern Rockies
18,57.53295672377368,65.60503260764558,74.98670762977065,86.76061134878239,138.23952592974885,172,8.881248185773511,CR,Southern Rockies
19,57.283431814787846,65.81144946914839,75.88326349966935,88.09538307401222,142.61444421876217,170,8.98753588136859,CR,Southern Rockies
20,57.116835557939815,66.02419645707982,76.71521276664708,89.28489383646406,147.26304161334755,167,9.098387432369742,CR,Southern Rockies
21,56.361526777560414,65.58297554467165,76.46289801334528,89.64085653336171,150.09206333006105,164,9.171694801758544,CR,Southern Rockies
22,56.670759091204154,66.48227650653189,77.79567808584818,91.81454366501913,155.90412434998441,164,9.256236406313993,CR,Southern Rockies
23,56.59794306006355,66.83990326093668,78.4563814759498,93.08059567275272,159.9748995576524,161,9.386854823972227,CR,Southern Rockies
24,56.51155555821898,67.06394075463174,79.143015528497,94.38633786410553,164.28548315791832,159,9.486669717611228,CR,Southern Rockies
25,56.78674684924835,68.00457750525534,80.4756567067096,96.47446142588957,170.11508470696114,159,9.567421645227189,CR,Southern Rockies
26,56.7687415347105,68.38208905424145,81.597918085309,97.7936843267598,174.40186596915953,157,9.66454952000208,CR,Southern Rockies
27,54.677744906058884,66.57108713401084,78.99347636985993,96.71231707097493,175.48243535136507,155,9.676100399812235,CR,Southern Rockies
28,54.97808420900434,67.27482793602789,80.20065122936205,98.79307953652723,181.3143445316382,155,9.758893924078379,CR,Southern Rockies
29,55.19073956370469,67.79043506541706,81.15524680329206,100.20018737716401,185.6508428712662,153,9.857227671752355,CR,Southern Rockies
30,55.51525947984203,68.63922302477164,82.59733829517367,102.35439660602584,191.49369435610186,153,9.936006130254842,CR,Southern Rockies
31,55.32692751432694,68.8315823441441,83.39854124250786,103.53823736284912,195.13673447189583,151,10.028832340835322,CR,Southern Rockies
32,54.90952445719191,68.74229075082572,83.68472031821454,104.22660057773255,197.68631691055663,148,10.128554698659014,CR,Southern Rockies
33,55.21584422566254,69.62488144839335,85.11741669889928,106.48804600925237,203.45045163981374,148,10.207973426586214,CR,Southern Rockies
34,55.45998427029962,70.42469139280502,86.4533406950089,108.33850350365734,208.57286577880544,147,10.309213456553554,CR,Southern Rockies
35,55.30331212814858,70.6937863440183,87.50294962925068,109.6471677034438,212.4707318448131,146,10.38161266134121,CR,Southern Rockies
36,55.411146517332384,71.28883552290742,88.43700560050664,111.40762263347038,217.01055931729098,145,10.476873849353707,CR,Southern Rockies
37,55.423413090887735,71.75494837969433,89.2956061336412,112.97967214927102,221.2410929508968,144,10.56383893312925,CR,Southern Rockies
38,55.653155776585834,72.50941854545925,90.68215307332636,115.17633358235766,226.07432415555775,143,10.656183573581167,CR,Southern Rockies
39,55.19886291694166,72.44051903466664,90.8977035563037,116.00076745687414,229.14506997171378,142,10.706865324668943,CR,Southern Rockies
40,55.217982549633845,72.92513727467139,91.78177181324548,117.5887967899283,233.0552541201014,141,10.806298167627656,CR,Southern Rockies
41,54.95954057815105,73.00492476492781,92.28707520211913,118.73031694590537,234.06462501956642,140,10.875200000554447,CR,Southern Rockies
42,55.18660399973362,73.81304617451254,93.5905509827813,120.99876500382813,235.15438829122024,140,10.954413424072882,CR,Southern Rockies
43,54.51911205347169,73.43216847623762,93.44897456302363,121.17874110061845,236.1307099034248,138,11.026225466628777,CR,Southern Rockies
44,54.76658110977061,74.28682912152135,94.81723238613488,123.37980949350953,237.1927565982958,138,11.105168479597612,CR,Southern Rockies
45,54.45605476236576,74.04408943094207,95.2218220293291,123.8267507752947,238.37778019009784,136,11.200210472986313,CR,Southern Rockies
46,54.22376355568691,74.19472962225821,95.66767210824311,124.78726382710211,239.57356081867573,134,11.313360395003617,CR,Southern Rockies
47,54.23169832787,74.43725069943807,96.41620464799988,125.98474768525982,240.6989011138724,133,11.411557804362767,CR,Southern Rockies
48,54.47888076841062,75.30839081423763,97.7763837561524,128.14647456648783,241.70254290198915,133,11.490167301979426,CR,Southern Rockies
49,53.32023208927803,74.47397917888428,97.15063924387164,127.95384733927372,242.31374512208637,132,11.494038121110549,CR,Southern Rockies
50,52.87542408983463,74.29122858778976,97.21934738332268,128.34609577308575,243.33568306903092,130,11.581456374324027,CR,Southern Rockies
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,CS,Central States
1,61.146517955605155,61.36653569276172,61.483159296440405,61.62893074495789,61.9706886160414,199,7.5255507476231465,CS,Central States
2,62.27128943833772,62.71047689505124,62.948437944547344,63.24507709666237,63.94192691409307,199,7.615276705641694,CS,Central States
3,62.9800958556902,63.64097415152254,64.00350346585907,64.45080684848652,65.49618643803933,195,7.754528757549704,CS,Central States
4,63.728780203988535,64.61372743738583,65.08937326420053,65.6937661074358,67.10040300401205,192,7.8824633378104565,CS,Central States
5,64.72781515232094,65.8437002249054,66.43084421540206,67.1896773235872,68.91230290604952,191,7.9847681525142296,CS,Central States
6,65.54209258993984,66.88650926860521,67.59855222544195,68.51365695376154,70.6038067026915,189,8.096132281276057,CS,Central States
7,66.61480644460711,68.19839257251948,69.02516939579203,70.10440192077661,72.59171681907513,188,8.203100881132041,CS,Central States
8,67.54329066770669,69.35370127833632,70.31039648229574,71.54371010727596,74.4298818093004,185,8.345944269775105,CS,Central States
9,68.54262648922476,70.59354652946183,71.67572819356728,73.0764012710169,76.36395255302158,184,8.449650856471688,CS,Central States
10,69.70427196889187,72.00476883217442,73.21532618215238,74.79188280912004,78.32472402366571,184,8.539929565548132,CS,Central States
11,70.71727029523596,73.24058354081612,74.5922609693185,76.35169340882557,80.29551147453832,183,8.643883100186745,CS,Central States
12,71.50233070803824,74.27598988261795,75.80911846968425,77.73767361369345,82.00439932000295,180,8.774406123054916,CS,Central States
13,72.49446239191384,75.51932587927723,77.18308859778467,79.26849628548045,83.9725283327601,178,8.901712126441838,CS,Central States
14,73.6752779496372,76.95858638245541,78.75964620124454,81.03023377387173,86.17615921186055,178,8.994954022178867,CS,Central States
15,74.86500429136622,78.41014960237865,80.35042866662275,82.80944199023479,88.40501038916064,178,9.086660537511943,CS,Central States
16,75.70688336814739,79.49483131028026,81.55969124278224,84.19777577249987,90.22356080326463,176,9.2071898134041,CS,Central States
17,76.34854080678858,80.36644838021235,82.5500414869986,85.3565341862693,91.79380277045225,173,9.343840349764363,CS,Central States
18,77.54591885176335,81.83097393825659,84.15512915825377,87.15822329643082,94.06141451732411,173,9.434961794021657,CS,Central States
19,78.42084945592376,82.9513441695868,85.4028263907633,88.59499329906956,95.93127990352093,171,9.560913278696642,CS,Central States
20,79.53639752481827,84.32981063722677,86.91582802612115,90.30658565627998,98.11019050576229,170,9.67449103978964,CS,Central States
21,80.27551335321702,85.36244419499158,88.14920297557097,91.80601106552506,99.81557460614866,168,9.804893932491133,CS,Central States
22,81.23688452526486,86.56062085692255,89.50818647544389,93.44025262968802,101.79855573879433,166,9.92933274978893,CS,Central States
23,81.7670922538229,87.30663872290262,90.39135367427002,94.58346954753543,103.2393359069301,163,10.068164137588642,CS,Central States
24,82.71134012209014,88.49574751322956,91.7356194176963,96.06303818874093,105.22798032347764,161,10.204252295224782,CS,Central States
25,83.92123849028816,89.9937450273962,93.38813053568974,97.89618860559747,107.56298094959,161,10.29457826635716,CS,Central States
26,84.91436564281884,91.26638407976326,94.79664989228743,99.47384592769865,109.61583389777302,160,10.402868408362092,CS,Central States
27,85.91180652372896,92.5860742851684,96.20668555023963,100.99319536166503,111.55241764630972,158,10.542259936994268,CS,Central States
28,87.13462684999189,94.10337188010364,97.88038712687653,102.87721943904279,113.92180902352773,158,10.63299092079161,CS,Central States
29,87.68950588514609,94.84170617843455,98.76975915097869,103.93691932075203,115.39493104453189,155,10.783418068543227,CS,Central States
30,88.91480199169557,96.34067177926559,100.44038550519821,105.82907246324402,117.77635513494506,155,10.874135402400888,CS,Central States
31,89.74272181217478,97.69081542762375,102.08722856146241,107.67147549425582,119.69364616092328,155,10.964654309111454,CS,Central States
32,89.95023616252212,98.20371978573866,102.8395093909498,108.62231295110615,120.94554553478689,152,11.120232913766717,CS,Central States
33,91.07591395493831,99.58779933359756,104.36520994016158,110.36899155824128,123.16216532947283,151,11.240682879313027,CS,Central States
34,92.18362037605417,100.96714703024544,105.87000210856148,112.10065164080652,125.36569333756944,150,11.360540396583898,CS,Central States
35,93.25611168452824,102.28347034775636,107.31894415776443,113.76077086650358,127.49132859297276,149,11.478013823870862,CS,Central States
36,94.08169344839045,103.36494762540431,108.69105713469045,115.37978997428569,129.3358479739685,148,11.578052828617608,CS,Central States
37,94.51622184187353,104.00432214997565,109.49960674812993,116.70563130030366,130.60996438717635,146,11.691621599273727,CS,Central States
38,95.60921801611198,105.37312617995812,111.0197653270115,118.43385133998945,132.77274306805694,145,11.809733485030499,CS,Central States
39,96.20417340102811,106.17162295359324,112.0304364424498,119.57362061516719,134.2690126137668,143,11.937505757978442,CS,Central States
40,97.43216081168784,107.68936927328373,113.74965884473869,121.51857401777704,136.67326530052836,143,12.029892800606612,CS,Central States
41,98.66588294859143,109.21621067485596,115.47799553777807,123.45793690068572,139.08928183404652,143,12.122023273366175,CS,Central States
42,99.67079683549505,110.46915637342248,116.8896137572286,125.09011705294769,141.1484589500218,142,12.228503657725074,CS,Central States
43,100.63134136803988,111.67386512099138,118.279930220938,126.67743819330914,143.15425005078896,141,12.343704796335086,CS,Central States
44,101.87329329060579,113.2100290494383,119.93868273750601,128.6426851958435,145.5866875242281,141,12.456902434898385,CS,Central States
45,102.93101435243763,114.52744953450222,121.3768479900456,130.31727258204873,147.69480802769758,140,12.57380323631134,CS,Central States
46,102.43778488143603,114.12316234256832,121.0484947862368,130.07977299025453,147.62663474867284,136,12.729450280998943,CS,Central States
47,102.20669973150106,114.36587567935953,121.44897523299281,130.36170476581086,148.4245235701981,133,12.888692533218673,CS,Central States
48,103.0727495339146,115.49552126417777,122.79911714618791,131.84453123593255,150.28778872255901,132,12.999420134686662,CS,Central States
49,104.28876851819055,117.02662983493998,124.49908920151614,133.78559807397167,152.6792296225665,132,13.089090577906063,CS,Central States
50,104.84128983319832,118.10490345166625,125.73563045761011,135.2410912014464,154.50340389546193,131,13.2136246344695,CS,Central States
0,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,60.14999723724917,200,7.425729302276445,EC,Northern Rockies
1,59.80982046613376,59.9433610403616,60.03262398926691,60.12691314719496,60.33538675055453,199,7.44000352320508,EC,Northern Rockies
2,59.990857560541144,60.23817730075592,60.39081606010777,60.58760272538263,60.98999321117232,198,7.480782304903734,EC,Northern Rockies
3,59.698767180463044,60.116299627428006,60.45149492651957,60.77405975463886,61.42585957762453,194,7.564112579193092,EC,Northern Rockies
4,59.4081262131541,59.9655512717655,60.36095168383818,60.80531925068687,61.61020100266613,190,7.6320132647591095,EC,Northern Rockies
5,58.758428088642326,59.48852766793922,59.95103183369943,60.48433166773833,61.5219702995915,187,7.670468738035169,EC,Northern Rockies
6,56.65120009318869,57.43143740167094,57.9313913389873,58.581927554163066,59.754398323998636,184,7.602425078915742,EC,Northern Rockies
7,55.9841313275302,57.468613862855435,58.18140645363654,58.896186446089786,60.417050355525625,182,7.6533906522514386,EC,Northern Rockies
8,55.464730535608986,56.942431785459,57.68325217371685,58.511210345724884,60.1870479706471,178,7.713483253398424,EC,Northern Rockies
9,55.14297288288497,56.84573369269635,58.078593009404585,59.001873135338656,60.77705020930647,176,7.751686434888841,EC,Northern Rockies
10,55.50087818767996,57.2611887560254,58.57720663176655,59.59927963868687,61.57572026729671,175,7.80440940514474,EC,Northern Rockies
11,54.975675186852655,57.63032437830042,59.03207495034958,60.22865240703541,62.38849529234786,174,7.862341887697987,EC,Northern Rockies
12,53.78582228237748,56.790497129697066,58.23258081193276,59.51134744609939,61.83741883915282,170,7.894656439140613,EC,Northern Rockies
13,51.188427101840084,56.39611222054131,57.95046567884952,59.4663879269737,62.09934982005273,167,7.95341310352106,EC,Northern Rockies
14,51.459483414544586,56.609548031998415,58.26039531102299,59.973617176061325,62.871221641842475,166,8.000756187470666,EC,Northern Rockies
15,52.08392920104445,57.25086449098425,58.91232761205505,60.69880690687861,63.855893702562696,166,8.04690633149228,EC,Northern Rockies
16,51.800432122490214,56.88795876018365,58.65709076313149,60.50611740662737,63.874862037611706,162,8.112312618012572,EC,Northern Rockies
17,51.95286508530302,57.11927832364752,59.03804791576377,60.94060452863397,64.53916052190871,160,8.196392261409859,EC,Northern Rockies
18,51.726509224386035,57.62480097457727,59.77851673815978,61.64600502277821,65.62290243266614,160,8.242727586266497,EC,Northern Rockies
19,50.20266570822955,57.1977208313519,59.592943047370326,61.6618516804065,65.78669114995394,156,8.324407128506277,EC,Northern Rockies
20,50.23891131394856,57.13971136280729,59.677449934897425,61.784947508350776,66.17215227807945,153,8.406622282934013,EC,Northern Rockies
21,49.72058796695154,56.63877762467966,59.06844443244692,61.29374984802557,65.80209663193799,151,8.43097043823991,EC,Northern Rockies
22,49.79021438143783,56.771981613853384,59.173785778609044,61.50706439642467,66.21902124583835,150,8.476983284762307,EC,Northern Rockies
23,49.45856884748329,56.74961172418031,59.37108880932576,61.78323323096782,66.70812398827401,147,8.583422372450265,EC,Northern Rockies
24,49.28060659947628,56.52554399354936,59.194131105884736,61.62549507250205,66.69183064741506,144,8.657061497497809,EC,Northern Rockies
25,49.8122446636188,57.19482696640011,59.85898088988369,62.35772980194483,67.66253158460637,144,8.702210943766925,EC,Northern Rockies
26,50.02504446279161,57.390407609219984,60.10285778245786,62.69392160324585,68.16196740717876,142,8.781201665934281,EC,Northern Rockies
27,46.62414542125477,53.198531718011296,55.94620930551767,59.371038624740976,64.86224638103907,139,8.544577142607864,EC,Northern Rockies
28,46.91958011519406,53.46474319818377,56.354870463004715,59.81444558027921,65.60139550746692,138,8.601270041067513,EC,Northern Rockies
29,46.701108366187675,53.56297428184491,56.548071119610206,60.22378951889675,65.62063946315348,137,8.657632799176273,EC,Northern Rockies
30,47.034066365708036,53.89049017569584,57.18383791463127,60.88737022587554,66.3827445017264,137,8.706553602140499,EC,Northern Rockies
31,47.07885654618682,53.95859283150912,57.21339854260317,61.02297532983686,66.80613220734755,135,8.779912834436246,EC,Northern Rockies
32,46.997520762343925,53.822460525349264,57.044296312715105,60.915954217984066,66.94581816528485,132,8.865391539660285,EC,Northern Rockies
33,47.45761926982939,54.468212796675644,57.70646815812658,61.61469410043677,68.02576619055144,132,8.915211903721072,EC,Northern Rockies
34,47.45541575643119,54.93156044541963,58.25999287681434,62.263167135052896,68.83734351322288,131,8.976136859753513,EC,Northern Rockies
35,47.47082817204367,54.932412269366395,58.354499300752636,62.393848446928416,69.25800654711041,130,9.014824190106353,EC,Northern Rockies
36,47.76853332719329,55.24261992556704,58.728061664587145,62.877682849642056,70.05120526994958,129,9.081158433702456,EC,Northern Rockies
37,47.9674591147337,55.398638879556444,59.07261943807093,63.285197533285356,70.727611728415,128,9.139834448200656,EC,Northern Rockies
38,47.32205594226954,54.769476884616935,58.950521808577776,63.41975896654334,70.32071680426496,127,9.1554619997212,EC,Northern Rockies
39,46.99217196586982,54.48461401334246,58.71342340548963,63.235050493983394,70.40211493418867,126,9.176784019228638,EC,Northern Rockies
40,45.65650908497092,54.0119861260166,58.804039947146705,63.21860976288907,70.77907257702786,123,9.244753376987276,EC,Northern Rockies
41,44.9948692834178,54.01275948330662,58.822885927313166,63.22224569676218,71.03824004223449,122,9.281774360283851,EC,Northern Rockies
