CaseID,StandID,Year,RmvCode,Age,Tpa,TPrdTpa,BA,SDI,ZeideSDI,ReinekeSDI,SDIMax,RDSDI,CCF,TopHt,QMD,GMD,TCuFt,TPrdTCuFt,MCuFt,TPrdMCuFt,SCuFt,TPrdSCuFt,BdFt,TPrdBdFt,RTpa,RTCuFt,RMCuFt,RSCuFt,RBdFt,PrdLen,Acc,Mort,MAI,ForTyp,SizeCls,StkCls,variant,config
3c0dbbb2-3376-497c-a600-222ac93c9a61,30300001,2021,0,50,1547.9228515625,1547.9228515625,34.93910217285156,112,112,120,637,0.17579787969589233,101,25,2.0343117713928223,1.9427322149276733,323.74853515625,323.74853515625,1.3139999300281218e-22,1.3139999300281218e-22,4.2029997848308926e-23,4.2029997848308926e-23,2.1059999967809339e-22,2.1059999967809339e-22,0.0,0.0,0.0,0.0,0.0,5,72.56515502929688,0.3886719346046448,0.0,121,3,2,NE,default
3c0dbbb2-3376-497c-a600-222ac93c9a61,30300001,2026,0,55,1525.8914794921875,1525.8914794921875,61.971595764160156,183,183,190,642,0.2852572202682495,172,29,2.7287940979003906,2.667776346206665,684.6312255859375,684.6312255859375,47.62637710571289,47.62637710571289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,85.87735748291016,1.162706732749939,0.8727272748947144,121,3,2,NE,default
7abffbdb-56f3-44d9-b447-4a2ef9b4ed4e,30300001,2021,0,50,1547.9228515625,1547.9228515625,34.93910217285156,120,112,120,510,0.23544560372829437,101,25,2.0343117713928223,1.9427322149276733,314.64306640625,314.64306640625,1.2825000198850502e-22,1.2825000198850502e-22,4.2029997848308926e-23,4.2029997848308926e-23,2.1059999967809339e-22,2.1059999967809339e-22,0.0,0.0,0.0,0.0,0.0,5,75.5566635131836,0.3872413635253906,0.0,121,3,2,ACD,default
7abffbdb-56f3-44d9-b447-4a2ef9b4ed4e,30300001,2026,0,55,1525.8184814453125,1525.8184814453125,63.97063064575195,195,186,195,511,0.38159748911857605,173,29,2.772523880004883,2.698594093322754,690.4902954101562,690.4902954101562,58.461666107177734,58.461666107177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,91.9205322265625,1.1459016799926758,1.0545454025268555,121,3,2,ACD,default
7abffbdb-56f3-44d9-b447-4a2ef9b4ed4e,30300001,2031,0,60,1503.898193359375,1503.898193359375,96.02604675292969,269,262,269,511,0.526408851146698,239,32,3.421539306640625,3.3631432056427,1144.363525390625,1144.363525390625,191.69711303710938,191.69711303710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.200000047683716,121,3,2,ACD,default
e5cc163b-04cc-4001-90d1-cd2f0bf26e04,30300002,2021,0,50,829.6055297851562,829.6055297851562,23.923019409179688,70,70,78,599,0.11685511469841003,70,32,2.299368143081665,2.1423802375793457,295.42047119140625,295.42047119140625,2.3543999264960366e-22,2.3543999264960366e-22,1.1348999793326193e-22,1.1348999793326193e-22,6.533999824958667e-22,6.533999824958667e-22,0.0,0.0,0.0,0.0,0.0,5,41.39987564086914,0.3029710054397583,0.0,121,3,3,NE,default
e5cc163b-04cc-4001-90d1-cd2f0bf26e04,30300002,2026,0,55,818.1160888671875,818.1160888671875,37.953636169433594,107,107,113,611,0.17522145807743073,103,35,2.916456699371338,2.8104255199432373,500.9049987792969,500.9049987792969,29.549047470092773,29.549047470092773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,48.64826583862305,0.679328978061676,0.5454545617103577,121,3,3,NE,default
078817b2-67e1-46a3-a654-6e83c888899c,30300002,2021,0,50,829.6055297851562,829.6055297851562,23.923019409179688,78,70,78,496,0.15736091136932373,70,32,2.299368143081665,2.1423802375793457,280.2447814941406,280.2447814941406,2.319299781399281e-22,2.319299781399281e-22,1.1834998695459857e-22,1.1834998695459857e-22,6.533999824958667e-22,6.533999824958667e-22,0.0,0.0,0.0,0.0,0.0,5,47.069190979003906,0.29033103585243225,0.0,121,3,3,ACD,default
078817b2-67e1-46a3-a654-6e83c888899c,30300002,2026,0,55,817.7517700195312,817.7517700195312,40.64055252075195,120,112,120,499,0.2404768466949463,107,35,3.018598794937134,2.8925156593322754,514.1390991210938,514.1390991210938,65.89873504638672,65.89873504638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,56.17144012451172,0.682120144367218,1.2000000476837158,121,2,3,ACD,default
078817b2-67e1-46a3-a654-6e83c888899c,30300002,2031,0,60,805.994140625,805.994140625,59.29245376586914,161,154,161,499,0.3226397633552551,143,41,3.672569990158081,3.568793296813965,791.5855712890625,791.5855712890625,337.3204650878906,337.3204650878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.616666793823242,121,2,3,ACD,default
