variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
so,Southern Oregon,27794,66,586.0469472966745,-1.5100973564918792,291.2637859518611,-1.62680932,-1.605,none,none
