variable,estimate
b_Intercept,-0.25835549999999996
b_DBH_std,0.16805750000000003
b_IDBH_stdE2,-0.0347292
b_BA_std,-0.1732475
b_BAL_std,-0.047141
b_CR_std,-0.6382335
b_SI_std,-0.07727809999999999
sd_SPCD__Intercept,0.2622135
sigma,1.256295
Intercept,-0.29686650000000003
"r_SPCD[11,Intercept]",0.09956519999999999
"r_SPCD[15,Intercept]",0.1533705
"r_SPCD[17,Intercept]",-0.056909600000000005
"r_SPCD[19,Intercept]",-0.1953835
"r_SPCD[20,Intercept]",0.12053050000000001
"r_SPCD[21,Intercept]",-0.005931935
"r_SPCD[22,Intercept]",-0.2716725
"r_SPCD[64,Intercept]",0.181053
"r_SPCD[65,Intercept]",0.07596755
"r_SPCD[73,Intercept]",0.147812
"r_SPCD[81,Intercept]",0.0695546
"r_SPCD[93,Intercept]",-0.12346
"r_SPCD[101,Intercept]",-0.04997365
"r_SPCD[103,Intercept]",0.155197
"r_SPCD[108,Intercept]",-0.3854265
"r_SPCD[116,Intercept]",-0.0321923
"r_SPCD[117,Intercept]",0.165068
"r_SPCD[119,Intercept]",0.14477
"r_SPCD[122,Intercept]",-0.0578953
"r_SPCD[137,Intercept]",-0.1149395
"r_SPCD[202,Intercept]",0.216196
"r_SPCD[231,Intercept]",0.09611925
"r_SPCD[263,Intercept]",0.43042199999999997
"r_SPCD[264,Intercept]",0.1912915
"r_SPCD[361,Intercept]",-0.3072705
"r_SPCD[431,Intercept]",0.0815266
"r_SPCD[746,Intercept]",-0.3820205
"r_SPCD[747,Intercept]",0.23157450000000002
"r_SPCD[815,Intercept]",-0.36825549999999996
"r_SPCD[818,Intercept]",-0.1893465
lprior,-4.54396
lp__,-49459.7
