SPCD,ln_sdimax_offset,ln_sdimax,sdimax_bayes,slope_offset,species_slope,qr_sdimax_10,qr_slope,n_stands,w_qr,w_bayes,sdimax_combined,slope_combined,fvs_sdimax_prior,sdimax_combined_orig,w_qr_new,w_bayes_new,sdimax_source
11,0.570729640875,6.244958978375,515.4080816161418,0.0443575181201125,-1.5824518018798874,675.9860928761433,-1.5672863774000014,220,0.7,0.30000000000000004,627.8126894981428,-1.5718360047439672,NA,627.8126894981428,0.7,0.30000000000000004,qr_dominant
15,0.382959223625,6.057188561125,427.1727768976611,0.0165473542882225,-1.6102619657117776,575.1064312248802,-1.6405638573183476,1947,0.7,0.30000000000000004,530.7263349267145,-1.6314732898363764,NA,530.7263349267145,0.7,0.30000000000000004,qr_dominant
17,0.1747584955625,5.8489878330625,346.88309912692586,0.01133937910238125,-1.6154699408976188,471.417643877814,-1.6068402886040212,1115,0.7,0.30000000000000004,434.0572804525475,-1.6094291842921005,NA,434.0572804525475,0.7,0.30000000000000004,qr_dominant
19,0.1140879623350125,5.788317299835012,326.4632222117261,0.006887619129455,-1.619921700870545,419.1676081186581,-1.9831328171790523,105,0.7,0.30000000000000004,375.1330248128654,-1.8741694822865005,NA,391.35629234657847,0.525,0.475,qr_dominant
20,0.52727459075,6.20150392825,493.4906578257118,-0.0141918295379225,-1.6410011495379224,654.1948469184204,-1.6556213024379167,350,0.7,0.30000000000000004,605.9835901906079,-1.6512352565679185,NA,605.9835901906079,0.7,0.30000000000000004,qr_dominant
21,0.608238184375,6.282467521875,535.1074253975664,-4.5220745490875e-4,-1.6272615274549087,700.374187303613,-1.8113618381590904,203,0.7,0.30000000000000004,650.794158731799,-1.756131744947836,NA,650.794158731799,0.7,0.30000000000000004,qr_dominant
22,0.623523250375,6.297752587875,543.3494068610657,0.01500345792848,-1.61180586207152,737.2832863618606,-1.1208231377099185,93,0.7,0.30000000000000004,601.5295707113041,-1.2681179550183987,NA,679.1031225116221,0.3,0.7,bayes_dominant
41,0.550523940625,6.224753278125,505.09840825612474,0.0355784361433675,-1.5912308838566325,640.9955755843423,-1.4450860889272616,32,0.32,0.6799999999999999,526.8419550286395,-1.5444645494792335,NA,548.5855018011544,0.16,0.84,bayes_dominant
42,0.335177607897625,6.009406945397625,407.241732060004,0.01158676543966125,-1.6152225545603387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-0.47949876213875,5.19473057536125,180.3195537211357,-0.02047168885990875,-1.6472810088599088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.8148538780125,4.8593754594875,128.94364642383147,-0.0347574233451375,-1.6615667433451375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-0.444566222,5.2296631155,186.729886518427,-0.0263224222834625,-1.6531317422834626,296.17700327199867,-2.0675683578324335,39,0.39,0.61,208.07207428537347,-1.8147620223475611,NA,229.4142620523199,0.195,0.8049999999999999,bayes_dominant
64,-0.557540573375,5.116688764125,166.78219908654418,0.0224793246308425,-1.6043299953691574,263.71516751106543,-1.7249631808781691,579,0.7,0.30000000000000004,234.63527698370905,-1.6887732252254657,NA,234.63527698370905,0.7,0.30000000000000004,qr_dominant
65,-0.0842725396231125,5.589956797876887,267.72405321629304,-0.00332695335326,-1.63013627335326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.151541295811375,5.825770633311375,338.92221721549095,0.012401733381714,-1.614407586618286,461.38441507506985,-1.740715451353122,155,0.7,0.30000000000000004,424.6457557171962,-1.7028230919326712,NA,424.6457557171962,0.7,0.30000000000000004,qr_dominant
81,0.416257170125,6.090486507625,441.63621827674814,0.01106308328853375,-1.6157462367114663,624.999058244146,-1.50139223298153,564,0.7,0.30000000000000004,569.9902062539267,-1.5356984341005109,NA,569.9902062539267,0.7,0.30000000000000004,qr_dominant
93,0.2143205073975,5.8885498448975,360.8815704800482,0.0328655402960725,-1.5939437797039275,487.23435309533374,-1.4355406994381654,154,0.7,0.30000000000000004,449.32851831074805,-1.4830616235178942,NA,449.32851831074805,0.7,0.30000000000000004,qr_dominant
98,0.435557268875,6.109786606375,450.2426260094847,0.043236892582,-1.583572427418,480.1727981253502,-1.3474905304538178,87,0.7,0.30000000000000004,459.2216776442443,-1.4183150995430729,NA,471.19374649059057,0.3,0.7,bayes_dominant
101,-0.18503482977685,5.48919450772315,242.06214911811668,-0.0012497069081025,-1.6280590269081026,290.1367306873688,-2.083246822066066,89,0.7,0.30000000000000004,256.4845235888923,-1.946690483518677,NA,275.71435621659316,0.3,0.7,bayes_dominant
103,0.147734852392,5.821964189892,337.6345811836551,0.01353097317303748,-1.6132783468269625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.04700453242849775,5.721233869928498,305.2813681668488,0.0021563319421375,-1.6246529880578624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.08693292713125,5.76116226463125,317.7173860858393,0.01687917858704875,-1.6099301414129512,512.4386242152904,-1.4621337492018724,1726,0.7,0.30000000000000004,454.02225277645505,-1.506472666865196,NA,454.02225277645505,0.7,0.30000000000000004,qr_dominant
109,-0.39357423900375,5.28065509849625,196.4985591075154,-0.025509239937965,-1.652318559937965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,-0.094649642956025,5.579579694543975,264.9602181541322,-0.00266917636765,-1.62947849636765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.02299054249157875,5.697219879991579,298.0376676393019,-0.0597339062569,-1.6865432262569,429.3711715632032,-1.9426274616402044,466,0.7,0.30000000000000004,389.9711203860328,-1.8658021910252132,NA,389.9711203860328,0.7,0.30000000000000004,qr_dominant
