SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
11,220,-1.5672863774000014,-1.5824518018798874,-1.5718360047439672,1.5672863774000014,1.5824518018798874,1.5718360047439672,-0.03316399525603275
15,1947,-1.6405638573183476,-1.6102619657117776,-1.6314732898363764,1.6405638573183476,1.6102619657117776,1.6314732898363764,0.026473289836376424
17,1115,-1.6068402886040212,-1.6154699408976188,-1.6094291842921005,1.6068402886040212,1.6154699408976188,1.6094291842921005,0.004429184292100485
19,105,-1.9831328171790523,-1.619921700870545,-1.8741694822865003,1.9831328171790523,1.619921700870545,1.8741694822865003,0.2691694822865003
20,350,-1.6556213024379167,-1.6410011495379224,-1.6512352565679185,1.6556213024379167,1.6410011495379224,1.6512352565679185,0.04623525656791849
21,203,-1.8113618381590904,-1.6272615274549087,-1.756131744947836,1.8113618381590904,1.6272615274549087,1.756131744947836,0.151131744947836
22,93,-1.1208231377099183,-1.61180586207152,-1.2681179550183987,1.1208231377099183,1.61180586207152,1.2681179550183987,-0.33688204498160124
41,32,-1.4450860889272616,-1.5912308838566325,-1.5444645494792337,1.4450860889272616,1.5912308838566325,1.5444645494792337,-0.060535450520766254
42,NA,NA,-1.6152225545603387,NA,NA,1.6152225545603387,NA,NA
52,NA,NA,-1.6472810088599088,NA,NA,1.6472810088599088,NA,NA
55,NA,NA,-1.6615667433451375,NA,NA,1.6615667433451375,NA,NA
62,39,-2.0675683578324335,-1.6531317422834626,-1.8147620223475613,2.0675683578324335,1.6531317422834626,1.8147620223475613,0.20976202234756136
64,579,-1.7249631808781691,-1.6043299953691574,-1.6887732252254657,1.7249631808781691,1.6043299953691574,1.6887732252254657,0.08377322522546571
65,NA,NA,-1.63013627335326,NA,NA,1.63013627335326,NA,NA
73,155,-1.740715451353122,-1.614407586618286,-1.7028230919326712,1.740715451353122,1.614407586618286,1.7028230919326712,0.09782309193267125
81,564,-1.50139223298153,-1.6157462367114663,-1.5356984341005107,1.50139223298153,1.6157462367114663,1.5356984341005107,-0.06930156589948933
93,154,-1.4355406994381654,-1.5939437797039275,-1.4830616235178942,1.4355406994381654,1.5939437797039275,1.4830616235178942,-0.12193837648210581
98,87,-1.3474905304538178,-1.583572427418,-1.4183150995430727,1.3474905304538178,1.583572427418,1.4183150995430727,-0.18668490045692732
101,89,-2.083246822066066,-1.6280590269081026,-1.9466904835186767,2.083246822066066,1.6280590269081026,1.9466904835186767,0.3416904835186767
103,NA,NA,-1.6132783468269625,NA,NA,1.6132783468269625,NA,NA
104,NA,NA,-1.6246529880578624,NA,NA,1.6246529880578624,NA,NA
108,1726,-1.4621337492018724,-1.6099301414129512,-1.506472666865196,1.4621337492018724,1.6099301414129512,1.506472666865196,-0.098527333134804
109,NA,NA,-1.652318559937965,NA,NA,1.652318559937965,NA,NA
113,NA,NA,-1.62947849636765,NA,NA,1.62947849636765,NA,NA
116,466,-1.9426274616402044,-1.6865432262569,-1.8658021910252132,1.9426274616402044,1.6865432262569,1.8658021910252132,0.2608021910252132
117,139,-1.98573633266155,-1.6394124593967125,-1.8818391706820987,1.98573633266155,1.6394124593967125,1.8818391706820987,0.27683917068209873
119,73,-0.8510209106542161,-1.6244300795398325,-1.083043661319901,0.8510209106542161,1.6244300795398325,1.083043661319901,-0.5219563386800989
120,NA,NA,-1.6193387819873357,NA,NA,1.6193387819873357,NA,NA
122,4351,-1.816576925872653,-1.679198905780125,-1.7753635198448945,1.816576925872653,1.679198905780125,1.7753635198448945,0.1703635198448945
124,NA,NA,-1.61748340298645,NA,NA,1.61748340298645,NA,NA
127,59,-1.4367720366138543,-1.6487390028876274,-1.5236784927861013,1.4367720366138543,1.6487390028876274,1.5236784927861013,-0.08132150721389864
133,208,-1.61011917319389,-1.6468844070878974,-1.6211487433620921,1.61011917319389,1.6468844070878974,1.6211487433620921,0.016148743362092155
142,NA,NA,-1.61616089584173,NA,NA,1.61616089584173,NA,NA
201,NA,NA,-1.6368815103246626,NA,NA,1.6368815103246626,NA,NA
