SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
12,3431,10.799220706525393,-2.1509038202623714,346.04943256063115,815.4207522732971
71,77,10.56322498949283,-2.0484317045870037,346.0338776315031,528.0060633531755
94,222,9.756354524691346,-1.6261469903104349,408.3042902184068,491.7557386683037
95,363,10.513896317306868,-2.1157140015954816,282.10653864215453,578.1192558829182
97,2015,10.495093147039675,-1.963051970462968,393.46768522663916,682.9610179213736
125,84,10.032368744638678,-1.7622934435894444,393.2864127071693,457.50154324799536
129,2214,10.131662038874156,-1.7555196641972173,441.16926807388677,663.8552327637997
241,1588,10.183092185983734,-1.6932967231630982,535.9990524289045,746.255222106541
261,2349,9.872844723867061,-1.6306080172466475,454.0607550746525,558.1771348255966
315,46,10.325759170516639,-2.108828540899955,237.46066971469472,404.09985216941
316,3348,10.148125271303755,-1.8424595813434996,367.12607029552925,610.8975413516275
318,2856,9.86881940645664,-1.7462859744782733,346.4877115567471,500.3290095567308
371,1247,9.826758497102237,-1.6913640009512028,377.00142289011666,511.6324042590214
372,74,8.93613487901442,-1.2225974776996251,455.31985597052585,445.4638765946916
375,603,10.409673330053053,-1.9694003370839714,356.0109439264835,689.2493704478874
379,69,11.11674214086582,-2.589117133669388,173.3096059631668,466.9172141021001
531,1285,9.918935312824868,-1.7799717151203067,337.10652409352656,450.8970776338836
541,287,9.369742882498606,-1.392526574161115,475.00814499102586,484.2026844706242
543,48,8.934739071906753,-1.1538704493140621,532.644475389586,365.88782494544097
701,38,9.960941099575805,-1.9267863873778803,250.7236876188684,315.7629196688058
741,34,9.855076063621736,-1.7049851651712444,375.8547022507883,409.5827913987568
743,207,9.922796834014992,-1.6554746018172248,450.75578404171443,478.50849419327113
746,353,9.869143329167434,-1.6849465263715822,399.17925436051024,500.3871960524519
762,45,9.7635789414735,-1.7193597319894403,331.82471183935024,355.3694267866478
802,34,8.369442317600177,-0.894212655891222,550.2878946957767,415.807977399668
833,914,9.608771300849293,-1.5172304697364927,452.6951942328294,600.0739491310017
