variable,p50,p05,p95,rhat,ess_bulk,ci_width,converged
lp__,-4079.45,-4341.898000000001,-3857.509,1.9524730968779629,5.51536616320354,484.38900000000103,FALSE
mu_b0,0.399445,0.37700085,0.42531759999999996,1.367471968743854,9.256807311372778,0.048316749999999964,FALSE
sigma_b0,0.655895,0.5068428500000001,0.9182055499999999,2.3567082143905727,4.943660464782883,0.41136269999999986,FALSE
z_b0[1],-0.03881325,-0.1018422,0.0029268034999999975,1.908578554731625,5.664705473864549,0.10476900349999999,FALSE
z_b0[2],0.0262093,-0.04860846,0.07947119,2.2547294464315275,5.066229916999247,0.12807965,FALSE
z_b0[3],-0.009372970000000001,-0.08634939,0.024854339999999964,1.7159380981926244,6.354876275507926,0.11120372999999996,FALSE
z_b0[4],-0.001407705,-0.041289954999999996,0.026989845,2.2991859419057707,5.111872997725007,0.0682798,FALSE
z_b0[5],-0.02728555,-0.059104705,0.013885629999999987,1.3993498526183616,10.330051859501154,0.07299033499999999,FALSE
z_b0[6],-0.2605135,-0.5121884,-0.09961813500000001,2.1275176401926066,5.222348551038139,0.412570265,FALSE
z_b0[7],-0.11488799999999999,-0.17254175,-0.030806045,1.619569090633243,6.7152148141850585,0.141735705,FALSE
z_b0[8],-0.0173544,-0.071551645,0.02686954999999999,2.4399877226862547,4.874966073845421,0.09842119499999999,FALSE
z_b0[9],0.01990845,-0.044404954999999996,0.075416825,2.773052743160678,4.699517084036195,0.11982178,FALSE
z_b0[10],-0.012504350000000001,-0.047080105000000004,0.016048434999999996,1.7765128442445652,5.947785630656777,0.06312854,FALSE
z_b0[11],0.346109,0.10757794999999999,0.54966755,2.5892104939840452,4.7674331023869545,0.4420896,FALSE
z_b0[12],0.004121349999999999,-0.048921545000000004,0.05377827499999999,2.824927782583865,4.667285212243901,0.10269982,FALSE
z_b0[13],-0.521127,-0.7029504,-0.3769052500000004,2.0333373023212626,5.397194882385535,0.32604514999999956,FALSE
z_b0[14],0.05167945,0.0021257320000000004,0.081578605,1.597631481555368,7.205164841170174,0.079452873,FALSE
z_b0[15],-0.01981015,-0.051052120000000006,0.01687357,2.6143744918825162,4.7643138994660905,0.06792569000000001,FALSE
z_b0[16],0.004366015,-0.027239645,0.023015179999999996,1.573383455290795,6.986185943994946,0.050254824999999996,FALSE
z_b0[17],0.0641858,0.025833755,0.08575682999999999,1.5079918192593373,7.399139796594175,0.05992307499999999,FALSE
z_b0[18],0.024745299999999998,-0.04493195,0.08490427499999999,2.133559988116662,5.213783346033742,0.12983622499999997,FALSE
z_b0[19],-0.1420805,-0.21982764999999999,-0.0411759,1.9298527532959369,5.570034690739038,0.17865175,FALSE
z_b0[20],-0.00428541,-0.040314474999999995,0.01869148499999999,1.4466664846631043,8.498718317764133,0.05900595999999998,FALSE
z_b0[21],-0.005325605,-0.07906341,0.06998622,2.751222019052107,4.662431045942017,0.14904963,FALSE
z_b0[22],0.05421465,0.005625384000000003,0.08128812499999999,1.4340215588861798,8.073247035089704,0.07566274099999999,FALSE
z_b0[23],0.0015157299999999999,-0.053395395,0.026220189999999994,1.789123833677358,6.161671584429648,0.07961558499999999,FALSE
z_b0[24],-0.2496435,-0.34607295,-0.11274175000000002,1.9274404384941768,5.552914674744549,0.23333119999999996,FALSE
z_b0[25],-0.02108015,-0.07826955000000001,0.04603892499999998,2.2504829391068806,5.066590480456381,0.12430847499999999,FALSE
z_b0[26],-0.04063465,-0.07160041,0.028155544999999997,1.85470296625606,5.81674863233977,0.09975595500000001,FALSE
z_b0[27],-0.00984531,-0.0452208,0.023417849999999997,1.790845216936869,6.033340593237102,0.06863865,FALSE
z_b0[28],-0.01526765,-0.092196765,0.13962724999999998,2.5780011296887864,4.780021526476307,0.231824015,FALSE
z_b0[29],-0.0043655,-0.077864015,0.019292739999999992,2.109368009595295,5.321489049107874,0.09715675499999998,FALSE
z_b0[30],0.010857,-0.037321485,0.045442735,2.118222292446473,5.336971995074633,0.08276422,FALSE
z_b0[31],-0.00962408,-0.036053360000000007,0.013362429999999991,1.7912569096759978,6.103869663397715,0.04941579,FALSE
z_b0[32],0.0953114,-1.7773899999999648e-4,0.1554196,1.9839457392125863,5.475850244879757,0.155597339,FALSE
z_b0[33],-0.0549321,-0.10485085,-0.006870121500000001,2.287001311846842,5.009306120505428,0.09798072849999999,FALSE
z_b0[34],-0.015154049999999999,-0.06955281999999999,0.07768132999999997,2.9072397282834817,4.61213743738822,0.14723414999999995,FALSE
z_b0[35],-0.0025306549999999997,-0.023579945,0.037425969999999975,1.5746662221803884,6.895525088252184,0.06100591499999998,FALSE
z_b0[36],-0.0241312,-0.11693179999999999,0.0025518024999999947,1.941729537618112,5.641509446254183,0.11948360249999998,FALSE
z_b0[37],-0.108664,-0.21653295,-0.019732510000000016,2.1923347857012923,5.1394522184267535,0.19680044,FALSE
z_b0[38],0.0188678,-0.032234785,0.10259215000000001,2.3254460543043245,5.039691341952181,0.134826935,FALSE
z_b0[39],0.0119942,-0.03641502,0.03168876499999999,1.9057181793724198,5.8706788386499325,0.06810378499999999,FALSE
z_b0[40],0.127481,0.042482145,0.3356427999999999,2.111280332835772,5.243986339398425,0.2931606549999999,FALSE
z_b0[41],0.161541,0.011235460000000001,0.3642304,3.0551400636036083,4.52633350171832,0.35299494000000003,FALSE
z_b0[42],-0.0235101,-0.049638709999999996,0.02943086,1.605965073316019,6.951169218685005,0.07906956999999999,FALSE
z_b0[43],-0.004334009999999999,-0.035110745,0.05307703999999995,2.089311607689274,5.358421058390698,0.08818778499999995,FALSE
z_b0[44],-1.302845e-4,-0.040420765000000004,0.033499914999999984,2.5117321838359667,4.832789022951439,0.07392067999999999,FALSE
z_b0[45],-0.001704335,-0.11706269999999999,0.05109416499999997,3.1275183982363206,4.520362935245821,0.16815686499999996,FALSE
z_b0[46],0.0304963,-0.029567785,0.080401405,2.238723045169298,5.093216887124555,0.10996919,FALSE
z_b0[47],0.02154375,-0.091497635,0.09625363999999999,3.116585753976067,4.515886371335846,0.187751275,FALSE
z_b0[48],0.0244347,-0.026186465,0.055609935,1.6895627821171528,6.455931645005445,0.08179639999999999,FALSE
z_b0[49],-0.01290025,-0.066972205,0.01595998999999996,2.6078419849898977,4.750551849132202,0.08293219499999996,FALSE
z_b0[50],0.3707785,0.079146725,0.5146303,2.4260898714420644,4.878023533914468,0.435483575,FALSE
z_b0[51],0.0577786,-0.046365785,0.1273761,2.3268734180427444,4.987436330849566,0.17374188499999998,FALSE
z_b0[52],0.009288105000000001,-0.048120329999999996,0.033104325,1.7855090400805198,6.051534834602272,0.08122465499999999,FALSE
z_b0[53],0.01044805,-0.02854151,0.09907009499999998,2.40479533198319,4.929699738479618,0.127611605,FALSE
z_b0[54],-0.011168,-0.052770889999999994,0.04771832999999999,2.280285514087858,5.090679480214861,0.10048921999999999,FALSE
z_b0[55],0.00910897,-0.022960535,0.119758,2.0807990324926244,5.332550556797681,0.142718535,FALSE
z_b0[56],0.00374553,-0.025733924999999994,0.048627069999999994,1.722382756495562,6.289957692934812,0.07436099499999999,FALSE
b1,0.8811985,0.8673013500000001,0.8905485500000001,1.2562843573483546,12.40406057383216,0.023247200000000023,FALSE
b2,-0.10846,-0.1214533,-0.09560804,1.434042906503058,7.993943722778166,0.025845259999999995,FALSE
b3,0.03312595,0.018756655,0.045902149999999996,1.6395981125507848,6.514521268268905,0.027145494999999995,FALSE
b4,0.027162,0.014279115,0.04479362,1.2498388609390014,11.537334218636731,0.030514504999999997,FALSE
b5,-0.01038915,-0.01487845,-0.006394532500000002,1.1411594336234865,18.897044172964183,0.008483917499999997,FALSE
b6,0.00102737,-0.005699135,0.007318525499999999,1.082025457787993,87.97952065007621,0.0130176605,FALSE
b7,-0.00608591,-0.01278644,0.0013378259999999962,1.1013600948296238,28.958527488468054,0.014124265999999996,FALSE
b8,0.0321072,0.0157832,0.047692254999999996,1.6183501037441317,6.662587473896177,0.03190905499999999,FALSE
b9,-0.00694786,-0.01243128,-0.0011985985000000077,1.1571616528533404,17.75814125927767,0.011232681499999992,FALSE
b10,0.0282894,0.02707668,0.029460115,1.299762640910362,10.471662382677003,0.0023834349999999997,FALSE
b11,-8.60473e-5,-9.930132499999999e-5,-7.254917000000001e-5,1.1812738520926402,15.529786154017655,2.675215499999998e-5,FALSE
b12,-0.25796600000000003,-0.26888655,-0.24804284999999998,1.2620276834168362,11.82413750617533,0.02084370000000002,FALSE
b13,0.0437473,0.033920545,0.05366234,1.2426874159986792,13.282513036041191,0.019741795,FALSE
sigma,0.69498,0.6890338,0.70280855,1.4655666910863252,7.8227767162265325,0.013774749999999947,FALSE
b0[1],0.378128,0.3232347,0.41491464999999994,1.8381575779267296,5.804157696306498,0.09167994999999995,FALSE
b0[2],0.418153,0.3670425,0.4673391,1.703520411869281,6.258940240613567,0.10029660000000001,FALSE
b0[3],0.38771449999999996,0.33540914999999993,0.4224036,1.6563288297740741,6.561332075707353,0.08699445000000006,FALSE
b0[4],0.4018845,0.35566780000000003,0.43328135,1.9185132012561208,5.647090223583387,0.07761354999999998,FALSE
b0[5],0.38262399999999996,0.34293035000000005,0.42228404999999997,1.4443836311364284,8.112076385424803,0.07935369999999992,FALSE
b0[6],0.2317475,-0.01294037,0.35781294999999985,2.1082949701459333,5.253574084173635,0.37075331999999983,FALSE
b0[7],0.3190275,0.27227270000000003,0.3949111,1.7631750974371625,6.000366581378002,0.12263839999999998,FALSE
b0[8],0.3856865,0.35295605,0.42597870000000004,1.8143266451264697,5.852324555453695,0.07302265000000002,FALSE
b0[9],0.4134715,0.354522,0.45422409999999996,2.078114964088282,5.336926460465568,0.09970209999999996,FALSE
b0[10],0.3894515,0.36582985,0.42434360000000004,1.3761093274687402,8.881902569443287,0.05851375000000003,FALSE
b0[11],0.6389325,0.4789905,0.75250235,2.3195496430694162,4.990330925131991,0.27351185,FALSE
b0[12],0.408049,0.3667179,0.44756105,1.8314810290847012,5.895775256562318,0.08084315000000003,FALSE
b0[13],0.038086800000000004,-0.0053811004999999995,0.18252894999999994,1.4744889178393863,7.5437244663241305,0.18791005049999993,FALSE
b0[14],0.4344095,0.39342485,0.46770265,1.4132679218155058,9.068051404243077,0.0742778,FALSE
b0[15],0.39230750000000003,0.34125715,0.4175761,1.7100647104649813,6.238456553494497,0.07631895,FALSE
b0[16],0.40178,0.36746645,0.43097800000000003,1.708951470883167,6.336282445135133,0.06351155000000003,FALSE
b0[17],0.44338849999999996,0.40919194999999997,0.471936,1.4440832418613054,8.227548490481928,0.06274405000000005,FALSE
b0[18],0.416881,0.34987475,0.48314769999999996,2.2301440414027303,5.091250741617981,0.13327294999999995,FALSE
b0[19],0.292743,0.238583,0.3731855,1.9156221116684526,5.582396474915619,0.1346025,FALSE
b0[20],0.3949815,0.3581669,0.4276092,1.5921967835072506,6.928786626330924,0.06944230000000001,FALSE
b0[21],0.391582,0.3230358,0.47748855,2.562967488016648,4.790819634258036,0.15445275000000003,FALSE
b0[22],0.435814,0.40991195,0.4731296,1.4246357429752423,8.38937484047118,0.06321764999999996,FALSE
b0[23],0.40567549999999997,0.34501955,0.43521730000000003,1.6476864659749755,6.691512830148235,0.09019775000000002,FALSE
b0[24],0.237643,0.12172095000000001,0.34166445,1.9209597693321412,5.579889850376357,0.21994350000000001,FALSE
b0[25],0.3867165,0.32108034999999996,0.4360323,2.497768644995036,4.832396482528693,0.11495195000000002,FALSE
b0[26],0.37224199999999996,0.3347008,0.43397375,1.8648579274675696,5.752437259840047,0.09927294999999997,FALSE
b0[27],0.391896,0.35811785,0.4231031,1.4556614629469669,7.95708526381177,0.06498525,FALSE
b0[28],0.3790035,0.34161595,0.5160448,2.0925899408775086,5.295504159577252,0.17442884999999997,FALSE
b0[29],0.39644,0.35295125000000005,0.4239059,1.6774188653063975,6.469229191981694,0.07095464999999995,FALSE
b0[30],0.40593650000000003,0.3744605,0.43614329999999996,1.6745761181123004,6.680837185017425,0.06168279999999998,FALSE
b0[31],0.3940095,0.3577653,0.424804,1.6629081382337976,6.50379780038294,0.0670387,FALSE
b0[32],0.460281,0.3857145,0.529468,1.847934414597556,5.840339560627529,0.14375350000000003,FALSE
b0[33],0.3671915,0.2955089,0.4064713,2.068001271084685,5.30246574656181,0.11096239999999996,FALSE
b0[34],0.393624,0.3472866,0.47407705000000006,2.2609849669564874,5.102412409038123,0.12679045000000005,FALSE
b0[35],0.3972795,0.36923935,0.4447447,1.5736227808884915,6.953725366099764,0.07550534999999997,FALSE
b0[36],0.3755855,0.31023495,0.4212487,1.8327764400700255,5.837539682984002,0.11101374999999997,FALSE
b0[37],0.31499,0.25234429999999997,0.38949664999999994,1.8705097405758153,5.7005110215810175,0.13715234999999998,FALSE
b0[38],0.413945,0.3775845,0.49433785,1.8216807714128884,5.934052762079406,0.11675335000000003,FALSE
b0[39],0.4031205,0.37930169999999996,0.43709895,1.580968491866523,6.969655281794429,0.05779725000000002,FALSE
b0[40],0.483942,0.41791409999999996,0.6852139,2.2174958492710832,5.108729300924755,0.2672998000000001,FALSE
b0[41],0.4942885,0.4010953,0.7264236,2.727913085531517,4.673469597933011,0.32532829999999996,FALSE
b0[42],0.3915035,0.3492228,0.42210195,1.4602412050917521,7.999890159162835,0.07287915,FALSE
b0[43],0.3997425,0.35995375,0.45743944999999997,1.9205987086258685,5.714874432076942,0.09748569999999995,FALSE
b0[44],0.39769350000000003,0.37563655,0.4331598,1.537060066486476,7.505773387941013,0.05752324999999997,FALSE
b0[45],0.39521799999999996,0.3121155,0.44609105,1.8411680180437815,5.867495798250503,0.13397555,FALSE
b0[46],0.4137235,0.37903264999999997,0.46199804999999994,2.181763046845044,5.182858289895517,0.08296539999999997,FALSE
b0[47],0.413203,0.33866345,0.4615573,2.2385866655576936,5.092037609738178,0.12289385000000003,FALSE
b0[48],0.411578,0.38542365,0.4484327,1.477755309898521,7.993096166941377,0.06300905000000001,FALSE
b0[49],0.38435600000000003,0.35211655000000003,0.42121014999999995,1.585539181811911,7.043584581392055,0.06909359999999992,FALSE
b0[50],0.6376035,0.43143065,0.86867875,2.6077943372796772,4.756028836799638,0.43724810000000003,FALSE
b0[51],0.431003,0.34521995,0.51776705,2.298377922471639,5.063415972336539,0.1725471,FALSE
b0[52],0.4056265,0.35187905,0.43784605000000004,1.6674161002836452,6.510904364760549,0.08596700000000002,FALSE
b0[53],0.408665,0.37461915,0.46480545,1.6903599526142596,6.338472557532687,0.0901863,FALSE
