variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
acd,Alaska Coastal,24053,49,409.88626500869555,-1.8578086307263257,275.0627442359938,-1.6614124775,-1.605,none,BAMAXA
