variable,p50,Est.Error,p025,p975,Rhat,Bulk_ESS,Tail_ESS
Intercept,4.72843728,0.13556078249032405,4.46759,5.00274325,1.0020351664350984,1264.4741973118835,1957.5852425390417
DBH_std,-1.79466082,0.058152900140287775,-1.9094254999999998,-1.6796839999999997,1.000050682854636,4128.38020506693,3578.358314918412
IDBH_stdE2,0.245067603,0.02650770821752849,0.19362875000000004,0.29498625000000006,1.002525961544032,6900.691884613524,3158.913714489145
BAL_std,-3.8772153925,0.09116987118587454,-4.05565,-3.69557425,1.0023094864662379,3877.3333350053767,3038.8608969267343
CR_std,0.8425840395,0.04166253347365353,0.762633325,0.924908425,0.9995850498447775,8287.033292375001,3187.8662931044073
SI_std,0.28069446825,0.03964604687679758,0.201283025,0.35982632500000006,1.0026903264700875,6917.2441190299905,3210.644922477953
BA_std,3.1277455925,0.08683141826204553,2.95930775,3.29599725,1.0023088423767577,4119.906169110258,3207.2494020752606
