variable,estimate
b_Intercept,-0.41081100000000004
b_DBH_std,0.0542025
b_IDBH_stdE2,0.0050041700000000005
b_BA_std,-0.14489649999999998
b_BAL_std,-0.1364615
b_CR_std,-1.346035
b_SI_std,-0.01661165
sd_SPCD__Intercept,0.5703395
sigma,2.095255
Intercept,-0.4082755
"r_SPCD[12,Intercept]",0.09499425
"r_SPCD[43,Intercept]",-0.5037895
"r_SPCD[68,Intercept]",0.15281650000000002
"r_SPCD[70,Intercept]",-0.037326750000000006
"r_SPCD[71,Intercept]",0.313443
"r_SPCD[91,Intercept]",0.382375
"r_SPCD[94,Intercept]",0.251657
"r_SPCD[95,Intercept]",-0.1633685
"r_SPCD[96,Intercept]",-0.2180115
"r_SPCD[97,Intercept]",0.44094
"r_SPCD[105,Intercept]",-0.0682543
"r_SPCD[110,Intercept]",-0.0373096
"r_SPCD[123,Intercept]",0.02690895
"r_SPCD[125,Intercept]",-0.496403
"r_SPCD[126,Intercept]",-0.412535
"r_SPCD[129,Intercept]",-0.118713
"r_SPCD[130,Intercept]",-0.804364
"r_SPCD[131,Intercept]",-0.993018
"r_SPCD[132,Intercept]",-0.747788
"r_SPCD[202,Intercept]",-0.3507905
"r_SPCD[241,Intercept]",0.6891605
"r_SPCD[261,Intercept]",1.3148900000000001
"r_SPCD[313,Intercept]",0.2965585
"r_SPCD[314,Intercept]",0.303246
"r_SPCD[315,Intercept]",0.4726915
"r_SPCD[316,Intercept]",0.14949400000000002
"r_SPCD[317,Intercept]",0.215101
"r_SPCD[318,Intercept]",0.603482
"r_SPCD[319,Intercept]",0.1430235
"r_SPCD[320,Intercept]",0.6117049999999999
"r_SPCD[332,Intercept]",-0.20577849999999998
"r_SPCD[341,Intercept]",-0.8498135
"r_SPCD[356,Intercept]",0.02087825
"r_SPCD[367,Intercept]",0.13682
"r_SPCD[371,Intercept]",0.5152395
"r_SPCD[372,Intercept]",-0.005020685
"r_SPCD[373,Intercept]",-0.09280255
"r_SPCD[375,Intercept]",-0.25596399999999997
"r_SPCD[379,Intercept]",-0.812136
"r_SPCD[391,Intercept]",1.014305
"r_SPCD[402,Intercept]",0.125017
"r_SPCD[403,Intercept]",0.35616950000000003
"r_SPCD[407,Intercept]",0.25554200000000005
"r_SPCD[409,Intercept]",0.5767195
"r_SPCD[421,Intercept]",0.20923550000000002
"r_SPCD[462,Intercept]",0.15418900000000002
"r_SPCD[471,Intercept]",-0.381817
"r_SPCD[491,Intercept]",-0.6769784999999999
"r_SPCD[500,Intercept]",0.056297299999999995
"r_SPCD[521,Intercept]",-0.1720555
"r_SPCD[531,Intercept]",0.9173389999999999
"r_SPCD[541,Intercept]",-0.242859
"r_SPCD[543,Intercept]",-0.208208
"r_SPCD[544,Intercept]",-0.177676
"r_SPCD[591,Intercept]",1.103175
"r_SPCD[601,Intercept]",-0.3578185
"r_SPCD[602,Intercept]",-0.13642300000000002
"r_SPCD[611,Intercept]",-0.289541
"r_SPCD[621,Intercept]",-0.206654
"r_SPCD[641,Intercept]",-0.4743495
"r_SPCD[651,Intercept]",-0.1375535
"r_SPCD[653,Intercept]",0.06276984999999999
"r_SPCD[655,Intercept]",0.3222835
"r_SPCD[660,Intercept]",0.425624
"r_SPCD[663,Intercept]",0.08106445000000001
"r_SPCD[681,Intercept]",-0.14312350000000001
"r_SPCD[682,Intercept]",-0.1407965
"r_SPCD[693,Intercept]",0.1197395
"r_SPCD[701,Intercept]",0.7131485
"r_SPCD[711,Intercept]",-0.145289
"r_SPCD[712,Intercept]",-0.1294225
"r_SPCD[731,Intercept]",0.2282965
"r_SPCD[741,Intercept]",0.1267295
"r_SPCD[742,Intercept]",-0.2337935
"r_SPCD[743,Intercept]",-0.4169475
"r_SPCD[746,Intercept]",-0.683187
"r_SPCD[761,Intercept]",-1.04844
"r_SPCD[762,Intercept]",-0.6503835
"r_SPCD[763,Intercept]",-0.216865
"r_SPCD[766,Intercept]",-0.115511
"r_SPCD[771,Intercept]",-0.33760049999999997
"r_SPCD[802,Intercept]",0.1277835
"r_SPCD[804,Intercept]",1.034365
"r_SPCD[806,Intercept]",-0.1399045
"r_SPCD[812,Intercept]",0.19731700000000002
"r_SPCD[813,Intercept]",0.1565365
"r_SPCD[816,Intercept]",-0.09208795
"r_SPCD[817,Intercept]",0.1032465
"r_SPCD[823,Intercept]",0.39216
"r_SPCD[824,Intercept]",0.3390265
"r_SPCD[825,Intercept]",-0.18294
"r_SPCD[826,Intercept]",0.1101255
"r_SPCD[827,Intercept]",-0.30933900000000003
"r_SPCD[830,Intercept]",0.4367605
"r_SPCD[831,Intercept]",0.2326835
"r_SPCD[832,Intercept]",-0.040736800000000004
"r_SPCD[833,Intercept]",-0.00906291
"r_SPCD[835,Intercept]",0.4201515
"r_SPCD[837,Intercept]",-0.0934706
"r_SPCD[901,Intercept]",-0.8412295000000001
"r_SPCD[922,Intercept]",-0.541169
"r_SPCD[931,Intercept]",-0.879464
"r_SPCD[935,Intercept]",0.1291455
"r_SPCD[951,Intercept]",-0.0121049
"r_SPCD[972,Intercept]",0.312093
"r_SPCD[975,Intercept]",-0.142842
lprior,-4.838975
lp__,-64913.3
