SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
12,3707,10.762908187138104,-2.129188566787549,350.81896917451473,815.4207522732971
43,72,10.152865163048402,-1.5515255488665987,720.7883638840909,710.6967291708793
68,114,9.730745799251682,-1.719611487949944,320.92069013001577,475.3682145658313
70,44,9.872171346622906,-1.7085287636829145,379.228332620183,429.68517423277524
71,111,10.127370407710238,-1.7309021744243838,464.8993188072305,528.0060633531755
91,248,10.211189958917146,-1.8426175612816338,390.8821978116822,507.88441199602676
94,275,9.80077014594471,-1.6697083341303616,386.11089699925606,491.7557386683037
95,378,10.679139116821649,-2.2320402660171275,254.59561766006863,578.1192558829182
97,2474,10.510223768137573,-1.97115169888936,392.08523416325954,682.9610179213736
125,289,9.662875926593681,-1.491698981546203,506.79779035884906,521.4609147898922
126,818,10.098270120323926,-1.9033378997012416,303.5883419898392,458.9788946961021
129,4423,10.10229111523791,-1.752511916266112,431.3773812530664,663.8552327637997
130,135,9.81895820752715,-1.769574808281123,312.42412292096594,412.8488738225651
131,512,10.022476971160478,-1.6712256367156226,480.2648550254365,603.6672966671749
132,483,10.512727240125225,-2.1511283417986924,259.7114448452242,436.6819634584626
241,1710,10.182261458960246,-1.6938679893438107,534.849969751693,746.255222106541
261,4949,9.955688272768699,-1.6759150122814963,444.41168369574365,564.7581620200438
313,68,8.710318904081152,-1.2524113574050388,339.18143890928883,321.2125870557528
315,58,10.325759170516639,-2.1088285408999567,237.4606697146939,404.09985216941
316,11933,10.010031334849565,-1.7854073966590918,364.66491046074015,677.2033576032251
317,147,9.918385247383265,-1.7280474767289273,379.7104116092024,457.3569736878639
318,7364,9.783903834054465,-1.7096672814896532,346.28060300183796,556.3116980702395
332,47,8.961176331004166,-1.3414577073409308,355.08450776880517,313.02819371674053
341,46,8.605183099333173,-1.063905626641505,471.278805713203,357.99243427350734
371,1795,9.796659823120093,-1.6653085793541889,388.4424842129946,511.6324042590214
372,1196,9.859629698120148,-1.7321031276210637,354.71507335066576,468.5404073320518
375,692,10.433365698720346,-2.001099618728875,338.88592524190227,689.2493704478874
379,116,10.206562638732452,-2.003882418752739,268.39314195819946,466.9172141021001
400,225,9.853613339443799,-1.8219177333309176,286.71615689623707,379.39848615682246
402,131,9.079248656467183,-1.4039709147286494,346.0163946150902,367.41057361984605
403,233,9.52224587460369,-1.6174671772188671,329.6033836570364,341.9756497470862
407,169,9.755744045869774,-1.761940894942346,298.4866494700381,369.1855901389414
409,108,10.389873587374124,-2.0791098962510084,271.115826484414,389.53392757244114
500,75,9.43804738493164,-1.5993246910418417,315.9127893671953,315.56888666388517
531,3339,9.863799053070487,-1.7403740455958379,349.47768785421613,507.02543207238585
541,1588,9.474477932571364,-1.5039346596634173,408.1114930665018,552.7844806625832
543,90,9.198170510416118,-1.3578021647747407,433.4235765040914,468.3102631932029
544,165,9.600403826837487,-1.677675524751697,310.2607809338052,388.2449466519309
591,73,9.93549024395319,-1.679988656321359,431.45939645953587,505.59412851078463
602,192,9.879666672671899,-1.9140842999545786,238.01285786678247,313.54443830961594
611,346,9.330393246796481,-1.4174125848929118,431.2466318878347,551.752084161607
621,2344,9.66974856264064,-1.6084053769098845,390.04351829740557,527.2828495317096
651,38,9.303315337517391,-1.426684796322609,410.85986410369804,396.3290054192446
660,128,9.668879523113585,-1.8148490921903362,242.26569991519594,325.9066103732644
693,286,9.947115122020664,-1.7621679586855277,361.2511594600991,489.20499378515626
701,95,9.601119380678373,-1.7056393979825888,291.12115736628596,350.2795125693213
731,176,9.463670734217715,-1.5623260560556265,352.9343446521949,478.97931659251475
741,39,9.855076063621741,-1.7049851651712489,375.85470225078666,409.5827913987568
742,75,9.62734292444479,-1.7467298079855524,271.87676861949694,335.01648719158607
743,465,10.235269997772683,-1.906694436589947,345.4831289484179,478.50849419327113
746,714,9.950041042410334,-1.7795299140976604,348.1112072093248,500.3871960524519
761,51,10.12064737301076,-1.9786054509475401,261.0573086893038,403.22234737035643
762,2292,9.588550937453208,-1.5529616511671578,408.59505887125073,524.920203812565
802,2393,9.8805973726775,-1.789725824416536,317.2218491930945,461.10793433499134
804,37,10.528829019422588,-2.183296001654963,245.0847802244063,305.6244975674439
806,727,9.883854199068661,-1.7907129986584602,317.53407726030764,387.93915713352635
812,55,10.156781861740999,-1.958185047336466,283.69342408196707,361.50397259078323
830,52,9.46402459927219,-1.632132637762292,300.6360261987696,309.740327218425
831,37,9.202233347909988,-1.4564026230744618,346.7979655783014,336.1637543279845
832,3065,9.745779465009187,-1.6955614934039658,344.3314965233879,457.8546812012145
833,4251,9.85485212356231,-1.7000552934913848,380.0603848148282,600.0739491310017
837,1058,9.770261098515018,-1.6951089285319665,353.2332306002096,451.36372617022965
901,329,9.669829171110127,-1.739803982527767,288.23682642882756,377.04107924742146
922,66,9.097845242861275,-1.5446543896853933,254.97030090690598,254.68153509356387
931,172,9.748306274278137,-1.7073888140446083,335.9284675542497,428.09260706125065
951,462,9.692660000115849,-1.6257736412313664,383.43796561941446,577.1352810872681
972,153,9.670647671965668,-1.731844243633382,293.8087170131705,351.2722573233476
975,79,9.399642849946423,-1.5906793755891677,310.1227639974336,377.6744141179831
