SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
12,3707,-2.129188566787549,-1.839312286,-2.042225682551284,2.129188566787549,1.839312286,2.042225682551284,0.43722568255128413
43,72,-1.5515255488665987,-1.7373480005359625,-1.6072722843674079,1.5515255488665987,1.7373480005359625,1.6072722843674079,0.002272284367407895
68,114,-1.719611487949944,-1.5396453329659,-1.6656216414547307,1.719611487949944,1.5396453329659,1.6656216414547307,0.0606216414547307
70,44,-1.7085287636829145,-1.6188028512994124,-1.6582822527481533,1.7085287636829145,1.6188028512994124,1.6582822527481533,0.05328225274815335
71,111,-1.7309021744243838,-1.587098645761975,-1.6877611158256611,1.7309021744243838,1.587098645761975,1.6877611158256611,0.08276111582566115
91,248,-1.8426175612816338,-1.6467725381273,-1.7838640543353335,1.8426175612816338,1.6467725381273,1.7838640543353335,0.17886405433533348
94,275,-1.6697083341303616,-1.5707331987653599,-1.640015793520861,1.6697083341303616,1.5707331987653599,1.640015793520861,0.03501579352086104
95,378,-2.2320402660171275,-1.7824977579349999,-2.0971775135924893,2.2320402660171275,1.7824977579349999,2.0971775135924893,0.4921775135924893
96,NA,NA,-1.6441654148706875,NA,NA,1.6441654148706875,NA,NA
97,2474,-1.97115169888936,-1.7680015437749999,-1.9102066523550518,1.97115169888936,1.7680015437749999,1.9102066523550518,0.30520665235505184
105,NA,NA,-1.610833052714825,NA,NA,1.610833052714825,NA,NA
110,NA,NA,-1.6382079570048549,NA,NA,1.6382079570048549,NA,NA
123,NA,NA,-1.6441131933196125,NA,NA,1.6441131933196125,NA,NA
125,289,-1.491698981546203,-1.5935972059568149,-1.5222684488693865,1.491698981546203,1.5935972059568149,1.5222684488693865,-0.08273155113061348
126,818,-1.9033378997012416,-1.6734746249034111,-1.8343789172618923,1.9033378997012416,1.6734746249034111,1.8343789172618923,0.2293789172618923
129,4423,-1.752511916266112,-1.667542979670856,-1.7270212352875354,1.752511916266112,1.667542979670856,1.7270212352875354,0.12202123528753539
130,135,-1.769574808281123,-1.63821552752803,-1.730167024055195,1.769574808281123,1.63821552752803,1.730167024055195,0.12516702405519498
131,512,-1.6712256367156226,-1.6778256643609142,-1.6732056450092099,1.6712256367156226,1.6778256643609142,1.6732056450092099,0.06820564500920989
132,483,-2.1511283417986924,-1.697780348616975,-2.015123943844177,2.1511283417986924,1.697780348616975,2.015123943844177,0.41012394384417705
136,NA,NA,-1.6004338821060624,NA,NA,1.6004338821060624,NA,NA
202,NA,NA,-1.5394344439805874,NA,NA,1.5394344439805874,NA,NA
