variable,estimate
b_Intercept,0.08787030000000001
b_DBH_std,0.1399755
b_IDBH_stdE2,-0.01492555
b_BA_std,-0.132392
b_BAL_std,-0.048135700000000003
b_CR_std,-0.651987
b_SI_std,-0.039423650000000005
sd_SPCD__Intercept,0.5280885
sigma,1.2644549999999999
Intercept,0.07042815
"r_SPCD[19,Intercept]",0.31289449999999996
"r_SPCD[65,Intercept]",0.8080905
"r_SPCD[66,Intercept]",0.8198955
"r_SPCD[72,Intercept]",0.2485725
"r_SPCD[73,Intercept]",0.312705
"r_SPCD[93,Intercept]",0.466322
"r_SPCD[101,Intercept]",-1.0385409999999999e-4
"r_SPCD[108,Intercept]",-0.39282799999999995
"r_SPCD[113,Intercept]",-0.32232150000000004
"r_SPCD[122,Intercept]",-0.126091
"r_SPCD[202,Intercept]",-0.1489395
"r_SPCD[313,Intercept]",0.182816
"r_SPCD[375,Intercept]",-0.48050800000000005
"r_SPCD[475,Intercept]",-0.0663774
"r_SPCD[544,Intercept]",-0.157338
"r_SPCD[742,Intercept]",0.2664835
"r_SPCD[745,Intercept]",-0.4034225
"r_SPCD[746,Intercept]",-0.7149179999999999
"r_SPCD[747,Intercept]",-0.49738
"r_SPCD[749,Intercept]",-0.604732
"r_SPCD[972,Intercept]",0.44936
lprior,-4.56054
lp__,-49643.2
