SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
15,669,10.11186533986532,-1.7616058267917172,426.5024124748692,599.6782247830549
17,1084,10.018201990335758,-1.6156770351508682,543.4665364000052,666.8506218578314
18,99,10.534470471754783,-1.8776626479618896,498.19543952693357,646.1739162964035
19,3084,10.052623545863868,-1.712912202564171,449.6625635185871,860.249289023127
59,62,8.105428671930722,-1.2641909231449522,180.28185685323882,184.7190610946074
63,1025,10.407078724863249,-1.9221781895962198,395.87554415506855,746.6093204967948
64,85,8.624250773909768,-1.180479895623355,367.2692989856564,455.22531155370893
65,7676,9.387123784913511,-1.4480468566589824,425.33312218814774,815.6873899983511
66,1005,9.631301414256768,-1.576369054822693,404.0657157841016,623.2257234865679
69,2738,10.038570806276105,-1.7891439887694363,372.00769089772956,687.7567340165675
73,460,9.786283940985488,-1.5894552042002335,457.79801969596514,731.9185647779751
93,3407,10.133842860043316,-1.6892853124721592,514.9756828238296,865.4284344992419
96,137,10.852140153341987,-2.174574439341021,345.5016661783692,508.26665934767817
101,603,10.346205304718849,-1.7790661881709036,517.8854197442395,741.5643200270372
102,54,8.430862394287352,-1.0210122455095951,436.98322953652803,468.67882647117375
106,3113,9.89179866334903,-1.7470270464755877,353.93745936900456,590.8932527079852
108,4730,10.532344544967067,-1.9499383727653674,420.92114646467115,740.6824042925427
113,274,10.185691775503106,-1.8163753677423986,404.7756368269626,498.6604099731633
119,32,8.560051943425538,-1.1661485912894864,355.987486839261,334.30245227639006
122,5316,10.164339474576073,-1.8591369654812402,359.07037934738383,645.3569903377837
133,1750,9.708783029674384,-1.6761857469806751,346.96458547464545,526.6834683137619
134,59,10.996460006900861,-2.5979883026324178,150.56138420222896,363.37864421286014
143,87,8.983455338568417,-1.5327016501626318,233.75635778907767,246.14888159667439
202,7217,10.129055186883836,-1.75749657850987,438.0222745493935,762.0954393387611
242,448,10.025223676838332,-1.5345114626766105,659.7628536829751,793.2040443887242
263,196,10.033547917973328,-1.6067176453723533,563.3740637152691,593.4977772336342
264,169,10.659401311468933,-1.8427217484418132,611.7830235527887,745.8601549123177
322,115,11.06800801109682,-2.273161196273906,341.67531903342217,820.1375116317741
475,573,9.558170491510063,-1.5311714728093098,416.76307022289285,628.5419410977678
745,30,8.55139270193917,-1.2197067624473863,311.9722036276995,341.19081529855924
746,2410,9.981417988304248,-1.6615168439497499,471.3656273144084,812.9886934716081
747,46,9.322535137562799,-1.5596319316054408,308.38527721251864,317.55216122210936
749,57,9.692294620428067,-1.780039724054201,268.70165822326527,291.4762597578556
757,136,8.3677952836354,-1.2253003035623566,256.3226673648057,297.73974767188474
803,469,10.444338145903737,-1.9825264471360564,357.59544383399606,458.5062181025057
810,123,10.110939877381735,-1.9717344413769815,262.65819426260845,398.3050760184847
814,869,9.66388160936983,-1.472080351434332,530.7501251956252,742.3881075341752
843,77,9.162146389882206,-1.2289392698873072,562.5101322722036,680.6317245822997
846,89,9.6523517158467,-1.735407273509628,286.125005527151,335.5758452687063
847,128,12.576040042994666,-2.83338139289054,424.93587915188493,947.0526251569776
