variable,estimate
b_Intercept,2.05422
b_DBH_std,-0.6892750000000001
b_IDBH_stdE2,0.1216505
b_BAL_std,-0.4169755
b_CR_std,0.3805545
b_SI_std,-0.05799055
b_BA_std,0.2100085
sd_SPCD__Intercept,0.7738875000000001
Intercept,2.174375
"r_SPCD[19,Intercept]",-0.5112415
"r_SPCD[65,Intercept]",1.1436350000000002
"r_SPCD[66,Intercept]",-0.1060865
"r_SPCD[72,Intercept]",0.0194668
"r_SPCD[73,Intercept]",0.29006149999999997
"r_SPCD[93,Intercept]",-0.006271769999999999
"r_SPCD[101,Intercept]",-1.2323
"r_SPCD[108,Intercept]",-0.8017369999999999
"r_SPCD[113,Intercept]",-0.9571735
"r_SPCD[122,Intercept]",0.0254305
"r_SPCD[202,Intercept]",0.3126185
"r_SPCD[313,Intercept]",0.108585
"r_SPCD[375,Intercept]",0.4698465
"r_SPCD[475,Intercept]",0.3324685
"r_SPCD[544,Intercept]",0.4188955
"r_SPCD[742,Intercept]",0.336761
"r_SPCD[745,Intercept]",0.9328185
"r_SPCD[746,Intercept]",-0.6607545
"r_SPCD[747,Intercept]",-0.07473099999999999
"r_SPCD[749,Intercept]",0.009724955
"r_SPCD[972,Intercept]",0.03520945
lprior,-3.654925
lp__,-12322.4
