variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
em,Eastern Mountain,51037,69,450.8420029113316,-1.7106714353726595,269.65085026624104,-1.632056935,-1.605,SDICON,BAMAXA
