variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,75.9619489,9.419721329280081,57.631395,95.4086,NA,NA,NA,NA
b_b_Intercept,0.06381931166,0.020546266729866845,0.022599355,0.10307315000000002,NA,NA,NA,NA
b_c_Intercept,1.0485467715,0.01404482604557459,1.02237925,1.07593,NA,NA,NA,NA
sd_SPCD__a_Intercept,78.640792075,11.371087490247026,59.498445000000004,105.07882500000002,NA,NA,NA,NA
sd_SPCD__b_Intercept,1.33505530275,0.1769380332683375,1.0122095,1.69334825,NA,NA,NA,NA
sigma,14.7627504,0.08597861743191662,14.5952825,14.9391025,NA,NA,NA,NA
"r_SPCD__a[11,Intercept]",133.22209125,14.175871023247579,106.0497,162.5251,NA,NA,NA,NA
"r_SPCD__a[15,Intercept]",132.69158525,21.58681571405532,96.323695,183.65195,NA,NA,NA,NA
"r_SPCD__a[17,Intercept]",75.246525425,11.13424536131648,54.052185,97.5220525,NA,NA,NA,NA
"r_SPCD__a[19,Intercept]",47.058834365,12.669326439690275,23.5852725,72.58830000000002,NA,NA,NA,NA
"r_SPCD__a[20,Intercept]",59.064395945,24.98269003262672,17.954705,117.08590000000001,NA,NA,NA,NA
"r_SPCD__a[21,Intercept]",97.44975075,19.109887784632587,63.8159325,138.93387500000003,NA,NA,NA,NA
"r_SPCD__a[22,Intercept]",134.6577164,22.821889759944174,94.73436250000002,185.28680000000006,NA,NA,NA,NA
"r_SPCD__a[41,Intercept]",107.137259775,33.47856585039246,55.1470775,186.37912500000002,NA,NA,NA,NA
"r_SPCD__a[42,Intercept]",85.9424601025,32.15745636573149,37.408192500000006,160.5343,NA,NA,NA,NA
"r_SPCD__a[64,Intercept]",-36.94242773,10.258309305704463,-57.1237625,-16.6162125,NA,NA,NA,NA
"r_SPCD__a[65,Intercept]",-14.156023690775,54.16896756281562,-74.85400750000001,122.17275000000002,NA,NA,NA,NA
"r_SPCD__a[66,Intercept]",-4.135613267275,49.69821034449079,-67.84051999999998,120.39705000000001,NA,NA,NA,NA
"r_SPCD__a[72,Intercept]",38.65132056209,43.88657275197181,-20.3165375,150.3735,NA,NA,NA,NA
"r_SPCD__a[73,Intercept]",56.434407975,10.403856959635837,35.910157500000004,77.46321000000002,NA,NA,NA,NA
"r_SPCD__a[81,Intercept]",145.707249525,29.594906370055266,94.7012025,211.924225,NA,NA,NA,NA
"r_SPCD__a[93,Intercept]",67.258573075,12.208400349154015,44.63819,92.24431000000003,NA,NA,NA,NA
"r_SPCD__a[98,Intercept]",95.31878765,16.754142956937184,65.7801375,130.60512500000004,NA,NA,NA,NA
"r_SPCD__a[101,Intercept]",-18.258236178375,11.16325861945901,-39.018887500000005,4.301208750000003,NA,NA,NA,NA
"r_SPCD__a[103,Intercept]",22.47936152326,50.908495694539816,-55.8237475,143.67825000000002,NA,NA,NA,NA
"r_SPCD__a[108,Intercept]",18.958392144225,10.309701647460699,-0.9426616249999998,39.050279999999994,NA,NA,NA,NA
"r_SPCD__a[113,Intercept]",-30.0380806406,19.60094629211482,-56.9066275,17.9037225,NA,NA,NA,NA
"r_SPCD__a[116,Intercept]",96.4252934375,41.86998609511003,32.649605,196.24020000000002,NA,NA,NA,NA
"r_SPCD__a[117,Intercept]",132.847941225,33.101561442937,79.4867425,212.24257500000002,NA,NA,NA,NA
"r_SPCD__a[119,Intercept]",81.580980725,24.889361330173823,41.7308825,135.96320000000003,NA,NA,NA,NA
"r_SPCD__a[122,Intercept]",114.64081185,14.646349769842304,88.32273749999999,147.05507500000002,NA,NA,NA,NA
"r_SPCD__a[202,Intercept]",163.27582225,10.78862973616441,143.478,185.33495,NA,NA,NA,NA
"r_SPCD__a[211,Intercept]",88.03932035,30.798106545576776,43.016115,160.099825,NA,NA,NA,NA
"r_SPCD__a[231,Intercept]",19.5874438707475,46.70549709393855,-45.3208925,132.478025,NA,NA,NA,NA
"r_SPCD__a[242,Intercept]",70.82813095,10.592705956979541,50.9236,91.71350000000001,NA,NA,NA,NA
"r_SPCD__a[263,Intercept]",112.30455005,10.669308638122429,91.8930475,134.16549999999998,NA,NA,NA,NA
"r_SPCD__a[264,Intercept]",87.313141975,15.065704267786213,60.3497425,119.23422500000001,NA,NA,NA,NA
"r_SPCD__a[312,Intercept]",7.8685853277425,10.557853462170193,-13.342659999999999,28.507077500000005,NA,NA,NA,NA
"r_SPCD__a[321,Intercept]",4.8405883912,38.42798321323244,-44.6365525,102.7459,NA,NA,NA,NA
"r_SPCD__a[322,Intercept]",15.039914843925,46.579357737643214,-50.769897500000006,124.53517500000001,NA,NA,NA,NA
"r_SPCD__a[351,Intercept]",25.50088506485,10.753295354637507,3.9775910000000003,46.371925000000005,NA,NA,NA,NA
"r_SPCD__a[352,Intercept]",39.58737737033348,53.4208452930378,-41.9391775,162.99937500000001,NA,NA,NA,NA
"r_SPCD__a[361,Intercept]",1.987019062925,15.56331702888914,-25.18146,35.9864625,NA,NA,NA,NA
"r_SPCD__a[374,Intercept]",33.882732352225,48.92821344515541,-43.9653175,155.29937500000003,NA,NA,NA,NA
"r_SPCD__a[375,Intercept]",51.98756814437,39.76281965064312,-3.5501792499999993,149.5145500000001,NA,NA,NA,NA
"r_SPCD__a[431,Intercept]",48.6459202131075,44.385075125114476,-12.75777,158.6841250000001,NA,NA,NA,NA
"r_SPCD__a[475,Intercept]",-37.9254666106,28.550554872209954,-72.19466,41.886272500000004,NA,NA,NA,NA
"r_SPCD__a[492,Intercept]",30.7917317742275,43.88217128573884,-27.954009999999997,138.96257500000007,NA,NA,NA,NA
"r_SPCD__a[542,Intercept]",25.63882727369175,24.61843743013299,-11.3809825,84.08288500000003,NA,NA,NA,NA
"r_SPCD__a[544,Intercept]",31.3218334886,50.432670362710454,-44.45296749999999,151.58337500000002,NA,NA,NA,NA
"r_SPCD__a[631,Intercept]",72.419577346,35.415122545117256,18.106180000000002,154.827625,NA,NA,NA,NA
"r_SPCD__a[661,Intercept]",22.908560613375,67.99273840816211,-110.42942500000001,157.158275,NA,NA,NA,NA
"r_SPCD__a[745,Intercept]",26.6606408232575,42.965505830438,-25.479084999999998,142.44000000000003,NA,NA,NA,NA
"r_SPCD__a[746,Intercept]",37.406606641235,38.837859585622766,-13.308325,134.40565000000004,NA,NA,NA,NA
"r_SPCD__a[747,Intercept]",58.761651975,13.204048930302385,34.986647500000004,87.77955250000001,NA,NA,NA,NA
"r_SPCD__a[749,Intercept]",33.85862031775,47.0829156013564,-32.637434999999996,144.38692500000002,NA,NA,NA,NA
"r_SPCD__a[760,Intercept]",62.97681944163075,44.03311227072862,-0.4266512749999989,168.15255,NA,NA,NA,NA
"r_SPCD__a[763,Intercept]",67.883413547360007,47.815777160805624,-6.5356245,181.312225,NA,NA,NA,NA
"r_SPCD__a[768,Intercept]",64.307335651625,43.13583037959718,0.940727375,169.40612500000003,NA,NA,NA,NA
"r_SPCD__a[805,Intercept]",71.367275730375,52.62072097376679,-10.278115,199.27237500000007,NA,NA,NA,NA
"r_SPCD__a[815,Intercept]",70.312995776175,50.730873594437796,-9.393661999999999,192.438125,NA,NA,NA,NA
"r_SPCD__a[818,Intercept]",27.851613467,38.01857182053729,-23.716284999999996,115.287075,NA,NA,NA,NA
"r_SPCD__a[920,Intercept]",17.37166732145,59.88814737814824,-97.5439375,142.934225,NA,NA,NA,NA
"r_SPCD__a[981,Intercept]",13.24627403595,29.110953885286765,-26.55506,84.13050750000004,NA,NA,NA,NA
"r_SPCD__b[11,Intercept]",0.55408278125,0.05077571683825358,0.459014375,0.6571851,NA,NA,NA,NA
"r_SPCD__b[15,Intercept]",0.5051485075,0.07159122653041346,0.360948725,0.65343935,NA,NA,NA,NA
"r_SPCD__b[17,Intercept]",0.921978525,0.0616712892394061,0.8022933999999999,1.04736175,NA,NA,NA,NA
"r_SPCD__b[19,Intercept]",1.028572688,0.10769441611071352,0.830023225,1.24394725,NA,NA,NA,NA
"r_SPCD__b[20,Intercept]",1.170065773,0.45161434926824484,0.406220825,2.116965000000001,NA,NA,NA,NA
"r_SPCD__b[21,Intercept]",0.596062094,0.10207201370890952,0.40841970000000005,0.8080905250000001,NA,NA,NA,NA
"r_SPCD__b[22,Intercept]",0.59122528175,0.08865671961154403,0.424374125,0.774104625,NA,NA,NA,NA
"r_SPCD__b[41,Intercept]",0.6925130315,0.1974764476784559,0.355994425,1.111676,NA,NA,NA,NA
"r_SPCD__b[42,Intercept]",0.64037021275,0.17348898515428135,0.34370315,1.02984025,NA,NA,NA,NA
"r_SPCD__b[64,Intercept]",1.8956121105,0.4107273077436523,1.1982450000000002,2.77796725,NA,NA,NA,NA
"r_SPCD__b[65,Intercept]",0.53539143861115,0.6387313856172108,-0.015252477499999995,2.3717957500000004,NA,NA,NA,NA
"r_SPCD__b[66,Intercept]",0.56482782548625,0.5639173758059942,0.048751905,2.1737862500000005,NA,NA,NA,NA
"r_SPCD__b[72,Intercept]",1.08453888875,0.5347131019621488,0.32864610000000005,2.3379715000000005,NA,NA,NA,NA
"r_SPCD__b[73,Intercept]",1.571328195,0.09676148184781133,1.38456475,1.761758,NA,NA,NA,NA
"r_SPCD__b[81,Intercept]",0.3580106179,0.07062554038267053,0.22504690000000002,0.500992475,NA,NA,NA,NA
"r_SPCD__b[93,Intercept]",0.95526838225,0.08695296066887778,0.7971940999999999,1.13605275,NA,NA,NA,NA
