variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
nc,North Central,29187,48,606.0042472601087,-1.519995336404776,337.4267893204761,-1.5982106175,-1.605,none,none
