variable,estimate
b_Intercept,-0.44552400000000003
b_DBH_std,0.5989789999999999
b_IDBH_stdE2,-0.0873005
b_BA_std,-0.07876415
b_BAL_std,-0.022854399999999997
b_CR_std,-0.876863
b_SI_std,-0.131107
sd_SPCD__Intercept,0.492902
sigma,1.21989
Intercept,-0.533747
"r_SPCD[15,Intercept]",0.0364603
"r_SPCD[17,Intercept]",0.6020855
"r_SPCD[41,Intercept]",0.20762999999999998
"r_SPCD[81,Intercept]",0.139915
"r_SPCD[98,Intercept]",0.5425005
"r_SPCD[103,Intercept]",-1.0783800000000001
"r_SPCD[108,Intercept]",-0.3908585
"r_SPCD[116,Intercept]",0.3296965
"r_SPCD[117,Intercept]",-0.3366025
"r_SPCD[119,Intercept]",-0.45478850000000004
"r_SPCD[202,Intercept]",-0.3099905
"r_SPCD[211,Intercept]",0.0980859
"r_SPCD[231,Intercept]",0.0930318
"r_SPCD[242,Intercept]",1.051415
"r_SPCD[263,Intercept]",0.7254430000000001
"r_SPCD[312,Intercept]",-0.1697275
"r_SPCD[351,Intercept]",0.02504035
"r_SPCD[352,Intercept]",-0.44617450000000003
"r_SPCD[361,Intercept]",-0.418028
"r_SPCD[431,Intercept]",-0.0965579
"r_SPCD[492,Intercept]",-0.5007905
"r_SPCD[542,Intercept]",-0.0474899
"r_SPCD[631,Intercept]",0.13498100000000002
"r_SPCD[763,Intercept]",-0.0377226
"r_SPCD[768,Intercept]",-0.010206380000000001
"r_SPCD[805,Intercept]",-0.0804375
"r_SPCD[815,Intercept]",0.0110373
"r_SPCD[818,Intercept]",0.07598815
"r_SPCD[981,Intercept]",0.2571
lprior,-4.54499
lp__,-17295.6
