SPCD,n_stands,qr_intercept,qr_slope,qr_sdimax_10,reineke_sdimax
11,1016,10.495153939008883,-1.7047390935386875,713.2607877659452,899.7888478680514
15,815,10.196003685348185,-1.6850320548735624,553.3960859409142,759.3725025954559
17,1494,9.955748715386358,-1.6391214500667046,483.7325149361794,700.1227592732167
19,468,10.00182339255679,-1.5981401144752239,556.6684322533926,634.3756942716476
21,148,10.707349595260316,-1.8068313270806893,697.1263811872141,797.5922166881898
22,179,9.469669954874298,-1.246396337099231,734.9013915876752,832.9633697314844
42,46,9.966364372904703,-1.4968101320444398,678.4641737994954,661.9152143095248
64,421,8.825464625878487,-1.4501056263145056,241.40427735536514,276.99634561124395
73,396,10.259271669436323,-1.78774178478898,465.3752575692028,622.6885103372846
81,103,9.051256596441227,-1.1786722191111725,565.2474021348038,626.215294300645
93,333,9.547771622236015,-1.4627950666987874,482.78021445359445,522.5403094928898
98,113,9.873296970821869,-1.545363242852783,552.7835998362604,638.5702827410859
101,46,9.583735755481214,-1.6926892404070266,294.7639137165559,308.9047356627512
108,1747,10.058961336706673,-1.7587556296356053,407.1887518466358,656.1294486403327
117,39,9.746007716628847,-1.4605203117856576,591.7211057317123,575.2932709165495
122,4065,10.230955028649776,-1.9186889097034596,334.6250151361176,606.1235673749143
202,12402,9.837147342270242,-1.4928802466844169,601.6425755315445,1008.0475780924753
242,699,9.99634373912203,-1.5022699834884221,690.377997109282,983.6964053348809
263,2222,10.531333985027462,-1.743738944245202,676.0227206690258,939.9344053589379
264,686,10.181547143504062,-1.5996330838489667,663.9825376251667,880.3535324841811
312,209,10.125563141052378,-1.7320393731061912,462.8463307925013,731.067008266427
351,702,9.62639147065366,-1.5750466487119823,403.31283913076635,531.9955496071655
361,109,9.73424507371559,-1.4575175668520766,588.8590502332652,625.665923157652
475,34,8.77386802307737,-1.2859372995185465,334.5839991843004,323.3128064233742
631,132,10.254345675944066,-1.6439634762192503,644.8255932534424,706.8653390003292
746,31,9.317348727953258,-1.4473210196417776,397.3306967938246,373.15255382875006
747,47,9.180797273971633,-1.408311015199249,379.19148845616417,516.4586920070356
805,47,8.691367380496523,-0.9493903859975534,668.6864263347256,541.9059308235012
815,175,9.09236362268027,-1.3514765545906453,395.62779377532627,657.3089370531302
818,32,8.762217259369676,-1.1675422385340803,434.35054066804264,425.72982432265206
