variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk
lp__,-6554.1431375,-6407.465,443.59744162882185,295.0522259999996,-7456.138499999999,-6146.819,NA,NA
lp_approx__,-21.5495115575,-21.23665,4.638500047011559,4.619040299999998,-29.620084999999996,-14.449825000000004,NA,NA
mu_b0,1.4838002075,1.4831850000000002,0.10940470161773652,0.11095037099999998,1.3066455,1.6627125,NA,NA
sigma_b0,0.29707883175,0.294366,0.040801422999714634,0.04129485779999998,0.23498255000000004,0.3670700499999999,NA,NA
z_b0[1],-0.407812874015,-0.405988,0.8470350550830941,0.8512207052999998,-1.7686074999999999,0.9889289999999997,NA,NA
z_b0[2],2.162207302775,2.15064,0.6783898262342637,0.6666510899999998,1.0461215,3.2919799999999997,NA,NA
z_b0[3],0.181629088396075,0.185096,0.3943223193242306,0.39439013249999993,-0.48370715,0.8200505499999995,NA,NA
z_b0[4],-0.004637082114975001,0.002990475,0.8158336266108056,0.8167547030999999,-1.3340334999999999,1.3249819999999999,NA,NA
z_b0[5],0.9981279176305,0.993435,0.7152720764708806,0.7197459611999999,-0.16628704999999996,2.182943999999999,NA,NA
z_b0[6],-1.187708458034,-1.1920700000000002,0.7729041252242359,0.7577257254,-2.430071,0.10299594999999982,NA,NA
z_b0[7],-0.07557966919,-0.07803835,0.49417362989214486,0.4875581991,-0.8939704,0.7324774999999996,NA,NA
z_b0[8],-0.12925775877775,-0.140511,0.958172315533302,0.9448372583999999,-1.670806,1.465233499999999,NA,NA
z_b0[9],0.21484556222075,0.2243925,0.6396869078909817,0.6408101132999999,-0.8408852499999999,1.2748059999999994,NA,NA
z_b0[10],-0.172562156521875,-0.176062,0.5937541841463245,0.5922683067,-1.1604154999999998,0.8062250999999998,NA,NA
z_b0[11],0.69809945361,0.695802,0.2772539487410748,0.27219868829999994,0.24131685,1.1523910000000002,NA,NA
z_b0[12],0.0355864958685,0.024007800000000003,0.6601062718695488,0.6696770766,-1.0662249999999998,1.113802,NA,NA
z_b0[13],-0.4580141210145,-0.47356699999999996,0.9905073483416562,0.9818451783,-2.07309,1.1836369999999985,NA,NA
z_b0[14],0.1954449470415,0.2076875,0.801910448224067,0.8126693988,-1.1127644999999997,1.5106274999999996,NA,NA
z_b0[15],1.1256547001425,1.123895,0.37978752224087553,0.38048779230000007,0.50202755,1.7576034999999999,NA,NA
z_b0[16],-0.55278164928155,-0.5505655,0.5304511316135874,0.5308263974999999,-1.4192995000000002,0.31598514999999966,NA,NA
z_b0[17],0.588235949584,0.5894215,0.3711723111603474,0.36992723250000004,-0.017469149999999958,1.1972430000000003,NA,NA
z_b0[18],0.31261815295557,0.29888099999999995,0.9191940644747747,0.9251149718999999,-1.207916,1.8094634999999997,NA,NA
z_b0[19],-0.92210142619,-0.925135,0.3894357881194694,0.39342570120000003,-1.54759,-0.28197695000000067,NA,NA
z_b0[20],-0.6140677007735,-0.6154930000000001,0.46201697050057505,0.47303464949999996,-1.390948,0.14033325000000002,NA,NA
z_b0[21],-0.26091132273975,-0.26833,1.0077541748651553,1.0222223067,-1.8929804999999997,1.4257215,NA,NA
z_b0[22],-1.23683315775,-1.2379799999999999,0.2756090367307253,0.27995194499999987,-1.6862525,-0.7842092,NA,NA
z_b0[23],0.81963643149225,0.8132195,0.9169944486244346,0.9149057883,-0.6944425999999999,2.3342515,NA,NA
z_b0[24],-1.52251132975,-1.526035,0.412868802988076,0.41105826300000003,-2.185137,-0.8311305000000004,NA,NA
z_b0[25],-0.174292025093525,-0.1720355,0.8526020964617614,0.8577085629000001,-1.5731989999999998,1.2222,NA,NA
z_b0[26],-0.56037615191075,-0.5636950000000001,0.8064053809231423,0.80618198598,-1.9001735,0.7715152499999992,NA,NA
z_b0[27],-1.31664204557,-1.318435,0.3896419729269581,0.39168809400000004,-1.960385,-0.6611228500000003,NA,NA
b1,1.13447911,1.134805,0.018241334893109407,0.01833234899999994,1.104407,1.164985,NA,NA
b2,-0.3960892155,-0.396498,0.019169388761641135,0.018869050199999942,-0.42717370000000005,-0.36490945,NA,NA
b3,0.20158794625,0.201361,0.016422384740058266,0.016724469299999996,0.17439035,0.22907365,NA,NA
b4,-0.0109391058504075,-0.010672850000000001,0.01712416458623409,0.017081976051,-0.03888531,0.01685440499999998,NA,NA
b5,-0.0029034566221875,-0.002636435,0.04580979444135992,0.0458501463,-0.07957877000000001,0.070257905,NA,NA
b6,-0.002633578644135,-0.0023423100000000002,0.01697690934682575,0.016853166393,-0.030569775,0.025430815,NA,NA
b7,-0.02746184562704,-0.027141949999999998,0.0172893275847044,0.017435598389999994,-0.056980495000000006,8.68565799999993e-4,NA,NA
b8,-0.114139452125,-0.11420849999999999,0.017415013303648436,0.017130701699999994,-0.14198804999999998,-0.085448695,NA,NA
b9,0.020604264383825,0.0211121,0.051771234451156764,0.05264327123999999,-0.064601715,0.10623109999999998,NA,NA
b10,0.030615938075,0.03075775,0.0029928139908853013,0.0030674993999999993,0.02548793,0.035340399999999994,NA,NA
b11,-1.9292494862e-4,-1.92689e-4,5.212051433876471e-5,5.317715550000001e-5,-2.7970310000000005e-4,-1.06022e-4,NA,NA
b12,-0.41524524975,-0.415196,0.02868389483693993,0.02831988389999999,-0.46277005,-0.36912635,NA,NA
b13,0.144782165225,0.144431,0.027820570768714786,0.028339898999999988,0.09978783000000001,0.190789,NA,NA
sigma,0.91706578525,0.9163485,0.029815581632632215,0.029159776800000026,0.8681359,0.96589645,NA,NA
