variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-6685.0918375,-6613.639999999999,177.7490859371335,107.74795499999891,-7104.8955000000005,-6533.4275,2.0121621794745344,5.407580198424969,24.199163754035315
mu_b0,1.05622578175,1.054265,0.02626370348114967,0.031964856000000035,1.015357,1.0959919999999999,1.4056107086511405,8.618786742587679,12.927571355579135
sigma_b0,2.121019921,2.1389449999999997,0.895441799298656,1.105189344,0.7526362499999999,3.6427535,2.7318942689326247,4.681029415485621,14.219956290077121
z_b0[1],-0.134189967775,-0.127138,0.045912003706123326,0.048364042860000005,-0.2080771,-0.07669839000000002,1.8106925658578694,5.885077945774488,12.19963703825582
z_b0[2],-0.049147966040275,-0.0529661,0.07248350638490848,0.09457216293,-0.17411244999999997,0.05235421999999999,2.5096536102814944,4.8318481355902065,11.538882591166661
z_b0[3],0.03978504266025,0.0194562,0.09100904200743044,0.08108724876,-0.05259358499999999,0.21559894999999887,1.9106423803952959,5.6448629328238775,11.428610062704726
z_b0[4],0.0171588950948375,0.0060732600000000005,0.07554583890178526,0.084429755634,-0.09755023,0.14445834999999996,3.3549241693711753,4.440420425549514,12.28753255629768
z_b0[5],0.03689311604335,0.028739849999999997,0.026461932165278215,0.022134921479999993,0.0050807145000000015,0.09004823499999995,1.5729936908026694,6.991103987948476,19.96837410223669
z_b0[6],-0.02092407299196,-0.0197051,0.047082608106866604,0.05152509431999999,-0.10564195,0.05281225499999999,2.4946534117716177,4.8243178676966165,11.201895728915826
z_b0[7],0.05326875362675,0.0519578,0.05217506936248728,0.03253906697999999,-0.048621325,0.14751084999999994,2.166752365902256,5.189110182654699,11.001220626214565
z_b0[8],0.0493421644931,0.05304755,0.030028670305309906,0.038422987469999996,7.699590500000001e-4,0.09252052499999999,1.8355031700457836,5.813541012789924,52.69601760163724
z_b0[9],-0.03576921998015525,-0.041928549999999995,0.051768312930400275,0.059965032035999996,-0.11225605,0.05001713499999999,1.954085179765245,5.599050181485976,16.624416660686236
z_b0[10],0.17548698556,0.192573,0.14129561516156622,0.18540276237,-0.041353435,0.379236,2.5562801623754945,4.7810702784637895,23.656591317852204
z_b0[11],0.091431497881,0.0771252,0.05226713049704934,0.033651016980000004,0.02145995,0.19178685,1.85120707419597,5.835622339901536,13.807996237185437
z_b0[12],0.00542465064075,-0.015912700000000002,0.0736117599782334,0.056116780649999996,-0.10785445,0.1437799,2.413282704500091,4.91285211355026,11.19216674648954
z_b0[13],-0.03399619982844,-0.01647885,0.06373807444891152,0.036254462579999994,-0.17210304999999998,0.04011148999999999,1.9136528040283534,5.724102867305194,12.520108986792275
z_b0[14],0.0113147000633,0.00422066,0.037157074501244024,0.04287464223,-0.040691635000000004,0.07989729499999992,2.0632829570377877,5.383664790151841,18.59098749312367
z_b0[15],0.040665330949525,0.038041,0.028239383003981267,0.024152221169999995,-0.0027071959999999994,0.09290202499999999,1.3688306123800869,9.545688660981508,12.25727467348186
z_b0[16],-0.0327037907684625,-0.0230731,0.058894089754512415,0.07165442864999999,-0.12425989999999999,0.05745769499999999,1.6887295553266128,6.3791595345397045,27.38158776060828
z_b0[17],0.0021022239042475005,-0.013886800000000001,0.06024415164804716,0.06704198591999999,-0.07722111999999999,0.10507805,2.3811434695170064,5.029015455203246,18.769596644543515
z_b0[18],0.0548805794675,0.038971000000000006,0.040805554375331086,0.02808415050000001,0.013221065,0.14063055,1.957622591326809,5.536831783885723,15.96787432503384
z_b0[19],0.214276645925,0.192847,0.0771564091682925,0.06557317410000002,0.11888934999999999,0.3731793499999999,2.197734833402437,5.127112828525412,14.24385683863152
z_b0[20],-0.08048334555,-0.07493065,0.030180087114395286,0.02611703682,-0.15053794999999998,-0.044013490000000016,1.9548754944750033,5.576327752747326,13.109904859161016
z_b0[21],-0.1363338183045,-0.1333995,0.06171779019853681,0.061049020199999984,-0.22990095000000002,-0.010874775,1.8086955656988626,5.894366730867828,20.946200696750687
z_b0[22],-0.06910689631935,-0.060191549999999996,0.06962620715080213,0.028911589559999992,-0.25985339999999996,0.024102309999999932,2.2007824358450363,5.145297180068405,15.357042592317532
z_b0[23],0.1189564953315,0.11318900000000001,0.07620612035312903,0.04889244149999997,-0.01354247,0.26288979999999995,2.3288298838656747,4.977869794151493,11.333486172624482
z_b0[24],-0.0585919193881925,-0.05725865,0.029787629089757486,0.026533425029999995,-0.11105079999999999,-0.01555434,1.3549139209762686,9.22042727670057,27.866452992414597
z_b0[25],0.0565691937773,0.0569893,0.05431800813173189,0.06555271422,-0.031340234999999994,0.1404666,2.1901545869552117,5.186329188572475,11.875045422346211
z_b0[26],-0.032255537721895,-0.0279349,0.03950059348642186,0.032110506624,-0.09889134000000001,0.019495289999999995,1.4217093648399424,8.503215430353723,12.20642474331845
z_b0[27],-0.01006049199224,-0.0131129,0.035128189191907015,0.027281708076000003,-0.06736104500000001,0.05321629499999991,1.9536613306592712,5.577130339867642,11.649335766197108
z_b0[28],0.08097157004155,0.06787974999999999,0.08250638361529905,0.09374520571499997,-0.04749062,0.21424084999999998,2.4575705258437694,4.890046087014258,11.491280434828946
z_b0[29],0.0070177017155275,-0.005778915,0.04101290403713885,0.030816411800999997,-0.050003395,0.09085213999999997,1.892054496489111,5.7335368214344395,16.981707744191628
z_b0[30],0.0386739708165,0.045158199999999996,0.032798148407312974,0.02875584243,-0.026510199999999998,0.08048176,1.6664586968718003,6.550630151130099,19.007161434233684
z_b0[31],-0.00155737239731125,0.018126200000000002,0.053765699781613226,0.034674010979999996,-0.09991269,0.07036881999999998,1.9277113120757983,5.748111476290387,14.716708919248566
z_b0[32],-0.02664860294524,-0.029140600000000003,0.031613857827197174,0.0425393047968,-0.07475107,0.021200305,1.9721741739521375,5.50485347103411,18.45984870384687
z_b0[33],-0.0348602749051,-0.0361775,0.04847275608915709,0.05638646559,-0.10918085,0.03451370999999996,1.8125237793431688,5.877421025853045,14.992666254448528
z_b0[34],-0.005829622513,-0.004297845,0.015383529299324189,0.015878690477999998,-0.0322809,0.017630304999999985,1.2838999081170042,11.079537893034566,26.49168311154185
z_b0[35],-0.163129835675,-0.1442,0.06916868458229931,0.07627072613999998,-0.29932065,-0.08130478000000003,2.327101601476746,5.010500972176449,13.870176633858708
z_b0[36],0.0287358852257575,0.041926099999999994,0.07152557809474563,0.09005445834,-0.08763587,0.13359374999999998,2.860657390318755,4.607545474377736,13.701163123862552
z_b0[37],-0.065939362777845,-0.08488119999999999,0.047030105893869634,0.04379125968000002,-0.12494709999999999,0.00809714149999999,2.0890602163739094,5.341990943127249,27.10196902016484
z_b0[38],-0.155719292675,-0.1357465,0.06959446046661483,0.05911963869,-0.30799305,-0.079783325,2.287398608946391,5.034706421948326,11.392219934298668
z_b0[39],-0.304131997,-0.2801845,0.10717950518017266,0.11454196949999998,-0.50840615,-0.17019585,1.7286679067273245,6.398735030504073,12.276301843635508
z_b0[40],-0.153141649625,-0.1554395,0.057771015998918894,0.054255747,-0.25612055,-0.05614687000000002,1.944951329469181,5.54313792436198,11.375631940575959
z_b0[41],0.030928925522772502,0.04953525,0.07292791374224579,0.071534990394,-0.08702213,0.1594856999999999,2.5550026100161376,4.7729893452605845,11.34585634842567
z_b0[42],-0.021133610391059324,-0.007591515,0.05069452554246329,0.040028813769,-0.1353134,0.03602470999999998,1.8862527973494432,5.741394273977648,21.948939221133084
z_b0[43],0.050497008928175,0.0356986,0.03914849313839013,0.019661574029999997,0.012909815000000002,0.136988,1.624258932140335,6.6101054911204455,41.43743234819666
z_b0[44],0.014148973133975,0.0138642,0.0331253171923369,0.03975035925,-0.03642481,0.06796082999999999,1.5074576043186907,7.472309099486715,42.55618350175214
z_b0[45],-0.017590090781774998,-0.0036803599999999997,0.09111811600175151,0.044447769786,-0.24717779999999998,0.10850309999999999,2.1609698515953797,5.222787370210366,11.365792737576406
z_b0[46],-0.267357202125,-0.25158250000000004,0.10834516063188371,0.08283360330000006,-0.49733345,-0.1177729,1.788813002092432,5.973282722162426,11.364268603302008
z_b0[47],-0.12370347029575,-0.12356700000000001,0.11350532562950585,0.12864505374000001,-0.30097504999999997,0.04735682999999992,2.554977119031753,4.797483476994026,12.429634225248536
z_b0[48],-0.01730964159055,-0.03102235,0.04191588829580592,0.04106853891,-0.06830044,0.05508230499999999,1.9571301412641633,5.635753411634185,16.54303187633378
z_b0[49],-0.2059202393,-0.182744,0.11195398754059875,0.0727778688,-0.4630847,-0.08007508500000024,1.730850933040329,6.200339255912889,19.583387411974858
z_b0[50],-0.0723299444,-0.06612504999999999,0.031512333623681714,0.020723782799999986,-0.1485741,-0.035279735000000007,1.2812940938671478,12.282987000092259,24.064281570863823
z_b0[51],-0.02501059378,-0.024490449999999997,0.017146959209188024,0.01456105938,-0.055099505,0.006396371999999989,1.1255638893946411,25.605823597737608,18.846643345271318
z_b0[52],-0.023785356452225,-0.0300448,0.04291835456227464,0.035469522249000004,-0.0817799,0.06411931999999994,1.9108512615138138,5.923059050411906,11.74177430648051
z_b0[53],0.0076695355118975,0.006711715,0.018636922436694424,0.017025555708,-0.018697764999999998,0.04824789999999998,1.6528948465471065,6.486607395349045,14.642359446209062
