variable,p50,p05,p95,rhat,ess_bulk
b_Intercept,-0.544146,-0.57317615,-0.51721175,1.0078319813378396,306.2780946970375
b_CR_t1_std,0.26280749999999997,0.25792170000000003,0.2677452,0.9998527906161716,9575.316353630826
b_DBH_std,0.02259375,0.008166611,0.03687003,1.0025429814834208,1590.8498202774297
b_IDBH_stdE2,2.85789e-4,-0.002461312,0.0030200149999999996,0.9994205519766336,4766.629914088659
b_BA_std,-0.0120659,-0.019936915,-0.003781925000000005,1.002211753643042,2624.679838279871
b_BAL_std,-0.02476925,-0.03438485,-0.014947420000000001,1.0018894271102061,2735.753639061214
b_SI_std,-0.0095728,-0.0149455,-0.004148806499999999,1.0005024030865595,5466.304258000468
b_relDBH_std,-0.002441475,-0.01399127,0.009446471499999992,1.000638760486323,3543.022363573582
sd_SPCD_grouped__Intercept,0.133132,0.11356540000000001,0.15768064999999998,1.0073658503169063,482.17267283947825
sd_SPCD_grouped__DBH_std,0.033831349999999996,0.026076170000000003,0.04353399,1.0043682547285888,1383.4962298621244
cor_SPCD_grouped__Intercept__DBH_std,-0.5870340000000001,-0.7857489000000001,-0.31760190000000016,1.0044725400268357,996.7032662612436
phi,18.13425,17.899295000000002,18.37282,1.0026045211643122,5586.851839279287
Intercept,-0.545151,-0.57400675,-0.5185952500000001,1.0079102743458903,305.66807759512847
"r_SPCD_grouped[OTHER,Intercept]",0.02435305,-0.031978325,0.08225681499999998,1.0001351065497992,993.2694213710392
"r_SPCD_grouped[68,Intercept]",0.204367,0.16911985000000002,0.23999745,1.0072557723314723,474.16053619371706
"r_SPCD_grouped[110,Intercept]",-0.1546445,-0.1956531,-0.11548310000000002,1.0035505903393684,566.088139433699
"r_SPCD_grouped[125,Intercept]",-0.12137200000000001,-0.24148294999999997,-0.002774218500000039,1.0013182388510564,4227.568350597484
"r_SPCD_grouped[129,Intercept]",-0.06479805,-0.14735145,0.018160114999999987,1.002520681041885,2308.0424321804057
"r_SPCD_grouped[132,Intercept]",-0.1250815,-0.25597175,0.006549093499999832,0.9996425643528539,2713.643207515022
"r_SPCD_grouped[313,Intercept]",-0.027452650000000002,-0.07810884,0.024504474999999974,1.0022307210802595,839.0110051313893
"r_SPCD_grouped[314,Intercept]",0.170402,0.069454795,0.2735892,1.0011018629272248,3359.4451680711863
"r_SPCD_grouped[316,Intercept]",0.07737530000000001,0.034058345,0.12298824999999998,1.002040539722302,683.1139488209938
"r_SPCD_grouped[317,Intercept]",0.039991399999999996,-0.007139791499999998,0.08760884999999999,1.0018021675022541,787.2587115574361
"r_SPCD_grouped[318,Intercept]",0.16966150000000002,0.13439165,0.20532335,1.0035112875124417,458.88029613199956
"r_SPCD_grouped[331,Intercept]",0.20047399999999999,0.11934120000000002,0.28284694999999993,0.9996318610786865,2664.9251533473703
"r_SPCD_grouped[356,Intercept]",-0.016247200000000003,-0.1404445,0.10493469999999994,1.0012310595450329,3277.5734006260723
"r_SPCD_grouped[367,Intercept]",-0.0144458,-0.12194845,0.09877237000000001,1.0001965366368197,2762.1116261972165
"r_SPCD_grouped[373,Intercept]",-0.002541565,-0.10234990000000001,0.093173065,1.0002640193271017,2955.738564216844
"r_SPCD_grouped[391,Intercept]",0.0850703,-0.026908785,0.18749835,1.0010589701664556,2358.70559992976
"r_SPCD_grouped[402,Intercept]",0.032464599999999996,-0.009021369999999997,0.07801909499999998,1.0016969254338146,753.5118645987221
"r_SPCD_grouped[403,Intercept]",0.155484,0.1133145,0.1976615,1.0024732144270785,645.2535295203289
"r_SPCD_grouped[404,Intercept]",-0.08972095,-0.2106386,0.0338736149999999,1.0007744445256477,3644.0674786430386
"r_SPCD_grouped[405,Intercept]",0.0770493,-0.04443405,0.19831915,1.001054718918155,3323.942917784667
"r_SPCD_grouped[407,Intercept]",0.09901455,0.063195515,0.13533599999999998,1.0054681313162668,483.1478300727153
"r_SPCD_grouped[408,Intercept]",0.0808952,0.0390652,0.12303929999999999,1.0018138316167549,691.4347361903157
"r_SPCD_grouped[409,Intercept]",0.1478535,0.10714535,0.19045050000000002,1.0028769970437041,654.6371150266897
"r_SPCD_grouped[462,Intercept]",0.04474955,0.007152290000000001,0.083712815,1.0059089307643028,501.7784743623376
"r_SPCD_grouped[471,Intercept]",-0.212475,-0.292252,-0.13660490000000006,1.0021174813867066,1600.9833590113117
"r_SPCD_grouped[491,Intercept]",-0.0191945,-0.08721406999999999,0.046285305,1.0051485637901107,1032.087369170535
"r_SPCD_grouped[500,Intercept]",0.0420465,-0.05870076,0.14912535000000002,1.0004591048545481,2671.666654469804
"r_SPCD_grouped[521,Intercept]",-0.116447,-0.1875807,-0.04816898500000001,1.0007889682711404,1444.1453283369397
