SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
68,550,-1.606429431143844,-1.6439520661527363,-1.6176862216465115,1.606429431143844,1.6439520661527363,1.6176862216465115,0.012686221646511564
110,45,-2.436439138361077,-1.6949661023713187,-2.02862896856671,2.436439138361077,1.6949661023713187,2.02862896856671,0.42362896856670984
126,NA,NA,-1.59515936947398,NA,NA,1.59515936947398,NA,NA
129,53,-1.7236655196389872,-1.6237377670354,-1.676699475915301,1.7236655196389872,1.6237377670354,1.676699475915301,0.07169947591530113
131,59,-1.5191129132186014,-1.5755167081576429,-1.5422384691436084,1.5191129132186014,1.5755167081576429,1.5422384691436084,-0.06276153085639158
132,235,-1.6289898149013726,-1.6122410543213876,-1.6239651867273772,1.6289898149013726,1.6122410543213876,1.6239651867273772,0.018965186727377237
221,NA,NA,-1.5429694806709264,NA,NA,1.5429694806709264,NA,NA
261,116,-1.9627006133579576,-1.6256603009102475,-1.8615885196236446,1.9627006133579576,1.6256603009102475,1.8615885196236446,0.2565885196236446
313,81,-1.607167004626319,-1.6347570660753814,-1.6154440230610376,1.607167004626319,1.6347570660753814,1.6154440230610376,0.010444023061037644
316,664,-1.7927051366633968,-1.6154175811272138,-1.739518870002542,1.7927051366633968,1.6154175811272138,1.739518870002542,0.13451887000254192
317,64,-1.4771125873338384,-1.6013307135689063,-1.5218311127784627,1.4771125873338384,1.6013307135689063,1.5218311127784627,-0.08316888722153726
318,800,-1.6759637513308019,-1.62549867926933,-1.6608242297123603,1.6759637513308019,1.62549867926933,1.6608242297123603,0.05582422971236034
331,NA,NA,-1.64814083647679,NA,NA,1.64814083647679,NA,NA
332,NA,NA,-1.633459949502805,NA,NA,1.633459949502805,NA,NA
341,NA,NA,-1.61622792198708,NA,NA,1.61622792198708,NA,NA
372,NA,NA,-1.6329005155195437,NA,NA,1.6329005155195437,NA,NA
373,NA,NA,-1.630250346937025,NA,NA,1.630250346937025,NA,NA
391,NA,NA,-1.6461354175257488,NA,NA,1.6461354175257488,NA,NA
400,134,-2.0725377302890564,-1.6722872302381424,-1.952462580273782,2.0725377302890564,1.6722872302381424,1.952462580273782,0.3474625802737821
402,55,-1.3753799870207193,-1.5958253965146338,-1.4745804212929807,1.3753799870207193,1.5958253965146338,1.4745804212929807,-0.13041957870701926
403,286,-1.714821137605972,-1.608476277320765,-1.68291767952041,1.714821137605972,1.608476277320765,1.68291767952041,0.07791767952040995
404,NA,NA,-1.6175220089048676,NA,NA,1.6175220089048676,NA,NA
405,NA,NA,-1.5906223821048875,NA,NA,1.5906223821048875,NA,NA
407,72,-2.374229023356923,-1.6302346012797064,-2.1510306967337582,2.374229023356923,1.6302346012797064,2.1510306967337582,0.5460306967337583
409,119,-1.5421229600207846,-1.5834025268309864,-1.5545068300638452,1.5421229600207846,1.5834025268309864,1.5545068300638452,-0.050493169936154825
461,NA,NA,-1.652670984520985,NA,NA,1.652670984520985,NA,NA
462,97,-1.8723089841060343,-1.6331328279170685,-1.8005561372493446,1.8723089841060343,1.6331328279170685,1.8005561372493446,0.19555613724934462
471,NA,NA,-1.669388235962715,NA,NA,1.669388235962715,NA,NA
491,47,-1.5647354424573412,-1.6216377880954103,-1.5948936856455178,1.5647354424573412,1.6216377880954103,1.5948936856455178,-0.010106314354482171
521,NA,NA,-1.6282470224926802,NA,NA,1.6282470224926802,NA,NA
531,584,-1.5882931639697082,-1.6016599918808476,-1.59230321234305,1.5882931639697082,1.6016599918808476,1.59230321234305,-0.012696787656949926
541,204,-1.9758818705374328,-1.6928823782397888,-1.8909820228481395,1.9758818705374328,1.6928823782397888,1.8909820228481395,0.28598202284813956
544,113,-1.5131865334531092,-1.6265858775787339,-1.5472063366907967,1.5131865334531092,1.6265858775787339,1.5472063366907967,-0.057793663309203325
546,NA,NA,-1.6734087433812754,NA,NA,1.6734087433812754,NA,NA
552,NA,NA,-1.6173370577510704,NA,NA,1.6173370577510704,NA,NA
601,NA,NA,-1.6388387917607692,NA,NA,1.6388387917607692,NA,NA
602,106,-1.266261980685329,-1.616205323654747,-1.3712449835761544,1.266261980685329,1.616205323654747,1.3712449835761544,-0.23375501642384555
611,155,-1.4292263824657292,-1.5500119138454986,-1.4654620418796602,1.4292263824657292,1.5500119138454986,1.4654620418796602,-0.13953795812033976
621,1296,-1.4201474604665791,-1.5790471371342087,-1.4678173634668679,1.4201474604665791,1.5790471371342087,1.4678173634668679,-0.13718263653313212
641,NA,NA,-1.6577923302327,NA,NA,1.6577923302327,NA,NA
651,NA,NA,-1.6327316203915714,NA,NA,1.6327316203915714,NA,NA
654,NA,NA,-1.6240297239365948,NA,NA,1.6240297239365948,NA,NA
680,NA,NA,-1.6179773656351988,NA,NA,1.6179773656351988,NA,NA
693,60,-1.9865490423799632,-1.6744200904633113,-1.8616974616133026,1.9865490423799632,1.6744200904633113,1.8616974616133026,0.25669746161330265
701,NA,NA,-1.6252417216063,NA,NA,1.6252417216063,NA,NA
711,33,-3.017746851137465,-1.6539957795236575,-2.104033633156214,3.017746851137465,1.6539957795236575,2.104033633156214,0.49903363315621396
712,NA,NA,-1.6368046486768626,NA,NA,1.6368046486768626,NA,NA
731,144,-1.3455518970624538,-1.5366862689445164,-1.4028922086270725,1.3455518970624538,1.5366862689445164,1.4028922086270725,-0.20210779137292745
742,NA,NA,-1.59459672579916,NA,NA,1.59459672579916,NA,NA
762,42,-1.8507451015324046,-1.68174292518057,-1.7527238392483406,1.8507451015324046,1.68174292518057,1.7527238392483406,0.14772383924834065
802,1162,-1.6124511656228018,-1.631909192307555,-1.6182885736282278,1.6124511656228018,1.631909192307555,1.6182885736282278,0.013288573628227773
806,275,-1.674384884075472,-1.6383024670686417,-1.663560158973423,1.674384884075472,1.6383024670686417,1.663560158973423,0.05856015897342304
812,99,-1.6086593888863034,-1.4813550857067663,-1.5704680979324424,1.6086593888863034,1.4813550857067663,1.5704680979324424,-0.03453190206755763
813,41,-1.7189285356804578,-1.6031145877685666,-1.650598306412442,1.7189285356804578,1.6031145877685666,1.650598306412442,0.04559830641244211
817,NA,NA,-1.6382887219680227,NA,NA,1.6382887219680227,NA,NA
823,NA,NA,-1.6323821499826636,NA,NA,1.6323821499826636,NA,NA
826,119,-1.4606735721749913,-1.6115164032485725,-1.5059264214970656,1.4606735721749913,1.6115164032485725,1.5059264214970656,-0.09907357850293441
830,NA,NA,-1.5516507775034,NA,NA,1.5516507775034,NA,NA
831,NA,NA,-1.62599512777558,NA,NA,1.62599512777558,NA,NA
832,792,-1.8114926753654874,-1.629571475404062,-1.7569163153770597,1.8114926753654874,1.629571475404062,1.7569163153770597,0.15191631537705974
833,220,-1.6837163859233586,-1.6616815089352888,-1.6771059228269376,1.6837163859233586,1.6616815089352888,1.6771059228269376,0.07210592282693762
834,51,-1.2801799217779133,-1.6097263714557144,-1.4416576821200358,1.2801799217779133,1.6097263714557144,1.4416576821200358,-0.16334231787996423
835,100,-1.8562982461886355,-1.64627809604455,-1.7932922011454098,1.8562982461886355,1.64627809604455,1.7932922011454098,0.1882922011454098
837,321,-1.8122399345709297,-1.6251629933679264,-1.7561168522100286,1.8122399345709297,1.6251629933679264,1.7561168522100286,0.15111685221002857
901,79,-1.5562456332218393,-1.6100588327667162,-1.5723895930853025,1.5562456332218393,1.6100588327667162,1.5723895930853025,-0.03261040691469752
920,NA,NA,-1.62466923423831,NA,NA,1.62466923423831,NA,NA
922,NA,NA,-1.569657912968045,NA,NA,1.569657912968045,NA,NA
931,104,-2.23888420895272,-1.6607547467809876,-2.0654453703012003,2.23888420895272,1.6607547467809876,2.0654453703012003,0.46044537030120036
951,50,-2.441375429678486,-1.6231761160155864,-2.0322757728470364,2.441375429678486,1.6231761160155864,2.0322757728470364,0.42727577284703644
970,NA,NA,-1.63153609520775,NA,NA,1.63153609520775,NA,NA
971,NA,NA,-1.6235370227629757,NA,NA,1.6235370227629757,NA,NA
972,55,-1.7017212714903436,-1.6787909631511964,-1.6914026327377272,1.7017212714903436,1.6787909631511964,1.6914026327377272,0.08640263273772719
975,32,-2.306699869233305,-1.6826722126910938,-1.8823610627846012,2.306699869233305,1.6826722126910938,1.8823610627846012,0.27736106278460126
