variable,Estimate,Est.Error,Q2.5,Q97.5,Rhat,Bulk_ESS,Q5,Q95
b_a_Intercept,82.634103375,2.7120422648914873,77.35306250000001,87.7926725,NA,NA,NA,NA
b_b_Intercept,0.067416395685,0.020547054751194935,0.025908627500000003,0.10692610000000001,NA,NA,NA,NA
b_c_Intercept,0.92641639175,0.011080606751765842,0.9045795,0.947314425,NA,NA,NA,NA
sd_SPCD__a_Intercept,22.3157155,1.979981508227534,19.0337175,26.4989425,NA,NA,NA,NA
sd_SPCD__b_Intercept,2.1662911875,0.19629165478720592,1.79310775,2.58125325,NA,NA,NA,NA
sigma,9.06216209,0.03949827287264445,8.987246749999999,9.1411005,NA,NA,NA,NA
"r_SPCD__a[68,Intercept]",-30.426605075,3.568885389422369,-37.193599999999996,-23.208867499999997,NA,NA,NA,NA
"r_SPCD__a[71,Intercept]",-1.9206898722975,15.109305776914228,-26.78968,32.46393000000001,NA,NA,NA,NA
"r_SPCD__a[91,Intercept]",-0.7708531039650001,18.76670547787341,-33.558719999999994,37.28451250000002,NA,NA,NA,NA
"r_SPCD__a[94,Intercept]",13.361204453855,15.21686475413529,-12.5390425,47.01107250000004,NA,NA,NA,NA
"r_SPCD__a[105,Intercept]",0.89691862333375,17.920681754920718,-29.1006075,39.863922500000015,NA,NA,NA,NA
"r_SPCD__a[110,Intercept]",14.0716626045,4.090939199290559,6.2231275,22.475037500000003,NA,NA,NA,NA
"r_SPCD__a[125,Intercept]",-8.44052510134,10.38914137701154,-24.003529999999998,17.355505,NA,NA,NA,NA
"r_SPCD__a[129,Intercept]",37.406961075,8.724286797321476,21.950325,56.70185250000001,NA,NA,NA,NA
"r_SPCD__a[130,Intercept]",0.32104198129,18.367393602160984,-31.2642075,38.9961275,NA,NA,NA,NA
"r_SPCD__a[131,Intercept]",33.4018338325,12.755071221464155,12.233942500000001,61.014525000000006,NA,NA,NA,NA
"r_SPCD__a[132,Intercept]",30.41018608806,15.542189716135336,3.26689775,64.57948500000002,NA,NA,NA,NA
"r_SPCD__a[221,Intercept]",0.5149857077225001,18.772054226124716,-30.287634999999998,40.998715000000004,NA,NA,NA,NA
"r_SPCD__a[313,Intercept]",-30.1974166,3.4309721258590176,-36.59869,-23.314279999999997,NA,NA,NA,NA
"r_SPCD__a[314,Intercept]",-0.033464530175000014,9.839761435455872,-16.9109875,22.911712500000007,NA,NA,NA,NA
"r_SPCD__a[316,Intercept]",23.453660875,5.268452299788015,13.70098,34.51593750000001,NA,NA,NA,NA
"r_SPCD__a[317,Intercept]",8.49943110898,3.3964282182450476,2.054802,15.357147500000002,NA,NA,NA,NA
"r_SPCD__a[318,Intercept]",13.978221465,3.3007704825584185,7.71189575,20.592197499999997,NA,NA,NA,NA
"r_SPCD__a[331,Intercept]",-3.6684502068875,14.781532583476572,-27.9372475,28.377500000000015,NA,NA,NA,NA
"r_SPCD__a[341,Intercept]",9.34414873988,14.879569225330789,-15.706685,42.365770000000026,NA,NA,NA,NA
"r_SPCD__a[345,Intercept]",0.67662655726,19.443301591230778,-33.005027500000004,41.46682500000001,NA,NA,NA,NA
"r_SPCD__a[356,Intercept]",-4.6055126041075,18.674144467294518,-36.8934075,33.54831750000001,NA,NA,NA,NA
"r_SPCD__a[357,Intercept]",-4.9812434635975,20.8755266156332,-43.3126525,37.944415000000006,NA,NA,NA,NA
"r_SPCD__a[367,Intercept]",-7.589249996715,19.733149581529517,-40.70942,35.62338500000004,NA,NA,NA,NA
"r_SPCD__a[373,Intercept]",-1.4699798179475,10.025022813946617,-17.368097499999998,22.535550000000004,NA,NA,NA,NA
"r_SPCD__a[375,Intercept]",-1.0878104258175,18.36391992747287,-32.702095,38.166109999999996,NA,NA,NA,NA
