variable,estimate
b_Intercept,2.243505
b_DBH_std,-0.6376455000000001
b_IDBH_stdE2,0.104425
b_BAL_std,-0.35756299999999996
b_CR_std,0.416875
b_SI_std,0.035328399999999996
b_BA_std,0.19128699999999998
sd_SPCD__Intercept,0.850785
Intercept,2.3434600000000003
"r_SPCD[17,Intercept]",-0.421078
"r_SPCD[19,Intercept]",-0.7938805
"r_SPCD[65,Intercept]",1.19664
"r_SPCD[66,Intercept]",-0.28300400000000003
"r_SPCD[72,Intercept]",0.736168
"r_SPCD[73,Intercept]",0.6739539999999999
"r_SPCD[93,Intercept]",-0.184842
"r_SPCD[101,Intercept]",-1.40299
"r_SPCD[108,Intercept]",-0.895821
"r_SPCD[113,Intercept]",-1.202695
"r_SPCD[119,Intercept]",-0.692564
"r_SPCD[122,Intercept]",-0.02530185
"r_SPCD[202,Intercept]",0.15830899999999998
"r_SPCD[231,Intercept]",0.41076250000000003
"r_SPCD[242,Intercept]",0.702007
"r_SPCD[263,Intercept]",0.7485930000000001
"r_SPCD[264,Intercept]",0.790613
"r_SPCD[313,Intercept]",0.08133225
"r_SPCD[351,Intercept]",0.1639135
"r_SPCD[375,Intercept]",-0.831183
"r_SPCD[475,Intercept]",0.02839175
"r_SPCD[544,Intercept]",0.4971185
"r_SPCD[742,Intercept]",0.1902135
"r_SPCD[745,Intercept]",0.260004
"r_SPCD[746,Intercept]",-0.7518355
"r_SPCD[747,Intercept]",0.5254695
"r_SPCD[749,Intercept]",0.5851795
lprior,-3.733235
lp__,-11632.7
