variant,variant_name,n_stands,n_species_fitted,overall_sdimax_qr97,overall_slope_qr97,pop_sdimax_bayes,pop_slope_bayes,reineke_standard,sdi_param_name,bamax_param_name
kt,Klamath,8865,24,451.48855513166416,-1.8274478022794538,293.9016301429509,-1.6915030975,-1.605,none,BAMAXA
