variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-5198.6648725,-5200.41,23.243291065996626,21.809046000000052,-5227.283,-5152.7595,2.2273183643154244,5.089758485153641,11.4410056169789
mu_b0,0.950701145,0.9534039999999999,0.011010789948536739,0.009847429200000136,0.9294194,0.9647902,1.581361576989944,6.901443551280353,18.24208199141008
sigma_b0,0.51214400275,0.5121445,0.018790313799373126,0.015951293400000028,0.48774464999999995,0.55077995,3.027267831294516,4.547390242879023,11.338317872972645
z_b0[1],0.0885080007,0.07613985000000001,0.04739428699730253,0.03847176501,0.03425276,0.19620674999999999,2.4703507897586423,4.867401193895645,11.355983436267241
z_b0[2],0.04375756275855,0.0358349,0.027235419838537122,0.01393829325,0.0061652270000000006,0.09137081999999994,2.0382476229491924,5.399732262512476,14.661895758263897
z_b0[3],-0.012798223109875,-0.0063806850000000005,0.02437190091436478,0.02653750218,-0.05040919,0.017154764999999968,2.6842475038039963,4.764778419185814,18.434945996765585
z_b0[4],-0.060566779275,-0.05577425,0.025919677518969248,0.02935748151,-0.10617875,-0.024641030000000005,2.411188418159492,4.898725831639796,12.352804684859343
z_b0[5],-0.0062612776582250005,-0.0031204049999999997,0.016814296774316458,0.02012837064,-0.03181183,0.018782469999999996,2.3932947283583923,4.960557339163494,13.109061389030018
z_b0[6],0.0691221202,0.06250775,0.025206691685144632,0.025193525279999997,0.03630718,0.11865099999999999,1.7165427159414928,6.234868493987462,32.1376481674516
z_b0[7],0.0412531086975,0.0388332,0.01894594945210352,0.019171797119999997,0.014051214999999999,0.07492689999999999,1.9139916824420582,5.63208765648762,23.25478719742376
z_b0[8],-0.037735163916075,-0.037234699999999996,0.023313659534692832,0.02617522886999999,-0.077515535,-9.839677000000702e-5,2.300397092924299,5.010095849610369,11.331521260339843
z_b0[9],0.026761067660275,0.02560445,0.011346418725912574,0.013610861040000002,0.006501021000000001,0.043266004999999996,2.1091149216720884,5.260870432020216,21.634529660180274
z_b0[10],-0.01467346837139,-0.0181951,0.02068977775485392,0.018655340823,-0.040697165,0.02983905,2.5190921661982326,4.813227069494042,15.685781371371775
z_b0[11],0.018935961574475,0.006799745,0.03397077431359645,0.023972285420999998,-0.019784219999999998,0.08391296,2.8405430972544594,4.619091348488408,12.538691919994479
z_b0[12],-0.010132184569735,-0.009037904999999999,0.01614258821669831,0.019354853742,-0.035153079999999996,0.016500715000000003,1.930012468239834,5.5845195406641315,18.496845456169112
z_b0[13],-0.54340244725,-0.5481560000000001,0.033543703596278035,0.026557813800000017,-0.5809017,-0.49791065,1.2131047427573214,13.759145863047909,18.049361426679834
z_b0[14],-0.0061784386351305,-0.007968925,0.015895269014714195,0.017645504897999997,-0.02926609,0.022397109999999977,1.9831546024346876,5.609914941283146,11.955529608302728
z_b0[15],0.003860801729100775,0.0034434899999999996,0.015022181134979495,0.015438995796,-0.023869095,0.028075689999999997,1.9677570770549206,5.554725024345154,19.166633176272057
z_b0[16],0.011639690823025,0.007832875,0.02500235835949235,0.028402687109999998,-0.023791985,0.05947034,3.0334718038015125,4.580845483709562,12.551838432433849
z_b0[17],0.011346128476775,0.0111848,0.007315018396461491,0.0065971252200000005,-9.6588975e-4,0.023989314999999997,1.2178777876505005,14.194748614589539,42.22267260134121
z_b0[18],-0.01045213268785,-0.013190799999999999,0.018307916318467277,0.0192442703145,-0.03521039,0.025792919999999993,2.464590279180023,4.880525814700185,12.573673204994789
z_b0[19],0.00432645109475,0.006115890499999999,0.023811500024947096,0.0334258700853,-0.02611364,0.03934078999999995,2.5543556996359316,4.824170738117131,11.421483033199264
z_b0[20],-0.0169856286798225,-0.017515549999999998,0.009948814106958219,0.010292283329999997,-0.034022585,-1.6587165000000442e-4,1.4847440736779574,7.963145204876092,42.026042907266536
z_b0[21],-0.01054382943226675,-0.00812979,0.031581433498995844,0.024225268872,-0.059378855,0.04312725,2.7764359326650854,4.660123259672887,24.44437674478779
z_b0[22],-0.01013752359475,-0.0100643,0.01531631183557906,0.0151581024,-0.03969241,0.014378304999999987,1.9903928246461158,5.46947011524307,12.36518165874488
z_b0[23],-0.0086437726817775,-0.00944735,0.010558166171873957,0.008607167583,-0.02677947,0.010081844999999997,1.784637911859658,5.936711976293304,12.153184991701828
z_b0[24],0.0186684136975,0.00241304,0.04965018838017114,0.070433893026,-0.05085250499999999,0.08541217999999999,3.287829543193714,4.466433820705643,14.540631453233864
z_b0[25],-0.016451496042725,-0.0196061,0.03264286325185673,0.04458556263,-0.06100924,0.030189749999999984,2.7693961895080705,4.664492747755881,14.755067682266167
z_b0[26],0.016753870423425,0.01260965,0.020784702126793207,0.020252182565999997,-0.012735835,0.054151685,2.449151280574707,4.865323183630346,18.6834020881712
z_b0[27],-0.0019069028851550001,5.214615e-4,0.025235021234380733,0.024361473110099993,-0.048049765,0.04376888999999998,2.7497880429524733,4.702694822331394,11.417466577654661
b1,0.6311563625,0.631615,0.005301019454115121,0.004667966099999998,0.6210345500000001,0.63895205,1.1792823053244532,15.239543423529533,37.38010734241054
b2,-0.06538069857499999,-0.0651682,0.006289480917537113,0.0064112071799999944,-0.07595365999999999,-0.055331215,1.376133395445705,9.06399574505589,36.97378670345016
b3,0.214872675,0.2152425,0.00440027078611337,0.004254320699999995,0.2071669,0.222301,1.3351325558129905,11.602075917354137,53.27135449746777
b4,-0.059854549925,-0.0593312,0.005239105143552789,0.0047231188199999994,-0.06956306,-0.05157974000000001,1.32740207051262,10.923621115660929,26.164742522330506
b5,0.0110717082025,0.01105145,0.003167823738463598,0.0030991232579999995,0.005805689,0.01625095,1.1669165708448976,19.252483460341388,106.26401565251984
b6,0.016853996895,0.01660485,0.0036470701755357245,0.0035488254899999996,0.011008215,0.023270084999999996,1.113788728265989,27.630255911774118,73.44138154195254
b7,-0.013885893013975,-0.014059,0.003837691474046265,0.003649345769999998,-0.02005401,-0.007573445000000008,1.1065391244563876,33.99086075222241,21.39808415541623
b8,-0.1246430365,-0.12445049999999999,0.0046188220467931794,0.005126830799999993,-0.1324694,-0.117458,1.2880480333270552,11.196175828114466,104.09319390383523
b9,0.005477773446135,0.00516369,0.00372565132215464,0.00365505378,3.304469000000004e-4,0.012563019999999992,1.267928016638186,11.89238778323494,16.47693952712289
b10,0.020477574275,0.020404850000000002,6.702065140115995e-4,6.177252900000015e-4,0.019488549999999997,0.021770474999999997,1.4520552734204575,7.910740573849337,14.439405784793134
b11,-1.838085621475e-5,-1.7848999999999998e-5,6.879060650500209e-6,6.641084310000004e-6,-3.0494749999999998e-5,-8.0098885e-6,1.256970377451299,11.449244339001059,17.407789240961932
b12,-0.16939444125,-0.1687955,0.006170372793855508,0.007236570600000015,-0.17925915,-0.15948534999999997,1.6575545254004627,6.599732313006269,98.94213198616283
