SPCD,n_stands,qr_slope,species_slope,slope_combined,reineke_b_qr,reineke_b_bayes,reineke_b_combined,diff_from_reineke
17,117,-1.7547004514091824,-1.6909770041121672,-1.7355834172200777,1.7547004514091824,1.6909770041121672,1.7355834172200777,0.1305834172200777
19,949,-1.9078352516325596,-1.69660205069993,-1.8444652913527708,1.9078352516325596,1.69660205069993,1.8444652913527708,0.23946529135277084
65,NA,NA,-1.69178473588686,NA,NA,1.69178473588686,NA,NA
66,250,-1.7876293605758435,-1.7191830205670362,-1.7670954585732015,1.7876293605758435,1.7191830205670362,1.7670954585732015,0.1620954585732015
72,NA,NA,-1.6943464737862721,NA,NA,1.6943464737862721,NA,NA
73,368,-1.6647786221130223,-1.6753745452301438,-1.6679573990481589,1.6647786221130223,1.6753745452301438,1.6679573990481589,0.06295739904815889
93,685,-1.7905705838910384,-1.6778100536055076,-1.7567424248053791,1.7905705838910384,1.6778100536055076,1.7567424248053791,0.15174242480537914
94,NA,NA,-1.7000347459125558,NA,NA,1.7000347459125558,NA,NA
101,334,-1.9034676823841106,-1.6799602192727676,-1.8364154434507076,1.9034676823841106,1.6799602192727676,1.8364154434507076,0.23141544345070764
108,1881,-1.9311670984660783,-1.714282290502552,-1.8661016560770203,1.9311670984660783,1.714282290502552,1.8661016560770203,0.2611016560770203
113,64,-2.0837356481204927,-1.6856091381243092,-1.9404101045218667,2.0837356481204927,1.6856091381243092,1.9404101045218667,0.3354101045218667
119,NA,NA,-1.698582792692125,NA,NA,1.698582792692125,NA,NA
122,859,-1.796132814067956,-1.7116492956396765,-1.7707877585394722,1.796132814067956,1.7116492956396765,1.7707877585394722,0.16578775853947225
202,2961,-1.843837781014453,-1.6850136660097976,-1.7961905465130563,1.843837781014453,1.6850136660097976,1.7961905465130563,0.19119054651305634
242,113,-1.5179837849470044,-1.6615890995944973,-1.5610653793412521,1.5179837849470044,1.6615890995944973,1.5610653793412521,-0.04393462065874787
263,38,-1.5607836633754713,-1.6660453258472883,-1.6260458941079978,1.5607836633754713,1.6660453258472883,1.6260458941079978,0.021045894107997842
264,46,-1.3107716350006224,-1.6691557775489225,-1.5042990719767046,1.3107716350006224,1.6691557775489225,1.5042990719767046,-0.10070092802329533
375,NA,NA,-1.6776797573475764,NA,NA,1.6776797573475764,NA,NA
475,NA,NA,-1.7002727077367046,NA,NA,1.7002727077367046,NA,NA
544,NA,NA,-1.699153737656171,NA,NA,1.699153737656171,NA,NA
745,NA,NA,-1.6912975497075287,NA,NA,1.6912975497075287,NA,NA
746,84,-2.161760823225861,-1.7037284968218591,-2.02435112530466,2.161760823225861,1.7037284968218591,2.02435112530466,0.41935112530466023
747,NA,NA,-1.6916854139730775,NA,NA,1.6916854139730775,NA,NA
749,NA,NA,-1.7128277021363651,NA,NA,1.7128277021363651,NA,NA
